Genotype	CL	Fix	pop$	FID$
Z006E0188	133.959959097777	1	NAMRIL	Z006
Z006E0189	118.223815973907	1	NAMRIL	Z006
Z006E0190	132.311644439933	1	NAMRIL	Z006
Z006E0191	120.715847984787	1	NAMRIL	Z006
Z006E0192	135.898705127641	1	NAMRIL	Z006
Z006E0193	142.507674724442	1	NAMRIL	Z006
Z006E0194	143.599419413362	1	NAMRIL	Z006
Z006E0195	131.068705127643	1	NAMRIL	Z006
Z006E0196	132.405309096909	1	NAMRIL	Z006
Z006E0197	132.332276556223	1	NAMRIL	Z006
Z006E0198	112.801771915084	1	NAMRIL	Z006
Z006E0199	136.243460036535	1	NAMRIL	Z006
Z006E0200	132.689728239424	1	NAMRIL	Z006
Z006E0201	142.582157513359	1	NAMRIL	Z006
Z006E0202	124.996985544933	1	NAMRIL	Z006
Z006E0203	190.239509861176	1	NAMRIL	Z006
Z006E0204	133.239509861136	1	NAMRIL	Z006
Z006E0206	106.739509861138	1	NAMRIL	Z006
Z006E0215	100.239509861153	1	NAMRIL	Z006
Z006E0216	109.239509861142	1	NAMRIL	Z006
Z006E0219	113.739509861135	1	NAMRIL	Z006
Z006E0224	111.739509861136	1	NAMRIL	Z006
Z006E0225	141.239509861139	1	NAMRIL	Z006
Z006E0226	130.239509861141	1	NAMRIL	Z006
Z006E0228	138.739509861137	1	NAMRIL	Z006
Z006E0232	129.239509861147	1	NAMRIL	Z006
Z006E0233	145.739509861144	1	NAMRIL	Z006
Z006E0255	158.739509861145	1	NAMRIL	Z006
Z007E0001	131.187400452974	1	NAMRIL	Z007
Z007E0002	145.768829024398	1	NAMRIL	Z007
Z007E0003	129.490213576214	1	NAMRIL	Z007
Z007E0004	147.165546203459	1	NAMRIL	Z007
Z007E0005	113.580257595823	1	NAMRIL	Z007
Z007E0006	172.555694252372	1	NAMRIL	Z007
Z007E0007	148.593829024394	1	NAMRIL	Z007
Z007E0008	105.425754540957	1	NAMRIL	Z007
Z007E0009	153.67556157276	1	NAMRIL	Z007
Z007E0010	119.399728239429	1	NAMRIL	Z007
Z007E0011	145.898046203472	1	NAMRIL	Z007
Z007E0012	131.423352838676	1	NAMRIL	Z007
Z007E0013	146.166686167252	1	NAMRIL	Z007
Z007E0014	127.960546203463	1	NAMRIL	Z007
Z007E0015	118.694999999975	1	NAMRIL	Z007
Z007E0016	123.379270104017	1	NAMRIL	Z007
Z007E0017	106.755787737688	1	NAMRIL	Z007
Z007E0018	163.744404338732	1	NAMRIL	Z007
Z007E0019	122.248829024396	1	NAMRIL	Z007
Z007E0020	138.739543310109	1	NAMRIL	Z007
Z007E0021	152.941936764026	1	NAMRIL	Z007
Z007E0022	136.991171203465	1	NAMRIL	Z007
Z007E0023	140.958061572757	1	NAMRIL	Z007
Z007E0024	139.30668616725	1	NAMRIL	Z007
Z007E0025	155.534921203443	1	NAMRIL	Z007
Z007E0026	141.823829024401	1	NAMRIL	Z007
Z007E0027	127.75024481114	1	NAMRIL	Z007
Z007E0028	145.537400452955	1	NAMRIL	Z007
Z007E0029	138.153671203471	1	NAMRIL	Z007
Z007E0030	116.729921203461	1	NAMRIL	Z007
Z007E0031	142.245495695822	1	NAMRIL	Z007
Z007E0032	121.610122319471	1	NAMRIL	Z007
Z007E0033	133.297270104024	1	NAMRIL	Z007
Z007E0034	109.755797375717	1	NAMRIL	Z007
Z007E0035	173.0685513952	1	NAMRIL	Z007
Z007E0036	121.415561572765	1	NAMRIL	Z007
Z007E0037	129.223152829499	1	NAMRIL	Z007
Z007E0038	151.512228239424	1	NAMRIL	Z007
Z007E0039	135.626394906093	1	NAMRIL	Z007
Z007E0040	122.548061572761	1	NAMRIL	Z007
Z007E0041	136.718162527008	1	NAMRIL	Z007
Z007E0042	129.331796203458	1	NAMRIL	Z007
Z007E0043	147.824543310097	1	NAMRIL	Z007
Z007E0044	125.036796203464	1	NAMRIL	Z007
Z007E0045	154.137400452962	1	NAMRIL	Z007
Z007E0046	117.340797375713	1	NAMRIL	Z007
Z007E0047	123.626686167249	1	NAMRIL	Z007
Z007E0048	146.384524749771	1	NAMRIL	Z007
Z007E0049	122.029921203458	1	NAMRIL	Z007
Z007E0050	142.243114738691	1	NAMRIL	Z007
Z007E0051	150.588114738666	1	NAMRIL	Z007
Z007E0052	137.392990841924	1	NAMRIL	Z007
Z007E0053	158.136686167242	1	NAMRIL	Z007
Z007E0054	129.223258538382	1	NAMRIL	Z007
Z007E0055	112.098829024392	1	NAMRIL	Z007
Z007E0056	115.219296203465	1	NAMRIL	Z007
Z007E0057	122.571215551603	1	NAMRIL	Z007
Z007E0058	134.69929620346	1	NAMRIL	Z007
Z007E0059	147.023114738688	1	NAMRIL	Z007
Z007E0060	147.355257595823	1	NAMRIL	Z007
Z007E0061	141.327837109525	1	NAMRIL	Z007
Z007E0062	152.03639490608	1	NAMRIL	Z007
Z007E0063	130.163785263175	1	NAMRIL	Z007
Z007E0064	160.766630709026	1	NAMRIL	Z007
Z007E0065	133.539921203466	1	NAMRIL	Z007
Z007E0066	139.049921203452	1	NAMRIL	Z007
Z007E0067	147.983829024395	1	NAMRIL	Z007
Z007E0068	146.003671203488	1	NAMRIL	Z007
Z007E0069	144.660257595838	1	NAMRIL	Z007
Z007E0070	153.255113668585	1	NAMRIL	Z007
Z007E0071	119.8538949061	1	NAMRIL	Z007
Z007E0072	138.680797375714	1	NAMRIL	Z007
Z007E0073	124.480546203461	1	NAMRIL	Z007
Z007E0074	129.149543310108	1	NAMRIL	Z007
Z007E0075	131.871171203461	1	NAMRIL	Z007
Z007E0076	148.359921203464	1	NAMRIL	Z007
Z007E0077	115.807400452964	1	NAMRIL	Z007
Z007E0078	135.224728239426	1	NAMRIL	Z007
Z007E0079	131.638328624828	1	NAMRIL	Z007
Z007E0080	123.935113668572	1	NAMRIL	Z007
Z007E0081	151.331562270507	1	NAMRIL	Z007
Z007E0082	116.282400452961	1	NAMRIL	Z007
Z007E0083	130.062122823797	1	NAMRIL	Z007
Z007E0084	139.464921203465	1	NAMRIL	Z007
Z007E0085	123.247228239429	1	NAMRIL	Z007
Z007E0086	123.108046203463	1	NAMRIL	Z007
Z007E0087	142.888671203466	1	NAMRIL	Z007
Z007E0088	107.862140141682	1	NAMRIL	Z007
Z007E0089	123.730546203461	1	NAMRIL	Z007
Z007E0090	136.23021357621	1	NAMRIL	Z007
Z007E0091	156.09454331011	1	NAMRIL	Z007
Z007E0092	144.978671203472	1	NAMRIL	Z007
Z007E0093	136.517228239428	1	NAMRIL	Z007
Z007E0094	127.853715551599	1	NAMRIL	Z007
Z007E0095	127.849964042379	1	NAMRIL	Z007
Z007E0096	146.986171203456	1	NAMRIL	Z007
Z007E0097	146.450971881534	1	NAMRIL	Z007
Z007E0098	117.621686167248	1	NAMRIL	Z007
Z007E0099	135.840546203463	1	NAMRIL	Z007
Z007E0100	112.592638552966	1	NAMRIL	Z007
Z007E0101	143.109296203459	1	NAMRIL	Z007
Z007E0102	125.749921203464	1	NAMRIL	Z007
Z007E0103	134.001242061318	1	NAMRIL	Z007
Z007E0104	108.420971881547	1	NAMRIL	Z007
Z007E0105	136.469921203464	1	NAMRIL	Z007
Z007E0106	128.213311106599	1	NAMRIL	Z007
Z007E0107	122.066796203454	1	NAMRIL	Z007
Z007E0108	121.808192958745	1	NAMRIL	Z007
Z007E0109	114.587421203468	1	NAMRIL	Z007
Z007E0110	137.680971881543	1	NAMRIL	Z007
Z007E0111	130.461686167247	1	NAMRIL	Z007
Z007E0112	130.03327010402	1	NAMRIL	Z007
Z007E0113	135.362122823795	1	NAMRIL	Z007
Z007E0114	138.643114738679	1	NAMRIL	Z007
Z007E0115	117.38069425236	1	NAMRIL	Z007
Z007E0116	108.671686167251	1	NAMRIL	Z007
Z007E0117	124.346666666641	1	NAMRIL	Z007
Z007E0118	127.453114738678	1	NAMRIL	Z007
Z007E0119	157.981686167255	1	NAMRIL	Z007
Z007E0120	134.445546203455	1	NAMRIL	Z007
Z007E0121	145.889921203463	1	NAMRIL	Z007
Z007E0122	152.808829024383	1	NAMRIL	Z007
Z007E0123	147.497768572488	1	NAMRIL	Z007
Z007E0124	128.678743000071	1	NAMRIL	Z007
Z007E0125	101.673705127643	1	NAMRIL	Z007
Z007E0126	125.257464042378	1	NAMRIL	Z007
Z007E0127	126.580546203465	1	NAMRIL	Z007
Z007E0128	103.139921203464	1	NAMRIL	Z007
Z007E0129	154.776171203447	1	NAMRIL	Z007
Z007E0130	126.899419413357	1	NAMRIL	Z007
Z007E0131	130.946686167253	1	NAMRIL	Z007
Z007E0132	134.767400452969	1	NAMRIL	Z007
Z007E0133	136.514921203459	1	NAMRIL	Z007
Z007E0134	167.994543310086	1	NAMRIL	Z007
Z007E0135	114.856171203464	1	NAMRIL	Z007
Z007E0136	132.383114738688	1	NAMRIL	Z007
Z007E0137	125.489296203463	1	NAMRIL	Z007
Z007E0138	138.380797375704	1	NAMRIL	Z007
Z007E0139	136.032400452969	1	NAMRIL	Z007
Z007E0140	112.516796203465	1	NAMRIL	Z007
Z007E0141	110.085561572765	1	NAMRIL	Z007
Z007E0142	137.856215551614	1	NAMRIL	Z007
Z007E0143	127.27970487052	1	NAMRIL	Z007
Z007E0144	157.06954331011	1	NAMRIL	Z007
Z007E0145	144.459921203464	1	NAMRIL	Z007
Z007E0146	142.284296203466	1	NAMRIL	Z007
Z007E0147	138.904543310108	1	NAMRIL	Z007
Z007E0148	166.642400452959	1	NAMRIL	Z007
Z007E0149	121.017421203462	1	NAMRIL	Z007
Z007E0150	139.939543310115	1	NAMRIL	Z007
Z007E0151	129.483046203464	1	NAMRIL	Z007
Z007E0152	144.469921203469	1	NAMRIL	Z007
Z007E0153	147.296686167244	1	NAMRIL	Z007
Z007E0154	146.218671203468	1	NAMRIL	Z007
Z007E0155	136.807400452972	1	NAMRIL	Z007
Z007E0156	127.011394906093	1	NAMRIL	Z007
Z007E0157	110.414543310105	1	NAMRIL	Z007
Z007E0158	131.136796203467	1	NAMRIL	Z007
Z007E0159	134.346796203466	1	NAMRIL	Z007
Z007E0160	134.230257595824	1	NAMRIL	Z007
Z007E0161	143.137400452962	1	NAMRIL	Z007
Z007E0162	115.982464042379	1	NAMRIL	Z007
Z007E0163	135.447400452971	1	NAMRIL	Z007
Z007E0164	114.495546203464	1	NAMRIL	Z007
Z007E0165	136.969296203457	1	NAMRIL	Z007
Z007E0166	133.167228239433	1	NAMRIL	Z007
Z007E0167	161.401686167261	1	NAMRIL	Z007
Z007E0168	113.082276556215	1	NAMRIL	Z007
Z007E0169	123.809921203464	1	NAMRIL	Z007
Z007E0170	136.573907244464	1	NAMRIL	Z007
Z007E0171	174.758685097132	1	NAMRIL	Z007
Z007E0172	129.216686167251	1	NAMRIL	Z007
Z007E0173	115.781185767685	1	NAMRIL	Z007
Z007E0174	160.175495695837	1	NAMRIL	Z007
Z007E0175	146.593046203459	1	NAMRIL	Z007
Z007E0176	148.712004540972	1	NAMRIL	Z007
Z007E0177	153.738192958746	1	NAMRIL	Z007
Z007E0178	134.150971881538	1	NAMRIL	Z007
Z007E0179	132.18867120346	1	NAMRIL	Z007
Z007E0180	110.774921203463	1	NAMRIL	Z007
Z007E0181	140.323705127645	1	NAMRIL	Z007
Z007E0182	131.906796203469	1	NAMRIL	Z007
Z007E0183	138.987228239422	1	NAMRIL	Z007
Z007E0184	127.078046203455	1	NAMRIL	Z007
Z007E0185	129.073046203461	1	NAMRIL	Z007
Z007E0186	129.932478673028	1	NAMRIL	Z007
Z007E0187	134.56025759583	1	NAMRIL	Z007
Z007E0188	120.315335815892	1	NAMRIL	Z007
Z007E0189	124.057421203463	1	NAMRIL	Z007
Z007E0190	156.172771915078	1	NAMRIL	Z007
Z007E0191	142.173061572752	1	NAMRIL	Z007
Z007E0192	144.293046203455	1	NAMRIL	Z007
Z007E0193	139.715546203455	1	NAMRIL	Z007
Z007E0194	158.601171203472	1	NAMRIL	Z007
Z007E0195	148.045971881538	1	NAMRIL	Z007
Z007E0196	126.328829024394	1	NAMRIL	Z007
Z007E0197	115.123114738677	1	NAMRIL	Z007
Z007E0198	122.69242120347	1	NAMRIL	Z007
Z007E0199	135.393829024386	1	NAMRIL	Z007
Z007E0200	130.50404291054	1	NAMRIL	Z007
Z007E0201	137.478715515957	1	NAMRIL	Z007
Z007E0202	121.626910119713	1	NAMRIL	Z007
Z007E0213	150.239509861146	1	NAMRIL	Z007
Z007E0217	121.739509861138	1	NAMRIL	Z007
Z007E0219	151.239509861136	1	NAMRIL	Z007
Z007E0223	167.739509861144	1	NAMRIL	Z007
Z007E0230	118.239509861144	1	NAMRIL	Z007
Z007E0284	147.239509861136	1	NAMRIL	Z007
Z008E0001	129.263114738682	1	NAMRIL	Z008
Z008E0002	113.463328624813	1	NAMRIL	Z008
Z008E0003	122.071408538076	1	NAMRIL	Z008
Z008E0004	142.482622319457	1	NAMRIL	Z008
Z008E0005	144.085546203472	1	NAMRIL	Z008
Z008E0006	131.133094923182	1	NAMRIL	Z008
Z008E0007	122.653328624827	1	NAMRIL	Z008
Z008E0008	127.742102136503	1	NAMRIL	Z008
Z008E0009	143.276970859516	1	NAMRIL	Z008
Z008E0010	144.462400452981	1	NAMRIL	Z008
Z008E0011	139.447622319482	1	NAMRIL	Z008
Z008E0012	132.524025916422	1	NAMRIL	Z008
Z008E0013	132.849294687894	1	NAMRIL	Z008
Z008E0014	125.640257595827	1	NAMRIL	Z008
Z008E0015	120.617622319476	1	NAMRIL	Z008
Z008E0016	132.678671203476	1	NAMRIL	Z008
Z008E0017	124.519887526187	1	NAMRIL	Z008
Z008E0018	101.241900053388	1	NAMRIL	Z008
Z008E0019	140.402421203477	1	NAMRIL	Z008
Z008E0020	112.082421203474	1	NAMRIL	Z008
Z008E0021	144.963311106598	1	NAMRIL	Z008
Z008E0022	125.837990841928	1	NAMRIL	Z008
Z008E0023	122.494543310105	1	NAMRIL	Z008
Z008E0024	105.537713576218	1	NAMRIL	Z008
Z008E0025	100.258061572762	1	NAMRIL	Z008
Z008E0026	98.692570316528	1	NAMRIL	Z008
Z008E0027	140.968114738674	1	NAMRIL	Z008
Z008E0028	124.113061572757	1	NAMRIL	Z008
Z008E0029	129.517755556594	1	NAMRIL	Z008
Z008E0030	115.477570316532	1	NAMRIL	Z008
Z008E0031	110.763114738681	1	NAMRIL	Z008
Z008E0032	135.101796203459	1	NAMRIL	Z008
Z008E0033	127.828691416428	1	NAMRIL	Z008
Z008E0034	118.130733781539	1	NAMRIL	Z008
Z008E0035	119.256191416418	1	NAMRIL	Z008
Z008E0036	120.554288986145	1	NAMRIL	Z008
Z008E0037	131.808742952873	1	NAMRIL	Z008
Z008E0038	123.716440950263	1	NAMRIL	Z008
Z008E0039	117.886046909558	1	NAMRIL	Z008
Z008E0040	139.014221049879	1	NAMRIL	Z008
Z008E0041	124.257916375194	1	NAMRIL	Z008
Z008E0042	144.408328624822	1	NAMRIL	Z008
Z008E0043	142.384728239423	1	NAMRIL	Z008
Z008E0044	108.135335815885	1	NAMRIL	Z008
Z008E0045	122.810133699068	1	NAMRIL	Z008
Z008E0046	95.1980462034647	1	NAMRIL	Z008
Z008E0047	136.245555555527	1	NAMRIL	Z008
Z008E0048	124.551387850789	1	NAMRIL	Z008
Z008E0049	133.479921203463	1	NAMRIL	Z008
Z008E0050	132.029210164729	1	NAMRIL	Z008
Z008E0051	111.839921203458	1	NAMRIL	Z008
Z008E0052	104.623685097155	1	NAMRIL	Z008
Z008E0053	102.3169000534	1	NAMRIL	Z008
Z008E0054	106.278224228743	1	NAMRIL	Z008
Z008E0055	116.469296203462	1	NAMRIL	Z008
Z008E0056	119.533528231752	1	NAMRIL	Z008
Z008E0057	125.220546203465	1	NAMRIL	Z008
Z008E0058	129.33429620347	1	NAMRIL	Z008
Z008E0059	138.123546909559	1	NAMRIL	Z008
Z008E0060	128.383046203459	1	NAMRIL	Z008
Z008E0061	119.412400452967	1	NAMRIL	Z008
Z008E0062	123.925908009897	1	NAMRIL	Z008
Z008E0063	133.314757196257	1	NAMRIL	Z008
Z008E0064	131.5272222222	1	NAMRIL	Z008
Z008E0065	100.544921203454	1	NAMRIL	Z008
Z008E0066	143.517959097779	1	NAMRIL	Z008
Z008E0067	117.15477191509	1	NAMRIL	Z008
Z008E0068	143.879921203465	1	NAMRIL	Z008
Z008E0069	137.867421203469	1	NAMRIL	Z008
Z008E0070	116.814819496173	1	NAMRIL	Z008
Z008E0071	113.99130680835	1	NAMRIL	Z008
Z008E0072	140.043829024396	1	NAMRIL	Z008
Z008E0073	123.429921203461	1	NAMRIL	Z008
Z008E0074	128.824569544616	1	NAMRIL	Z008
Z008E0075	136.522804192858	1	NAMRIL	Z008
Z008E0076	122.262276556218	1	NAMRIL	Z008
Z008E0077	134.727478673022	1	NAMRIL	Z008
Z008E0078	104.558546909551	1	NAMRIL	Z008
Z008E0079	121.176796203464	1	NAMRIL	Z008
Z008E0080	152.06554620347	1	NAMRIL	Z008
Z008E0081	118.496796203468	1	NAMRIL	Z008
Z008E0082	114.670546203457	1	NAMRIL	Z008
Z008E0083	165.38511366857	1	NAMRIL	Z008
Z008E0084	114.808114738675	1	NAMRIL	Z008
Z008E0085	142.963671203462	1	NAMRIL	Z008
Z008E0086	116.292228239431	1	NAMRIL	Z008
Z008E0087	109.268959097788	1	NAMRIL	Z008
Z008E0088	139.457959097786	1	NAMRIL	Z008
Z008E0089	115.162122823798	1	NAMRIL	Z008
Z008E0090	132.19492120347	1	NAMRIL	Z008
Z008E0091	129.303129460592	1	NAMRIL	Z008
Z008E0092	121.442614339107	1	NAMRIL	Z008
Z008E0093	128.232158009899	1	NAMRIL	Z008
Z008E0094	100.082638746009	1	NAMRIL	Z008
Z008E0095	109.758061572776	1	NAMRIL	Z008
Z008E0096	135.497400452963	1	NAMRIL	Z008
Z008E0097	106.156185767677	1	NAMRIL	Z008
Z008E0098	119.740335815891	1	NAMRIL	Z008
Z008E0099	115.470675115503	1	NAMRIL	Z008
Z008E0100	126.799757196253	1	NAMRIL	Z008
Z008E0101	112.657421203463	1	NAMRIL	Z008
Z008E0102	127.033114738685	1	NAMRIL	Z008
Z008E0103	131.138046203463	1	NAMRIL	Z008
Z008E0104	125.554244993638	1	NAMRIL	Z008
Z008E0105	98.2807973757031	1	NAMRIL	Z008
Z008E0106	134.400971881537	1	NAMRIL	Z008
Z008E0107	118.4056941431	1	NAMRIL	Z008
Z008E0108	129.664042910527	1	NAMRIL	Z008
Z008E0109	104.209460036535	1	NAMRIL	Z008
Z008E0110	103.741764387306	1	NAMRIL	Z008
Z008E0111	120.104796127256	1	NAMRIL	Z008
Z008E0112	148.452955652803	1	NAMRIL	Z008
Z008E0113	119.116046909551	1	NAMRIL	Z008
Z008E0114	113.183551395223	1	NAMRIL	Z008
Z008E0115	126.309921203466	1	NAMRIL	Z008
Z008E0116	128.420546203461	1	NAMRIL	Z008
Z008E0117	123.638072124609	1	NAMRIL	Z008
Z008E0118	120.632464042379	1	NAMRIL	Z008
Z008E0119	141.058455652811	1	NAMRIL	Z008
Z008E0120	150.697204870515	1	NAMRIL	Z008
Z008E0121	123.390471481968	1	NAMRIL	Z008
Z008E0122	141.276788986139	1	NAMRIL	Z008
Z008E0123	122.070491343232	1	NAMRIL	Z008
Z008E0124	114.191371537198	1	NAMRIL	Z008
Z008E0125	127.603131752107	1	NAMRIL	Z008
Z008E0126	130.91221584893	1	NAMRIL	Z008
Z008E0127	120.500813697825	1	NAMRIL	Z008
Z008E0128	108.745113668565	1	NAMRIL	Z008
Z008E0129	123.157478673032	1	NAMRIL	Z008
Z008E0130	138.530034182402	1	NAMRIL	Z008
Z008E0131	127.011460036532	1	NAMRIL	Z008
Z008E0132	111.827276556216	1	NAMRIL	Z008
Z008E0133	108.061185767686	1	NAMRIL	Z008
Z008E0134	116.90266430208	1	NAMRIL	Z008
Z008E0135	114.299011202801	1	NAMRIL	Z008
Z008E0136	121.554296203461	1	NAMRIL	Z008
Z008E0137	117.818940950265	1	NAMRIL	Z008
Z008E0138	137.417122823788	1	NAMRIL	Z008
Z008E0139	140.24022034752	1	NAMRIL	Z008
Z008E0140	137.623881423183	1	NAMRIL	Z008
Z008E0141	121.056137526183	1	NAMRIL	Z008
Z008E0142	143.323829024388	1	NAMRIL	Z008
Z008E0143	127.302659944274	1	NAMRIL	Z008
Z008E0144	106.727929879923	1	NAMRIL	Z008
Z008E0145	142.655546203461	1	NAMRIL	Z008
Z008E0146	124.77428898614	1	NAMRIL	Z008
Z008E0147	128.084743000068	1	NAMRIL	Z008
Z008E0148	103.956516822347	1	NAMRIL	Z008
Z008E0149	123.377464042382	1	NAMRIL	Z008
Z008E0150	117.846431993835	1	NAMRIL	Z008
Z008E0151	115.656320316546	1	NAMRIL	Z008
Z008E0152	128.290335815888	1	NAMRIL	Z008
Z008E0153	101.419210164724	1	NAMRIL	Z008
Z008E0154	109.47832862482	1	NAMRIL	Z008
Z008E0155	122.188894906093	1	NAMRIL	Z008
Z008E0156	113.640054878632	1	NAMRIL	Z008
Z008E0157	121.129921203461	1	NAMRIL	Z008
Z008E0158	156.141900053398	1	NAMRIL	Z008
Z008E0159	110.459042910539	1	NAMRIL	Z008
Z008E0160	101.386796203448	1	NAMRIL	Z008
Z008E0161	124.877400452967	1	NAMRIL	Z008
Z008E0162	142.991562270508	1	NAMRIL	Z008
Z008E0163	106.042242061329	1	NAMRIL	Z008
Z008E0164	107.329288986148	1	NAMRIL	Z008
Z008E0165	146.889712865964	1	NAMRIL	Z008
Z008E0166	116.990358083101	1	NAMRIL	Z008
Z008E0167	124.696686167255	1	NAMRIL	Z008
Z008E0168	112.052535263168	1	NAMRIL	Z008
Z008E0169	115.136764387312	1	NAMRIL	Z008
Z008E0170	170.327122823784	1	NAMRIL	Z008
Z008E0171	118.374728239429	1	NAMRIL	Z008
Z008E0172	124.760561572764	1	NAMRIL	Z008
Z008E0173	139.713071355691	1	NAMRIL	Z008
Z008E0174	107.856051284805	1	NAMRIL	Z008
Z008E0175	130.676764387324	1	NAMRIL	Z008
Z008E0176	127.391788986143	1	NAMRIL	Z008
Z008E0177	119.265997635414	1	NAMRIL	Z008
Z008E0178	129.911324676568	1	NAMRIL	Z008
Z008E0179	129.276171203468	1	NAMRIL	Z008
Z008E0180	137.998671203469	1	NAMRIL	Z008
Z008E0181	113.102296127255	1	NAMRIL	Z008
Z008E0182	141.002421203465	1	NAMRIL	Z008
Z008E0183	134.915512526192	1	NAMRIL	Z008
Z008E0184	131.569757196256	1	NAMRIL	Z008
Z008E0185	112.407421203461	1	NAMRIL	Z008
Z008E0186	118.805546203464	1	NAMRIL	Z008
Z008E0187	134.347276556219	1	NAMRIL	Z008
Z008E0188	123.723328624829	1	NAMRIL	Z008
Z008E0189	114.164288986147	1	NAMRIL	Z008
Z008E0190	129.332276556217	1	NAMRIL	Z008
Z008E0191	131.236796203462	1	NAMRIL	Z008
Z008E0192	100.52679620346	1	NAMRIL	Z008
Z008E0193	135.976530430435	1	NAMRIL	Z008
Z008E0194	115.792400452967	1	NAMRIL	Z008
Z008E0195	119.973671203457	1	NAMRIL	Z008
Z008E0196	130.157296127258	1	NAMRIL	Z008
Z008E0197	109.601050101593	1	NAMRIL	Z008
Z008E0198	101.881486162839	1	NAMRIL	Z008
Z008E0199	115.752400452968	1	NAMRIL	Z008
Z008E0200	93.4611712034602	1	NAMRIL	Z008
Z008E0201	138.396154524822	1	NAMRIL	Z008
Z008E0202	121.885948501965	1	NAMRIL	Z008
Z008E0253	98.7395098611418	1	NAMRIL	Z008
Z008E0261	102.739509861138	1	NAMRIL	Z008
Z009E0001	140.226924267246	1	NAMRIL	Z009
Z009E0002	148.701171203463	1	NAMRIL	Z009
Z009E0003	140.054543310112	1	NAMRIL	Z009
Z009E0004	157.355971881546	1	NAMRIL	Z009
Z009E0005	135.749977773274	1	NAMRIL	Z009
Z009E0006	174.037837109507	1	NAMRIL	Z009
Z009E0007	167.980955652806	1	NAMRIL	Z009
Z009E0008	135.791321406939	1	NAMRIL	Z009
Z009E0009	146.446686167247	1	NAMRIL	Z009
Z009E0010	156.419296203469	1	NAMRIL	Z009
Z009E0011	149.807882218287	1	NAMRIL	Z009
Z009E0012	134.199215848931	1	NAMRIL	Z009
Z009E0013	132.309543310108	1	NAMRIL	Z009
Z009E0014	142.529543310103	1	NAMRIL	Z009
Z009E0015	129.944205761236	1	NAMRIL	Z009
Z009E0016	135.92382902439	1	NAMRIL	Z009
Z009E0017	140.935546203461	1	NAMRIL	Z009
Z009E0018	120.453460036531	1	NAMRIL	Z009
Z009E0019	148.330971881549	1	NAMRIL	Z009
Z009E0020	133.019419413358	1	NAMRIL	Z009
Z009E0021	141.250797375717	1	NAMRIL	Z009
Z009E0022	145.97887153718	1	NAMRIL	Z009
Z009E0023	133.411686167249	1	NAMRIL	Z009
Z009E0024	134.311088903758	1	NAMRIL	Z009
Z009E0025	139.535547106673	1	NAMRIL	Z009
Z009E0026	132.263061572749	1	NAMRIL	Z009
Z009E0027	129.017990841935	1	NAMRIL	Z009
Z009E0028	162.53584798479	1	NAMRIL	Z009
Z009E0029	138.299543310108	1	NAMRIL	Z009
Z009E0030	139.943311106594	1	NAMRIL	Z009
Z009E0031	126.780733675906	1	NAMRIL	Z009
Z009E0032	120.853311106595	1	NAMRIL	Z009
Z009E0033	153.839964042365	1	NAMRIL	Z009
Z009E0034	132.594419413358	1	NAMRIL	Z009
Z009E0035	130.018328624821	1	NAMRIL	Z009
Z009E0036	137.564681558744	1	NAMRIL	Z009
Z009E0037	136.741394906088	1	NAMRIL	Z009
Z009E0038	103.541394906097	1	NAMRIL	Z009
Z009E0039	110.271944143106	1	NAMRIL	Z009
Z009E0040	128.033950104887	1	NAMRIL	Z009
Z009E0041	136.289543310111	1	NAMRIL	Z009
Z009E0042	112.328244811134	1	NAMRIL	Z009
Z009E0043	131.994728239429	1	NAMRIL	Z009
Z009E0044	143.900971881537	1	NAMRIL	Z009
Z009E0045	150.587990841931	1	NAMRIL	Z009
Z009E0046	121.476408538079	1	NAMRIL	Z009
Z009E0047	128.481394906105	1	NAMRIL	Z009
Z009E0048	115.922477773266	1	NAMRIL	Z009
Z009E0049	150.318715551605	1	NAMRIL	Z009
Z009E0050	112.474543310107	1	NAMRIL	Z009
Z009E0051	149.739887526202	1	NAMRIL	Z009
Z009E0052	115.667102136498	1	NAMRIL	Z009
Z009E0053	139.866394906085	1	NAMRIL	Z009
Z009E0054	132.242477773264	1	NAMRIL	Z009
Z009E0055	128.350928544101	1	NAMRIL	Z009
Z009E0056	150.137483703453	1	NAMRIL	Z009
Z009E0057	135.845471481961	1	NAMRIL	Z009
Z009E0058	125.288297375711	1	NAMRIL	Z009
Z009E0059	132.870561572771	1	NAMRIL	Z009
Z009E0060	117.491026323145	1	NAMRIL	Z009
Z009E0061	153.553986162848	1	NAMRIL	Z009
Z009E0062	125.245780080817	1	NAMRIL	Z009
Z009E0063	136.665671088897	1	NAMRIL	Z009
Z009E0064	123.436686167247	1	NAMRIL	Z009
Z009E0065	130.513671203467	1	NAMRIL	Z009
Z009E0066	126.686796203471	1	NAMRIL	Z009
Z009E0067	124.01222823943	1	NAMRIL	Z009
Z009E0068	154.553829024402	1	NAMRIL	Z009
Z009E0069	121.522276556214	1	NAMRIL	Z009
Z009E0070	134.650257595827	1	NAMRIL	Z009
Z009E0071	134.945561572764	1	NAMRIL	Z009
Z009E0072	128.415538203845	1	NAMRIL	Z009
Z009E0073	138.752852460974	1	NAMRIL	Z009
Z009E0074	119.962464042384	1	NAMRIL	Z009
Z009E0075	139.021171203463	1	NAMRIL	Z009
Z009E0076	148.223046203458	1	NAMRIL	Z009
Z009E0077	126.804959097786	1	NAMRIL	Z009
