Genotype	value	trait	pop	FID
Z001E0001	12.5088376893416	KRN	NAMRIL	Z001
Z001E0002	12.1384872501687	KRN	NAMRIL	Z001
Z001E0003	13.1666666666665	KRN	NAMRIL	Z001
Z001E0004	16.0790966454745	KRN	NAMRIL	Z001
Z001E0005	16.2830275590379	KRN	NAMRIL	Z001
Z001E0006	14.7777777777764	KRN	NAMRIL	Z001
Z001E0007	18.1930777258577	KRN	NAMRIL	Z001
Z001E0008	15.1216491544256	KRN	NAMRIL	Z001
Z001E0009	14.8838376893823	KRN	NAMRIL	Z001
Z001E0010	15.2214459207588	KRN	NAMRIL	Z001
Z001E0011	15.4787920115699	KRN	NAMRIL	Z001
Z001E0012	13.7397999277873	KRN	NAMRIL	Z001
Z001E0013	14.0502205829967	KRN	NAMRIL	Z001
Z001E0014	18.0330275590362	KRN	NAMRIL	Z001
Z001E0015	15.7707296729605	KRN	NAMRIL	Z001
Z001E0016	13.412950486793	KRN	NAMRIL	Z001
Z001E0017	15.4787920115676	KRN	NAMRIL	Z001
Z001E0018	17.7588376893789	KRN	NAMRIL	Z001
Z001E0019	13.6873963396258	KRN	NAMRIL	Z001
Z001E0020	17.6338376893814	KRN	NAMRIL	Z001
Z001E0021	15.7993692593741	KRN	NAMRIL	Z001
Z001E0022	15.2588376893811	KRN	NAMRIL	Z001
Z001E0023	14.5088376893827	KRN	NAMRIL	Z001
Z001E0024	13.3359348687133	KRN	NAMRIL	Z001
Z001E0025	15.2941998621983	KRN	NAMRIL	Z001
Z001E0026	16.0713376893826	KRN	NAMRIL	Z001
Z001E0027	15.8838376893804	KRN	NAMRIL	Z001
Z001E0028	13.7214459207595	KRN	NAMRIL	Z001
Z001E0029	15.4220577861934	KRN	NAMRIL	Z001
Z001E0030	14.364810931815	KRN	NAMRIL	Z001
Z001E0031	15.2160359260425	KRN	NAMRIL	Z001
Z001E0032	15.029671023132	KRN	NAMRIL	Z001
Z001E0033	16.1464552034409	KRN	NAMRIL	Z001
Z001E0034	12.7879104271888	KRN	NAMRIL	Z001
Z001E0035	15.7645062972832	KRN	NAMRIL	Z001
Z001E0036	14.5088376893807	KRN	NAMRIL	Z001
Z001E0037	18.0502205830027	KRN	NAMRIL	Z001
Z001E0038	14.8634872479775	KRN	NAMRIL	Z001
Z001E0039	12.7645062972841	KRN	NAMRIL	Z001
Z001E0040	16.2980344911786	KRN	NAMRIL	Z001
Z001E0041	16.3838376893803	KRN	NAMRIL	Z001
Z001E0042	16.2993692593738	KRN	NAMRIL	Z001
Z001E0043	16.2588376893793	KRN	NAMRIL	Z001
Z001E0044	15.121649154427	KRN	NAMRIL	Z001
Z001E0045	16.2588376893809	KRN	NAMRIL	Z001
Z001E0046	17.7707296729631	KRN	NAMRIL	Z001
Z001E0047	14.9463376893805	KRN	NAMRIL	Z001
Z001E0048	15.7024746840422	KRN	NAMRIL	Z001
Z001E0049	14.1450532843325	KRN	NAMRIL	Z001
Z001E0050	15.4787920115698	KRN	NAMRIL	Z001
Z001E0051	17.0502205829965	KRN	NAMRIL	Z001
Z001E0052	12.7588376893815	KRN	NAMRIL	Z001
Z001E0053	13.359338998617	KRN	NAMRIL	Z001
Z001E0054	14.8593389986175	KRN	NAMRIL	Z001
Z001E0055	16.8213376893816	KRN	NAMRIL	Z001
Z001E0056	14.7588376893834	KRN	NAMRIL	Z001
Z001E0057	14.7588376893824	KRN	NAMRIL	Z001
Z001E0058	14.3826570706429	KRN	NAMRIL	Z001
Z001E0059	14.6873963396254	KRN	NAMRIL	Z001
Z001E0060	15.133837689381	KRN	NAMRIL	Z001
Z001E0061	15.1338376893811	KRN	NAMRIL	Z001
Z001E0062	15.0713376893804	KRN	NAMRIL	Z001
Z001E0063	12.5283402059176	KRN	NAMRIL	Z001
Z001E0064	13.7397999277878	KRN	NAMRIL	Z001
Z001E0065	16.6963376893814	KRN	NAMRIL	Z001
Z001E0066	14.3838376893816	KRN	NAMRIL	Z001
Z001E0067	15.0088376893826	KRN	NAMRIL	Z001
Z001E0068	13.3359348687131	KRN	NAMRIL	Z001
Z001E0069	16.4463376893825	KRN	NAMRIL	Z001
Z001E0070	14.4463376893816	KRN	NAMRIL	Z001
Z001E0071	13.4787920115711	KRN	NAMRIL	Z001
Z001E0072	16.9647011578476	KRN	NAMRIL	Z001
Z001E0073	16.5294345358195	KRN	NAMRIL	Z001
Z001E0074	17.9062193531174	KRN	NAMRIL	Z001
Z001E0075	13.5493692593748	KRN	NAMRIL	Z001
Z001E0076	14.2588376893825	KRN	NAMRIL	Z001
Z001E0077	15.6338376893804	KRN	NAMRIL	Z001
Z001E0078	14.9629629629626	KRN	NAMRIL	Z001
Z001E0079	16.6327025927103	KRN	NAMRIL	Z001
Z001E0080	13.3838376893808	KRN	NAMRIL	Z001
Z001E0081	14.0088376893816	KRN	NAMRIL	Z001
Z001E0082	16.3213376893803	KRN	NAMRIL	Z001
Z001E0083	13.5040563513322	KRN	NAMRIL	Z001
Z001E0084	14.320301896265	KRN	NAMRIL	Z001
Z001E0085	12.6216491544259	KRN	NAMRIL	Z001
Z001E0086	16.3112284992143	KRN	NAMRIL	Z001
Z001E0087	14.764506297283	KRN	NAMRIL	Z001
Z001E0088	14.9167603983254	KRN	NAMRIL	Z001
Z001E0089	15.5969427849308	KRN	NAMRIL	Z001
Z001E0090	14.5809098664166	KRN	NAMRIL	Z001
Z001E0091	13.47879201157	KRN	NAMRIL	Z001
Z001E0092	13.812463037298	KRN	NAMRIL	Z001
Z001E0093	13.9372118282973	KRN	NAMRIL	Z001
Z001E0094	13.1808227071439	KRN	NAMRIL	Z001
Z001E0095	12.9787920115688	KRN	NAMRIL	Z001
Z001E0096	16.4787920115697	KRN	NAMRIL	Z001
Z001E0097	14.9841712385117	KRN	NAMRIL	Z001
Z001E0098	16.383837689386	KRN	NAMRIL	Z001
Z001E0099	14.1327025927085	KRN	NAMRIL	Z001
Z001E0100	15.1338376893819	KRN	NAMRIL	Z001
Z001E0101	14.1851851851846	KRN	NAMRIL	Z001
Z001E0102	14.1930777258554	KRN	NAMRIL	Z001
Z001E0103	12.3838376893804	KRN	NAMRIL	Z001
Z001E0104	15.0547792540956	KRN	NAMRIL	Z001
Z001E0105	16.0283402059215	KRN	NAMRIL	Z001
Z001E0106	16.6038784949642	KRN	NAMRIL	Z001
Z001E0107	14.0502205829962	KRN	NAMRIL	Z001
Z001E0108	14.335934868712	KRN	NAMRIL	Z001
Z001E0109	14.5502205829974	KRN	NAMRIL	Z001
Z001E0110	15.4285673658972	KRN	NAMRIL	Z001
Z001E0111	17.5255142135017	KRN	NAMRIL	Z001
Z001E0112	14.7453579178196	KRN	NAMRIL	Z001
Z001E0113	15.4255043556308	KRN	NAMRIL	Z001
Z001E0114	15.0088376893788	KRN	NAMRIL	Z001
Z001E0115	15.258837689383	KRN	NAMRIL	Z001
Z001E0116	15.1338376893784	KRN	NAMRIL	Z001
Z001E0117	14.6216491544277	KRN	NAMRIL	Z001
Z001E0118	14.6930777258528	KRN	NAMRIL	Z001
Z001E0119	15.8826570706419	KRN	NAMRIL	Z001
Z001E0120	14.0502205829979	KRN	NAMRIL	Z001
Z001E0121	14.8838376893807	KRN	NAMRIL	Z001
Z001E0122	14.9776479245464	KRN	NAMRIL	Z001
Z001E0123	14.0502205829992	KRN	NAMRIL	Z001
Z001E0124	15.1683713563578	KRN	NAMRIL	Z001
Z001E0125	14.3359348687124	KRN	NAMRIL	Z001
Z001E0126	18.2993692593721	KRN	NAMRIL	Z001
Z001E0127	16.4099070100752	KRN	NAMRIL	Z001
Z001E0128	15.1184386540768	KRN	NAMRIL	Z001
Z001E0129	12.7645062972845	KRN	NAMRIL	Z001
Z001E0130	14.9885750384578	KRN	NAMRIL	Z001
Z001E0131	14.764506297284	KRN	NAMRIL	Z001
Z001E0132	19.8846929786873	KRN	NAMRIL	Z001
Z001E0133	17.1216491544249	KRN	NAMRIL	Z001
Z001E0134	16.1930777258577	KRN	NAMRIL	Z001
Z001E0135	14.9787920115692	KRN	NAMRIL	Z001
Z001E0136	15.0502205830006	KRN	NAMRIL	Z001
Z001E0137	17.3359348687116	KRN	NAMRIL	Z001
Z001E0138	15.9073634401424	KRN	NAMRIL	Z001
Z001E0139	16.1216491544254	KRN	NAMRIL	Z001
Z001E0140	17.0765736767411	KRN	NAMRIL	Z001
Z001E0141	15.821337689385	KRN	NAMRIL	Z001
Z001E0142	14.5555998099401	KRN	NAMRIL	Z001
Z001E0143	13.0713376893819	KRN	NAMRIL	Z001
Z001E0144	13.8838376893795	KRN	NAMRIL	Z001
Z001E0145	13.8838376893823	KRN	NAMRIL	Z001
Z001E0146	15.0502205829971	KRN	NAMRIL	Z001
Z001E0147	17.1338376893803	KRN	NAMRIL	Z001
Z001E0148	15.0502205829976	KRN	NAMRIL	Z001
Z001E0149	17.9463376893796	KRN	NAMRIL	Z001
Z001E0150	15.0502205829987	KRN	NAMRIL	Z001
Z001E0151	14.4660359260432	KRN	NAMRIL	Z001
Z001E0152	13.6930777258548	KRN	NAMRIL	Z001
Z001E0153	13.0502205829961	KRN	NAMRIL	Z001
Z001E0154	13.9787920115705	KRN	NAMRIL	Z001
Z001E0155	14.5283402059197	KRN	NAMRIL	Z001
Z001E0156	14.7588376893827	KRN	NAMRIL	Z001
Z001E0157	16.6216491544266	KRN	NAMRIL	Z001
Z001E0158	12.1930777258559	KRN	NAMRIL	Z001
Z001E0159	13.9787920115692	KRN	NAMRIL	Z001
Z001E0160	13.9660359260428	KRN	NAMRIL	Z001
Z001E0161	15.6138099026053	KRN	NAMRIL	Z001
Z001E0162	13.4099070100728	KRN	NAMRIL	Z001
Z001E0163	14.1599070100743	KRN	NAMRIL	Z001
Z001E0164	12.7397999277875	KRN	NAMRIL	Z001
Z001E0165	14.7879104271881	KRN	NAMRIL	Z001
Z001E0166	13.2553911195278	KRN	NAMRIL	Z001
Z001E0167	16.6338376893825	KRN	NAMRIL	Z001
Z001E0168	14.1930777258572	KRN	NAMRIL	Z001
Z001E0169	14.1205050674037	KRN	NAMRIL	Z001
Z001E0170	17.1507724588626	KRN	NAMRIL	Z001
Z001E0171	17.6327025927087	KRN	NAMRIL	Z001
Z001E0172	16.7645062972844	KRN	NAMRIL	Z001
Z001E0173	13.9307675700458	KRN	NAMRIL	Z001
Z001E0174	17.9073634401393	KRN	NAMRIL	Z001
Z001E0175	15.5765736767403	KRN	NAMRIL	Z001
Z001E0176	16.1338376893805	KRN	NAMRIL	Z001
Z001E0177	17.5207296729595	KRN	NAMRIL	Z001
Z001E0178	14.1338376893816	KRN	NAMRIL	Z001
Z001E0179	16.3413140956557	KRN	NAMRIL	Z001
Z001E0180	16.88383768938	KRN	NAMRIL	Z001
Z001E0181	16.4787920115705	KRN	NAMRIL	Z001
Z001E0182	16.5138099026036	KRN	NAMRIL	Z001
Z001E0183	15.6327025927101	KRN	NAMRIL	Z001
Z001E0184	15.7588376893806	KRN	NAMRIL	Z001
Z001E0185	15.1573634401428	KRN	NAMRIL	Z001
Z001E0186	14.7588376893797	KRN	NAMRIL	Z001
Z001E0187	15.3213376893825	KRN	NAMRIL	Z001
Z001E0188	15.050220582996	KRN	NAMRIL	Z001
Z001E0189	14.5765736767392	KRN	NAMRIL	Z001
Z001E0190	15.5969427849299	KRN	NAMRIL	Z001
Z001E0191	14.7588376893806	KRN	NAMRIL	Z001
Z001E0192	15.6450532843289	KRN	NAMRIL	Z001
Z001E0193	15.4099070100754	KRN	NAMRIL	Z001
Z001E0194	13.8930720216046	KRN	NAMRIL	Z001
Z001E0195	13.8359348687137	KRN	NAMRIL	Z001
Z001E0196	14.7993692593754	KRN	NAMRIL	Z001
Z001E0197	16.0502205829994	KRN	NAMRIL	Z001
Z001E0198	13.946337689382	KRN	NAMRIL	Z001
Z001E0199	12.9373963396245	KRN	NAMRIL	Z001
Z001E0200	16.4099070100752	KRN	NAMRIL	Z001
Z001E0201	17.2129428232963	KRN	NAMRIL	Z001
Z001E0202	13.3381973995131	KRN	NAMRIL	Z001
Z001E0262	13.1815028454674	KRN	NAMRIL	Z001
Z001E0274	13.1815028454677	KRN	NAMRIL	Z001
Z001E0279	12.1815028454693	KRN	NAMRIL	Z001
Z002E0001	13.6805839334956	KRN	NAMRIL	Z002
Z002E0002	14.3838376893803	KRN	NAMRIL	Z002
Z002E0003	12.3350380235007	KRN	NAMRIL	Z002
Z002E0004	14.050220582999	KRN	NAMRIL	Z002
Z002E0005	15.6216491544252	KRN	NAMRIL	Z002
Z002E0006	12.2289176965648	KRN	NAMRIL	Z002
Z002E0007	12.5088376893812	KRN	NAMRIL	Z002
Z002E0008	14.883837689383	KRN	NAMRIL	Z002
Z002E0009	12.4903334960049	KRN	NAMRIL	Z002
Z002E0010	15.799369259376	KRN	NAMRIL	Z002
Z002E0011	13.7645062972855	KRN	NAMRIL	Z002
Z002E0012	13.6163608923711	KRN	NAMRIL	Z002
Z002E0013	14.9824090386449	KRN	NAMRIL	Z002
Z002E0014	13.758837689381	KRN	NAMRIL	Z002
Z002E0015	14.7879104271889	KRN	NAMRIL	Z002
Z002E0016	11.6327025927091	KRN	NAMRIL	Z002
Z002E0017	14.6984569527973	KRN	NAMRIL	Z002
Z002E0018	10.977647924547	KRN	NAMRIL	Z002
Z002E0019	16.4062193531155	KRN	NAMRIL	Z002
Z002E0020	13.5875367946228	KRN	NAMRIL	Z002
Z002E0021	13.3138099026045	KRN	NAMRIL	Z002
Z002E0022	13.3827025927094	KRN	NAMRIL	Z002
Z002E0023	14.6610662627384	KRN	NAMRIL	Z002
Z002E0024	14.1950068725872	KRN	NAMRIL	Z002
Z002E0025	13.6216491544267	KRN	NAMRIL	Z002
Z002E0026	13.6310461126135	KRN	NAMRIL	Z002
Z002E0027	13.5969427849289	KRN	NAMRIL	Z002
Z002E0028	15.0021961414756	KRN	NAMRIL	Z002
Z002E0029	16.3838376893839	KRN	NAMRIL	Z002
Z002E0030	17.47879201157	KRN	NAMRIL	Z002
Z002E0031	12.696337689381	KRN	NAMRIL	Z002
Z002E0032	15.7229425421553	KRN	NAMRIL	Z002
Z002E0033	15.3838376893827	KRN	NAMRIL	Z002
Z002E0034	15.5021961414727	KRN	NAMRIL	Z002
Z002E0035	12.2588376893825	KRN	NAMRIL	Z002
Z002E0036	13.8826570706439	KRN	NAMRIL	Z002
Z002E0037	13.0502205829975	KRN	NAMRIL	Z002
Z002E0038	15.1450532843309	KRN	NAMRIL	Z002
Z002E0039	10.8285673658974	KRN	NAMRIL	Z002
Z002E0040	14.9463376893811	KRN	NAMRIL	Z002
Z002E0041	14.113809902604	KRN	NAMRIL	Z002
Z002E0042	14.883837689382	KRN	NAMRIL	Z002
Z002E0043	14.8468866668849	KRN	NAMRIL	Z002
Z002E0044	16.8347907816897	KRN	NAMRIL	Z002
Z002E0045	14.7229425421572	KRN	NAMRIL	Z002
Z002E0046	16.8838376893779	KRN	NAMRIL	Z002
Z002E0047	13.0736247129024	KRN	NAMRIL	Z002
Z002E0048	17.5502205829978	KRN	NAMRIL	Z002
Z002E0049	14.7645062972826	KRN	NAMRIL	Z002
Z002E0050	18.4787920115691	KRN	NAMRIL	Z002
Z002E0051	15.7164818557585	KRN	NAMRIL	Z002
Z002E0052	14.8726366571351	KRN	NAMRIL	Z002
Z002E0053	17.9138099025975	KRN	NAMRIL	Z002
Z002E0054	13.4769990439264	KRN	NAMRIL	Z002
Z002E0055	15.3359348687134	KRN	NAMRIL	Z002
Z002E0056	16.0736247129004	KRN	NAMRIL	Z002
Z002E0057	17.3616735392555	KRN	NAMRIL	Z002
Z002E0058	13.2925475655186	KRN	NAMRIL	Z002
Z002E0059	19.6327025927093	KRN	NAMRIL	Z002
Z002E0060	11.7447226469285	KRN	NAMRIL	Z002
Z002E0061	16.3827025927101	KRN	NAMRIL	Z002
Z002E0062	12.8838376893819	KRN	NAMRIL	Z002
Z002E0063	16.9073634401421	KRN	NAMRIL	Z002
Z002E0064	16.283027559035	KRN	NAMRIL	Z002
Z002E0065	16.7739032554676	KRN	NAMRIL	Z002
Z002E0066	16.4660359260406	KRN	NAMRIL	Z002
Z002E0067	13.8653334960046	KRN	NAMRIL	Z002
Z002E0068	12.9073634401412	KRN	NAMRIL	Z002
Z002E0069	15.255391119527	KRN	NAMRIL	Z002
Z002E0070	14.9285673658968	KRN	NAMRIL	Z002
Z002E0071	14.1436657105919	KRN	NAMRIL	Z002
Z002E0072	13.3359348687126	KRN	NAMRIL	Z002
Z002E0073	12.1338376893812	KRN	NAMRIL	Z002
Z002E0074	14.2164818557602	KRN	NAMRIL	Z002
Z002E0075	13.4138099026041	KRN	NAMRIL	Z002
Z002E0076	17.3838376893797	KRN	NAMRIL	Z002
Z002E0077	12.4167603983272	KRN	NAMRIL	Z002
Z002E0078	15.478917696564	KRN	NAMRIL	Z002
Z002E0079	16.1216491544259	KRN	NAMRIL	Z002
Z002E0080	16.7645062972802	KRN	NAMRIL	Z002
Z002E0081	17.1930777258531	KRN	NAMRIL	Z002
Z002E0082	13.9787920115708	KRN	NAMRIL	Z002
Z002E0083	12.0502205829983	KRN	NAMRIL	Z002
Z002E0084	15.7160359260429	KRN	NAMRIL	Z002
Z002E0085	12.6216491544261	KRN	NAMRIL	Z002
Z002E0086	16.4787920115666	KRN	NAMRIL	Z002
Z002E0087	11.90736344014	KRN	NAMRIL	Z002
Z002E0088	15.6338376893823	KRN	NAMRIL	Z002
Z002E0089	16.2164818557594	KRN	NAMRIL	Z002
Z002E0090	14.9073634401439	KRN	NAMRIL	Z002
Z002E0091	13.2588376893808	KRN	NAMRIL	Z002
Z002E0092	14.131046112613	KRN	NAMRIL	Z002
Z002E0093	14.0736247128997	KRN	NAMRIL	Z002
Z002E0094	15.1450532843329	KRN	NAMRIL	Z002
Z002E0095	13.3213376893814	KRN	NAMRIL	Z002
Z002E0096	13.8838376893812	KRN	NAMRIL	Z002
Z002E0097	15.9612126667365	KRN	NAMRIL	Z002
Z002E0098	14.1873963396255	KRN	NAMRIL	Z002
Z002E0099	15.4493626044165	KRN	NAMRIL	Z002
Z002E0100	14.216035926043	KRN	NAMRIL	Z002
Z002E0101	15.3213376893817	KRN	NAMRIL	Z002
Z002E0102	13.6450532843311	KRN	NAMRIL	Z002
Z002E0103	13.5205451616294	KRN	NAMRIL	Z002
Z002E0104	14.0502205829982	KRN	NAMRIL	Z002
Z002E0105	14.6873963396248	KRN	NAMRIL	Z002
Z002E0106	14.9200804826701	KRN	NAMRIL	Z002
Z002E0107	13.764506297284	KRN	NAMRIL	Z002
Z002E0108	16.5316927908421	KRN	NAMRIL	Z002
Z002E0109	13.3936657105925	KRN	NAMRIL	Z002
Z002E0110	14.0493692593756	KRN	NAMRIL	Z002
Z002E0111	14.049369259376	KRN	NAMRIL	Z002
Z002E0112	13.6310461126131	KRN	NAMRIL	Z002
Z002E0113	15.6963376893817	KRN	NAMRIL	Z002
Z002E0114	16.0502205829988	KRN	NAMRIL	Z002
Z002E0115	14.977647924544	KRN	NAMRIL	Z002
Z002E0116	13.7226924820765	KRN	NAMRIL	Z002
Z002E0117	16.002196141474	KRN	NAMRIL	Z002
Z002E0118	16.2698855242281	KRN	NAMRIL	Z002
Z002E0119	14.2229425421571	KRN	NAMRIL	Z002
Z002E0120	14.2993692593757	KRN	NAMRIL	Z002
Z002E0121	18.0088376893849	KRN	NAMRIL	Z002
Z002E0122	15.6216491544254	KRN	NAMRIL	Z002
Z002E0123	13.3808227071419	KRN	NAMRIL	Z002
Z002E0124	12.4073634401402	KRN	NAMRIL	Z002
Z002E0125	17.6338376893813	KRN	NAMRIL	Z002
Z002E0126	14.3267719901456	KRN	NAMRIL	Z002
Z002E0127	14.6872118282944	KRN	NAMRIL	Z002
Z002E0128	15.0713376893825	KRN	NAMRIL	Z002
Z002E0129	17.5713376893799	KRN	NAMRIL	Z002
Z002E0130	15.0425902772769	KRN	NAMRIL	Z002
Z002E0131	14.383837689382	KRN	NAMRIL	Z002
Z002E0132	16.883837689384	KRN	NAMRIL	Z002
Z002E0133	14.550220582999	KRN	NAMRIL	Z002
Z002E0134	12.2588376893816	KRN	NAMRIL	Z002
Z002E0135	15.2588376893809	KRN	NAMRIL	Z002
Z002E0136	14.2216042445961	KRN	NAMRIL	Z002
Z002E0137	14.4660359260422	KRN	NAMRIL	Z002
Z002E0138	17.2164818557556	KRN	NAMRIL	Z002
Z002E0139	13.9127426670831	KRN	NAMRIL	Z002
Z002E0140	14.2024746840436	KRN	NAMRIL	Z002
Z002E0141	17.407363440142	KRN	NAMRIL	Z002
Z002E0142	16.2645062972856	KRN	NAMRIL	Z002
Z002E0143	19.4660359260432	KRN	NAMRIL	Z002
Z002E0144	13.3359348687117	KRN	NAMRIL	Z002
Z002E0145	12.8827025927088	KRN	NAMRIL	Z002
Z002E0146	17.2160359260406	KRN	NAMRIL	Z002
Z002E0147	15.6338376893842	KRN	NAMRIL	Z002
Z002E0148	11.47879201157	KRN	NAMRIL	Z002
Z002E0149	15.3838376893814	KRN	NAMRIL	Z002
Z002E0150	20.8905750384564	KRN	NAMRIL	Z002
Z002E0151	12.5969427849295	KRN	NAMRIL	Z002
Z002E0152	14.5416132491606	KRN	NAMRIL	Z002
Z002E0153	18.8539176965658	KRN	NAMRIL	Z002
Z002E0154	13.7588376893815	KRN	NAMRIL	Z002
Z002E0155	16.2160359260427	KRN	NAMRIL	Z002
Z002E0156	14.6601053221107	KRN	NAMRIL	Z002
Z002E0157	15.0088376893816	KRN	NAMRIL	Z002
Z002E0158	15.7024746840435	KRN	NAMRIL	Z002
Z002E0159	13.1786892190724	KRN	NAMRIL	Z002
Z002E0160	16.7879104271897	KRN	NAMRIL	Z002
Z002E0161	15.513809902604	KRN	NAMRIL	Z002
Z002E0162	14.8285673659015	KRN	NAMRIL	Z002
Z002E0163	14.1111111098955	KRN	NAMRIL	Z002
Z002E0164	16.7645062972889	KRN	NAMRIL	Z002
Z002E0165	15.1950068725834	KRN	NAMRIL	Z002
Z002E0166	13.9033325017497	KRN	NAMRIL	Z002
Z002E0167	13.966035926042	KRN	NAMRIL	Z002
Z002E0168	15.9229425421552	KRN	NAMRIL	Z002
Z002E0169	15.783027559035	KRN	NAMRIL	Z002
Z002E0170	17.4062193531178	KRN	NAMRIL	Z002
Z002E0171	16.2024746840417	KRN	NAMRIL	Z002
Z002E0172	14.7879104271885	KRN	NAMRIL	Z002
Z002E0173	14.8813678245158	KRN	NAMRIL	Z002
Z002E0174	16.2432403434063	KRN	NAMRIL	Z002
Z002E0175	13.7017719864954	KRN	NAMRIL	Z002
Z002E0176	11.8838376893818	KRN	NAMRIL	Z002
Z002E0177	15.555599809941	KRN	NAMRIL	Z002
Z002E0178	17.0713376893828	KRN	NAMRIL	Z002
Z002E0179	15.4099070100728	KRN	NAMRIL	Z002
Z002E0180	16.0088376893797	KRN	NAMRIL	Z002
Z002E0181	15.4787920115694	KRN	NAMRIL	Z002
Z002E0182	17.7211189940916	KRN	NAMRIL	Z002
Z002E0183	12.9073634401417	KRN	NAMRIL	Z002
Z002E0184	15.1338376893818	KRN	NAMRIL	Z002
Z002E0185	18.5229425421605	KRN	NAMRIL	Z002
Z002E0186	13.6216491544268	KRN	NAMRIL	Z002
Z002E0187	15.2745432772478	KRN	NAMRIL	Z002
Z002E0188	13.4660359260424	KRN	NAMRIL	Z002
Z002E0189	20.5480344911805	KRN	NAMRIL	Z002
Z002E0190	14.7160359260414	KRN	NAMRIL	Z002
Z002E0191	17.8838376893832	KRN	NAMRIL	Z002
Z002E0192	14.0596175411843	KRN	NAMRIL	Z002
Z002E0193	17.3753519738965	KRN	NAMRIL	Z002
Z002E0194	15.7588376893825	KRN	NAMRIL	Z002
Z002E0195	15.5138099026027	KRN	NAMRIL	Z002
Z002E0196	14.621649154427	KRN	NAMRIL	Z002
Z002E0197	13.868438654076	KRN	NAMRIL	Z002
Z002E0198	18.1338376893769	KRN	NAMRIL	Z002
Z002E0199	14.9073634401422	KRN	NAMRIL	Z002
Z002E0200	13.4167603983265	KRN	NAMRIL	Z002
Z002E0201	17.3251037156312	KRN	NAMRIL	Z002
Z002E0202	13.6955429768802	KRN	NAMRIL	Z002
Z002E0207	11.181502845471	KRN	NAMRIL	Z002
Z002E0217	12.18150284547	KRN	NAMRIL	Z002
Z002E0271	19.1815028454691	KRN	NAMRIL	Z002
Z003E0001	15.4470973493881	KRN	NAMRIL	Z003
Z003E0002	13.073624712903	KRN	NAMRIL	Z003
Z003E0003	13.9660359260431	KRN	NAMRIL	Z003
Z003E0004	14.7645062972839	KRN	NAMRIL	Z003
Z003E0005	15.132702592708	KRN	NAMRIL	Z003
Z003E0006	12.5393033238025	KRN	NAMRIL	Z003
Z003E0007	16.8941998622016	KRN	NAMRIL	Z003
Z003E0008	12.4509178350912	KRN	NAMRIL	Z003
Z003E0009	14.1116735392516	KRN	NAMRIL	Z003
Z003E0010	13.6873147008047	KRN	NAMRIL	Z003
Z003E0011	13.3200804826699	KRN	NAMRIL	Z003
Z003E0012	16.5021961414736	KRN	NAMRIL	Z003
Z003E0013	12.5756611975924	KRN	NAMRIL	Z003
Z003E0014	14.8593389986176	KRN	NAMRIL	Z003
Z003E0015	11.8838376893815	KRN	NAMRIL	Z003
Z003E0016	13.3833245157986	KRN	NAMRIL	Z003
Z003E0017	12.5283402059182	KRN	NAMRIL	Z003
Z003E0018	13.7739032554692	KRN	NAMRIL	Z003
Z003E0019	13.3616735392529	KRN	NAMRIL	Z003
Z003E0020	15.6310461126147	KRN	NAMRIL	Z003
Z003E0021	13.365333496004	KRN	NAMRIL	Z003
Z003E0022	16.5375955185396	KRN	NAMRIL	Z003
Z003E0023	11.9360982836186	KRN	NAMRIL	Z003
Z003E0024	12.9723116908067	KRN	NAMRIL	Z003
Z003E0025	13.6116735392534	KRN	NAMRIL	Z003
Z003E0026	12.5126932929358	KRN	NAMRIL	Z003
Z003E0027	11.6039176965634	KRN	NAMRIL	Z003
Z003E0028	13.6229425421552	KRN	NAMRIL	Z003
Z003E0029	15.4280489393245	KRN	NAMRIL	Z003
Z003E0030	12.7403334960045	KRN	NAMRIL	Z003
Z003E0031	14.2799920682654	KRN	NAMRIL	Z003
Z003E0032	14.1360982836181	KRN	NAMRIL	Z003
Z003E0033	13.4787920115693	KRN	NAMRIL	Z003
Z003E0034	17.2808227071441	KRN	NAMRIL	Z003
Z003E0035	12.9033325017515	KRN	NAMRIL	Z003
Z003E0036	15.1950068725863	KRN	NAMRIL	Z003
Z003E0037	14.984171238511	KRN	NAMRIL	Z003
Z003E0038	15.0685670525043	KRN	NAMRIL	Z003
Z003E0039	11.8889783574736	KRN	NAMRIL	Z003
Z003E0040	12.7360982836164	KRN	NAMRIL	Z003
Z003E0041	13.1039176965641	KRN	NAMRIL	Z003
Z003E0042	13.922942542158	KRN	NAMRIL	Z003
Z003E0043	15.0291379697621	KRN	NAMRIL	Z003
Z003E0044	14.4376837022363	KRN	NAMRIL	Z003
Z003E0045	15.0596175411837	KRN	NAMRIL	Z003
Z003E0046	14.1950068725861	KRN	NAMRIL	Z003
Z003E0047	17.2138099026039	KRN	NAMRIL	Z003
Z003E0048	15.0556450241416	KRN	NAMRIL	Z003
Z003E0049	12.5968866668884	KRN	NAMRIL	Z003
Z003E0050	15.1984569527964	KRN	NAMRIL	Z003
Z003E0051	14.2160359260449	KRN	NAMRIL	Z003
Z003E0052	15.7555426363648	KRN	NAMRIL	Z003
Z003E0053	14.2033325017524	KRN	NAMRIL	Z003
Z003E0054	14.4622003176857	KRN	NAMRIL	Z003
Z003E0055	13.2285673658986	KRN	NAMRIL	Z003
Z003E0056	15.111673539251	KRN	NAMRIL	Z003
Z003E0057	12.5556450241442	KRN	NAMRIL	Z003
Z003E0058	12.5359291644621	KRN	NAMRIL	Z003
