Genotype	CW	Fix	pop$	FID$
Z008E0111	11.7434190862887	1	NAMRIL	Z008
Z008E0112	17.0322142767269	1	NAMRIL	Z008
Z008E0113	7.25239113735996	1	NAMRIL	Z008
Z008E0114	11.3947603540817	1	NAMRIL	Z008
Z008E0115	13.9578293726891	1	NAMRIL	Z008
Z008E0116	16.545954372689	1	NAMRIL	Z008
Z008E0117	15.6997568028565	1	NAMRIL	Z008
Z008E0118	13.0785605584448	1	NAMRIL	Z008
Z008E0119	12.3110737805111	1	NAMRIL	Z008
Z008E0120	18.2669248521221	1	NAMRIL	Z008
Z008E0121	17.2400714195844	1	NAMRIL	Z008
Z008E0122	14.5608969031933	1	NAMRIL	Z008
Z008E0123	17.0972331194432	1	NAMRIL	Z008
Z008E0124	8.43359151878997	1	NAMRIL	Z008
Z008E0125	11.2960312390262	1	NAMRIL	Z008
Z008E0126	19.6112417378168	1	NAMRIL	Z008
Z008E0127	10.2789024588955	1	NAMRIL	Z008
Z008E0128	11.6366668043795	1	NAMRIL	Z008
Z008E0129	12.0330688383671	1	NAMRIL	Z008
Z008E0130	18.1648062461191	1	NAMRIL	Z008
Z008E0131	14.8109100524722	1	NAMRIL	Z008
Z008E0132	12.2581148321015	1	NAMRIL	Z008
Z008E0133	10.6972142767265	1	NAMRIL	Z008
Z008E0134	17.486939194216	1	NAMRIL	Z008
Z008E0135	13.5450635698601	1	NAMRIL	Z008
Z008E0136	15.2178293726909	1	NAMRIL	Z008
Z008E0137	13.9633517502086	1	NAMRIL	Z008
Z008E0138	20.543331782656	1	NAMRIL	Z008
Z008E0139	20.5328215281411	1	NAMRIL	Z008
Z008E0140	13.4312676417732	1	NAMRIL	Z008
Z008E0141	10.436651851923	1	NAMRIL	Z008
Z008E0142	16.3889309233689	1	NAMRIL	Z008
Z008E0143	11.6289084828036	1	NAMRIL	Z008
Z008E0144	10.411883354036	1	NAMRIL	Z008
Z008E0145	19.1182166376557	1	NAMRIL	Z008
Z008E0146	15.9858969031913	1	NAMRIL	Z008
Z008E0147	14.6518456612464	1	NAMRIL	Z008
Z008E0148	9.98524769108056	1	NAMRIL	Z008
Z008E0149	13.9518938917779	1	NAMRIL	Z008
Z008E0150	12.8948828136627	1	NAMRIL	Z008
Z008E0151	15.2281064387713	1	NAMRIL	Z008
Z008E0152	10.8914381241183	1	NAMRIL	Z008
Z008E0153	10.2514101695508	1	NAMRIL	Z008
Z008E0154	11.2072142767231	1	NAMRIL	Z008
Z008E0155	10.6177808844696	1	NAMRIL	Z008
Z008E0156	13.5290549227335	1	NAMRIL	Z008
Z008E0157	12.8803293726878	1	NAMRIL	Z008
Z008E0158	14.9036428481573	1	NAMRIL	Z008
Z008E0159	13.8143571338691	1	NAMRIL	Z008
Z008E0160	13.2353293726897	1	NAMRIL	Z008
Z008E0161	10.2973545526559	1	NAMRIL	Z008
Z008E0162	15.8145434035292	1	NAMRIL	Z008
Z008E0163	9.53107919996245	1	NAMRIL	Z008
Z008E0164	12.460896903192	1	NAMRIL	Z008
Z008E0165	20.3984543726869	1	NAMRIL	Z008
Z008E0166	13.8955572889222	1	NAMRIL	Z008
Z008E0167	13.4853594947983	1	NAMRIL	Z008
Z008E0168	13.3545652388425	1	NAMRIL	Z008
Z008E0169	12.6859259812249	1	NAMRIL	Z008
Z008E0170	18.1011889255132	1	NAMRIL	Z008
Z008E0171	12.6086142177991	1	NAMRIL	Z008
Z008E0172	13.7182166376566	1	NAMRIL	Z008
Z008E0173	17.968071255471	1	NAMRIL	Z008
Z008E0174	15.1737289508288	1	NAMRIL	Z008
Z008E0175	12.8630688383706	1	NAMRIL	Z008
Z008E0176	12.7575635698594	1	NAMRIL	Z008
Z008E0177	13.6788659574939	1	NAMRIL	Z008
Z008E0178	11.552024786109	1	NAMRIL	Z008
Z008E0179	14.39532937269	1	NAMRIL	Z008
Z008E0180	25.2553293726914	1	NAMRIL	Z008
Z008E0181	11.691752419622	1	NAMRIL	Z008
Z008E0182	12.1940793726896	1	NAMRIL	Z008
Z008E0183	13.7331101852549	1	NAMRIL	Z008
Z008E0184	11.1840793726905	1	NAMRIL	Z008
Z008E0185	11.2453293726872	1	NAMRIL	Z008
Z008E0186	13.6603293726903	1	NAMRIL	Z008
Z008E0187	17.4628293726893	1	NAMRIL	Z008
Z008E0188	12.0022142767277	1	NAMRIL	Z008
Z008E0189	7.74964520908541	1	NAMRIL	Z008
Z008E0190	16.4897043726904	1	NAMRIL	Z008
Z008E0191	14.4836627064412	1	NAMRIL	Z008
Z008E0192	9.43282937268924	1	NAMRIL	Z008
Z008E0193	20.3320670011543	1	NAMRIL	Z008
Z008E0194	11.7839309233701	1	NAMRIL	Z008
Z008E0195	12.0672043726898	1	NAMRIL	Z008
Z008E0196	16.5159190862881	1	NAMRIL	Z008
Z008E0197	12.3410605584431	1	NAMRIL	Z008
Z008E0198	8.45021169551132	1	NAMRIL	Z008
Z008E0199	16.4539309233709	1	NAMRIL	Z008
Z008E0200	9.40095437269012	1	NAMRIL	Z008
Z008E0201	21.9244340801914	1	NAMRIL	Z008
Z008E0202	12.491006742567	1	NAMRIL	Z008
Z008E0253	14.7543125029232	1	NAMRIL	Z008
Z008E0261	7.25431250292005	1	NAMRIL	Z008
Z009E0001	18.262171670108	1	NAMRIL	Z009
Z009E0002	17.0290793726878	1	NAMRIL	Z009
Z009E0003	24.0732166376552	1	NAMRIL	Z009
Z009E0004	22.9975023519428	1	NAMRIL	Z009
Z009E0005	20.2932781300471	1	NAMRIL	Z009
Z009E0006	23.9233317826554	1	NAMRIL	Z009
Z009E0007	26.3958969031947	1	NAMRIL	Z009
Z009E0008	19.6124473219611	1	NAMRIL	Z009
Z009E0009	16.8353594947978	1	NAMRIL	Z009
Z009E0010	23.3657857052995	1	NAMRIL	Z009
Z009E0011	26.0213673267781	1	NAMRIL	Z009
Z009E0012	16.7372417378222	1	NAMRIL	Z009
Z009E0013	14.1117880662281	1	NAMRIL	Z009
Z009E0014	18.3522043726888	1	NAMRIL	Z009
Z009E0015	18.034440660967	1	NAMRIL	Z009
Z009E0016	15.2642302365246	1	NAMRIL	Z009
Z009E0017	16.0834543726896	1	NAMRIL	Z009
Z009E0018	14.0236142177957	1	NAMRIL	Z009
Z009E0019	19.4953594947976	1	NAMRIL	Z009
Z009E0020	15.4343571338695	1	NAMRIL	Z009
Z009E0021	16.1927272251094	1	NAMRIL	Z009
Z009E0022	19.4835915187839	1	NAMRIL	Z009
Z009E0023	16.2139309233702	1	NAMRIL	Z009
Z009E0024	21.68841744669	1	NAMRIL	Z009
Z009E0025	17.0556290900935	1	NAMRIL	Z009
Z009E0026	15.2960737805137	1	NAMRIL	Z009
Z009E0027	17.9759543726906	1	NAMRIL	Z009
Z009E0028	17.5509719749589	1	NAMRIL	Z009
Z009E0029	21.9075023519395	1	NAMRIL	Z009
Z009E0030	19.17097197496	1	NAMRIL	Z009
Z009E0031	16.5079539344448	1	NAMRIL	Z009
Z009E0032	13.6466862606728	1	NAMRIL	Z009
Z009E0033	19.7688456612444	1	NAMRIL	Z009
Z009E0034	15.8878293726891	1	NAMRIL	Z009
Z009E0035	19.4383969031892	1	NAMRIL	Z009
Z009E0036	23.183591518786	1	NAMRIL	Z009
Z009E0037	20.8852808844641	1	NAMRIL	Z009
Z009E0038	13.4567880662259	1	NAMRIL	Z009
Z009E0039	21.2961412107488	1	NAMRIL	Z009
Z009E0040	17.789851879016	1	NAMRIL	Z009
Z009E0041	16.8332166376552	1	NAMRIL	Z009
Z009E0042	12.5112137832482	1	NAMRIL	Z009
Z009E0043	18.073930923371	1	NAMRIL	Z009
Z009E0044	19.8260737805117	1	NAMRIL	Z009
Z009E0045	24.5824005463847	1	NAMRIL	Z009
Z009E0046	14.4447603540839	1	NAMRIL	Z009
Z009E0047	13.498614217797	1	NAMRIL	Z009
Z009E0048	19.9086428481544	1	NAMRIL	Z009
Z009E0049	24.1924789508274	1	NAMRIL	Z009
Z009E0050	13.4189309233702	1	NAMRIL	Z009
Z009E0051	23.0370685185898	1	NAMRIL	Z009
Z009E0052	15.7040660359214	1	NAMRIL	Z009
Z009E0053	22.4652808844594	1	NAMRIL	Z009
Z009E0054	19.8524447967125	1	NAMRIL	Z009
Z009E0055	15.017485185257	1	NAMRIL	Z009
Z009E0056	24.1172043726882	1	NAMRIL	Z009
Z009E0057	14.8272043726887	1	NAMRIL	Z009
Z009E0058	14.4760605584429	1	NAMRIL	Z009
Z009E0059	13.656947551131	1	NAMRIL	Z009
Z009E0060	15.3430294084356	1	NAMRIL	Z009
Z009E0061	17.7259259812262	1	NAMRIL	Z009
Z009E0062	16.9860171696847	1	NAMRIL	Z009
Z009E0063	19.2233185185888	1	NAMRIL	Z009
Z009E0064	10.6317880662271	1	NAMRIL	Z009
Z009E0065	16.1397043726901	1	NAMRIL	Z009
Z009E0066	21.6615793726874	1	NAMRIL	Z009
Z009E0067	20.2469100524704	1	NAMRIL	Z009
Z009E0068	19.2903594947981	1	NAMRIL	Z009
Z009E0069	18.5038291178183	1	NAMRIL	Z009
Z009E0070	13.4046452090839	1	NAMRIL	Z009
Z009E0071	15.6167880662272	1	NAMRIL	Z009
Z009E0072	17.258591518788	1	NAMRIL	Z009
Z009E0073	15.9722955963449	1	NAMRIL	Z009
Z009E0074	12.5485605584437	1	NAMRIL	Z009
Z009E0075	17.0452576892456	1	NAMRIL	Z009
Z009E0076	18.8828293726887	1	NAMRIL	Z009
Z009E0077	16.7841435911847	1	NAMRIL	Z009
Z009E0078	15.5095652388407	1	NAMRIL	Z009
Z009E0079	15.5802382329506	1	NAMRIL	Z009
Z009E0080	11.0895434035288	1	NAMRIL	Z009
Z009E0081	19.1140460683704	1	NAMRIL	Z009
Z009E0082	14.9350529652619	1	NAMRIL	Z009
Z009E0083	11.1355953163338	1	NAMRIL	Z009
Z009E0084	20.4975023519411	1	NAMRIL	Z009
Z009E0085	12.1903594947978	1	NAMRIL	Z009
Z009E0086	16.3677031334704	1	NAMRIL	Z009
Z009E0087	14.08345437269	1	NAMRIL	Z009
Z009E0088	11.7959543726904	1	NAMRIL	Z009
Z009E0089	14.0022043726889	1	NAMRIL	Z009
Z009E0090	15.4522043726894	1	NAMRIL	Z009
Z009E0091	11.5867880662265	1	NAMRIL	Z009
Z009E0092	18.2760605584424	1	NAMRIL	Z009
Z009E0093	12.5422006601107	1	NAMRIL	Z009
Z009E0094	11.8792302365265	1	NAMRIL	Z009
Z009E0095	14.1618717576088	1	NAMRIL	Z009
Z009E0096	13.6403594947996	1	NAMRIL	Z009
Z009E0097	11.4897043726905	1	NAMRIL	Z009
Z009E0098	14.1177272251093	1	NAMRIL	Z009
Z009E0099	16.4332166376564	1	NAMRIL	Z009
Z009E0100	10.8157857052998	1	NAMRIL	Z009
Z009E0101	17.4987831240805	1	NAMRIL	Z009
Z009E0102	20.1711142177979	1	NAMRIL	Z009
Z009E0103	13.8682873707138	1	NAMRIL	Z009
Z009E0104	18.627204372689	1	NAMRIL	Z009
Z009E0105	18.2490793726892	1	NAMRIL	Z009
Z009E0106	12.9586928276553	1	NAMRIL	Z009
Z009E0107	17.3022043726879	1	NAMRIL	Z009
Z009E0108	16.0509100524695	1	NAMRIL	Z009
Z009E0109	15.8585915187896	1	NAMRIL	Z009
Z009E0110	16.325106438771	1	NAMRIL	Z009
Z009E0111	15.2236142177991	1	NAMRIL	Z009
Z009E0112	10.8374005463884	1	NAMRIL	Z009
Z009E0113	15.6084543726899	1	NAMRIL	Z009
Z009E0114	11.9784357607503	1	NAMRIL	Z009
Z009E0115	15.2397043726888	1	NAMRIL	Z009
Z009E0116	17.4747043726891	1	NAMRIL	Z009
Z009E0117	9.79595437268749	1	NAMRIL	Z009
Z009E0118	16.9959543726895	1	NAMRIL	Z009
Z009E0119	16.0184543726894	1	NAMRIL	Z009
Z009E0120	19.0466862606735	1	NAMRIL	Z009
Z009E0121	17.050910052471	1	NAMRIL	Z009
Z009E0122	9.59452394723695	1	NAMRIL	Z009
Z009E0123	12.97782937269	1	NAMRIL	Z009
Z009E0124	17.8086142177971	1	NAMRIL	Z009
Z009E0125	13.2258153543465	1	NAMRIL	Z009
Z009E0126	10.3181148321028	1	NAMRIL	Z009
Z009E0127	12.5657857052978	1	NAMRIL	Z009
Z009E0128	11.6324005463866	1	NAMRIL	Z009
Z009E0129	16.9832166376574	1	NAMRIL	Z009
Z009E0130	12.9446452090857	1	NAMRIL	Z009
Z009E0131	16.080896903193	1	NAMRIL	Z009
Z009E0132	17.2334543726907	1	NAMRIL	Z009
Z009E0133	15.5072597987895	1	NAMRIL	Z009
Z009E0134	19.0709543726908	1	NAMRIL	Z009
Z009E0135	19.6102116955131	1	NAMRIL	Z009
Z009E0136	16.5675925925901	1	NAMRIL	Z009
Z009E0137	17.653872566908	1	NAMRIL	Z009
Z009E0138	20.1617880662261	1	NAMRIL	Z009
Z009E0139	15.7028615609434	1	NAMRIL	Z009
Z009E0140	21.0953293726895	1	NAMRIL	Z009
Z009E0141	13.8159719749577	1	NAMRIL	Z009
Z009E0142	16.7397043726901	1	NAMRIL	Z009
Z009E0143	16.1317711053969	1	NAMRIL	Z009
Z009E0144	23.8677272251081	1	NAMRIL	Z009
Z009E0145	14.6274074074052	1	NAMRIL	Z009
Z009E0146	20.9532166376549	1	NAMRIL	Z009
Z009E0147	19.9117880662267	1	NAMRIL	Z009
Z009E0148	18.6713673267775	1	NAMRIL	Z009
Z009E0149	23.2932606464975	1	NAMRIL	Z009
Z009E0150	15.6977202979036	1	NAMRIL	Z009
Z009E0151	28.7967880662253	1	NAMRIL	Z009
Z009E0152	24.3132166376584	1	NAMRIL	Z009
Z009E0153	16.5000896556582	1	NAMRIL	Z009
Z009E0154	18.3975023519406	1	NAMRIL	Z009
Z009E0155	18.6131929116141	1	NAMRIL	Z009
Z009E0156	17.4344974097958	1	NAMRIL	Z009
Z009E0157	20.4828293726896	1	NAMRIL	Z009
Z009E0158	18.2988828136581	1	NAMRIL	Z009
Z009E0159	20.7722043726903	1	NAMRIL	Z009
Z009E0160	25.3729285624437	1	NAMRIL	Z009
Z009E0161	29.3805339934395	1	NAMRIL	Z009
Z009E0162	17.3110737805125	1	NAMRIL	Z009
Z009E0163	22.8997043726914	1	NAMRIL	Z009
Z009E0164	13.8117880662287	1	NAMRIL	Z009
Z009E0165	20.2834543726907	1	NAMRIL	Z009
Z009E0166	15.6760737805138	1	NAMRIL	Z009
Z009E0167	16.3387351852572	1	NAMRIL	Z009
Z009E0168	20.2078293726882	1	NAMRIL	Z009
Z009E0169	18.0348148148121	1	NAMRIL	Z009
Z009E0170	17.3500635698602	1	NAMRIL	Z009
Z009E0171	12.1484543726867	1	NAMRIL	Z009
Z009E0172	22.7530339934462	1	NAMRIL	Z009
Z009E0173	13.9516518519251	1	NAMRIL	Z009
Z009E0174	18.8609543726888	1	NAMRIL	Z009
Z009E0175	15.956788066226	1	NAMRIL	Z009
Z009E0176	14.3653402626342	1	NAMRIL	Z009
Z009E0177	14.9294391937972	1	NAMRIL	Z009
Z009E0178	22.5586738559873	1	NAMRIL	Z009
Z009E0179	23.6082933608822	1	NAMRIL	Z009
Z009E0180	16.588910052471	1	NAMRIL	Z009
Z009E0181	10.1590793726902	1	NAMRIL	Z009
Z009E0182	16.6060737805144	1	NAMRIL	Z009
Z009E0183	17.0689309233706	1	NAMRIL	Z009
Z009E0184	22.5052382329504	1	NAMRIL	Z009
Z009E0185	17.7609543726895	1	NAMRIL	Z009
Z009E0186	21.8616758946615	1	NAMRIL	Z009
Z009E0187	16.5932166376553	1	NAMRIL	Z009
Z009E0188	16.3934417852969	1	NAMRIL	Z009
Z009E0189	15.5875253913439	1	NAMRIL	Z009
Z009E0190	23.2103293726917	1	NAMRIL	Z009
Z009E0191	22.791640266941	1	NAMRIL	Z009
Z009E0192	21.6302116955118	1	NAMRIL	Z009
Z009E0193	18.3201058958381	1	NAMRIL	Z009
Z009E0194	14.8917880662247	1	NAMRIL	Z009
Z009E0195	17.5053049227323	1	NAMRIL	Z009
Z009E0196	17.5272043726891	1	NAMRIL	Z009
Z009E0197	20.1684190862902	1	NAMRIL	Z009
Z009E0198	19.0003293726898	1	NAMRIL	Z009
Z009E0199	16.7623810900927	1	NAMRIL	Z009
Z009E0200	20.719645209083	1	NAMRIL	Z009
Z009E0201	22.0838608051889	1	NAMRIL	Z009
Z009E0202	16.205037880189	1	NAMRIL	Z009
Z009E0219	14.699172094027	1	NAMRIL	Z009
Z009E0223	15.0543125029256	1	NAMRIL	Z009
Z009E0243	14.2543125029251	1	NAMRIL	Z009
Z009E0257	29.504312502924	1	NAMRIL	Z009
Z009E0266	18.4043125029243	1	NAMRIL	Z009
Z009E0284	29.2543125029233	1	NAMRIL	Z009
Z010E0001	15.9657741878203	1	NAMRIL	Z010
Z010E0002	17.8990098083403	1	NAMRIL	Z010
Z010E0003	13.9902808844646	1	NAMRIL	Z010
Z010E0004	13.3266668043797	1	NAMRIL	Z010
Z010E0005	15.9137258546227	1	NAMRIL	Z010
Z010E0006	9.24030492273319	1	NAMRIL	Z010
Z010E0007	17.1475023519414	1	NAMRIL	Z010
Z010E0008	8.52923023652541	1	NAMRIL	Z010
Z010E0009	9.61290185192307	1	NAMRIL	Z010
Z010E0010	16.2617880662267	1	NAMRIL	Z010
Z010E0011	12.7835605584457	1	NAMRIL	Z010
Z010E0012	12.3146452090861	1	NAMRIL	Z010
Z010E0013	12.9046452090835	1	NAMRIL	Z010
Z010E0014	18.1915793726889	1	NAMRIL	Z010
Z010E0015	15.6175023519405	1	NAMRIL	Z010
Z010E0016	12.7459543726897	1	NAMRIL	Z010
Z010E0017	8.84055728892302	1	NAMRIL	Z010
Z010E0018	16.3973911373596	1	NAMRIL	Z010
Z010E0019	12.5986142177985	1	NAMRIL	Z010
Z010E0020	12.5432166376552	1	NAMRIL	Z010
Z010E0021	7.71678806622487	1	NAMRIL	Z010
Z010E0022	14.5512562171675	1	NAMRIL	Z010
Z010E0023	10.9395434035319	1	NAMRIL	Z010
Z010E0024	10.4600857529608	1	NAMRIL	Z010
Z010E0025	14.7292524196212	1	NAMRIL	Z010
Z010E0026	14.4760737805134	1	NAMRIL	Z010
Z010E0027	12.0147043726902	1	NAMRIL	Z010
Z010E0028	9.83007141958499	1	NAMRIL	Z010
Z010E0029	12.8170652388434	1	NAMRIL	Z010
Z010E0030	14.6438096615224	1	NAMRIL	Z010
Z010E0031	17.7832166376587	1	NAMRIL	Z010
Z010E0032	10.0084543726919	1	NAMRIL	Z010
Z010E0033	10.7069032112268	1	NAMRIL	Z010
Z010E0034	13.1617880662268	1	NAMRIL	Z010
Z010E0035	8.16845437269017	1	NAMRIL	Z010
Z010E0036	12.359704372689	1	NAMRIL	Z010
Z010E0037	15.4177272251101	1	NAMRIL	Z010
Z010E0038	14.812829372689	1	NAMRIL	Z010
Z010E0039	10.9994473219601	1	NAMRIL	Z010
Z010E0040	6.53345437268856	1	NAMRIL	Z010
Z010E0041	19.0465887643706	1	NAMRIL	Z010
Z010E0042	8.6487831240856	1	NAMRIL	Z010
Z010E0043	13.239845661246	1	NAMRIL	Z010
Z010E0044	9.36464520908525	1	NAMRIL	Z010
Z010E0045	10.1960737805105	1	NAMRIL	Z010
Z010E0046	14.238591518789	1	NAMRIL	Z010
Z010E0047	11.4084543726882	1	NAMRIL	Z010
Z010E0048	11.3510605584439	1	NAMRIL	Z010
Z010E0049	7.67238109009407	1	NAMRIL	Z010
Z010E0050	13.1260737805136	1	NAMRIL	Z010
Z010E0051	11.7017524196219	1	NAMRIL	Z010
Z010E0052	10.6022043726895	1	NAMRIL	Z010
Z010E0053	14.0522043726901	1	NAMRIL	Z010
Z010E0054	16.4176979056942	1	NAMRIL	Z010
Z010E0055	14.5739150291671	1	NAMRIL	Z010
Z010E0056	19.3975023519399	1	NAMRIL	Z010
Z010E0057	6.75939389177854	1	NAMRIL	Z010
Z010E0058	11.9740578040259	1	NAMRIL	Z010
Z010E0059	11.3544974097982	1	NAMRIL	Z010
Z010E0060	10.8302116955127	1	NAMRIL	Z010
Z010E0061	22.4766668043778	1	NAMRIL	Z010
Z010E0062	9.3947683584715	1	NAMRIL	Z010
Z010E0063	11.2284543726887	1	NAMRIL	Z010
Z010E0064	10.6427272251096	1	NAMRIL	Z010
Z010E0065	9.21777087421972	1	NAMRIL	Z010
Z010E0066	10.010085752957	1	NAMRIL	Z010
Z010E0067	10.9811948942776	1	NAMRIL	Z010
Z010E0068	13.2617880662263	1	NAMRIL	Z010
Z010E0069	14.5481054632618	1	NAMRIL	Z010
Z010E0070	11.4689309233703	1	NAMRIL	Z010
Z010E0071	14.5475023519412	1	NAMRIL	Z010
Z010E0072	17.2773545526558	1	NAMRIL	Z010
Z010E0073	14.0939309233689	1	NAMRIL	Z010
Z010E0074	15.7104101695456	1	NAMRIL	Z010
Z010E0075	15.1927272251094	1	NAMRIL	Z010
Z010E0076	9.33888281366344	1	NAMRIL	Z010
Z010E0077	16.0430791999603	1	NAMRIL	Z010
Z010E0078	16.7404101695471	1	NAMRIL	Z010
Z010E0079	13.8022043726904	1	NAMRIL	Z010
Z010E0080	9.1093938917743	1	NAMRIL	Z010
Z010E0081	9.99022722510884	1	NAMRIL	Z010
Z010E0082	11.9975023519411	1	NAMRIL	Z010
Z010E0083	12.5260737805129	1	NAMRIL	Z010
Z010E0084	8.22310643877348	1	NAMRIL	Z010
Z010E0085	9.72309537581065	1	NAMRIL	Z010
Z010E0086	9.55464520908357	1	NAMRIL	Z010
Z010E0087	10.04132093516	1	NAMRIL	Z010
Z010E0088	15.3638673267776	1	NAMRIL	Z010
Z010E0089	13.6057244706936	1	NAMRIL	Z010
Z010E0090	10.4192302365226	1	NAMRIL	Z010
Z010E0091	12.2146452090817	1	NAMRIL	Z010
Z010E0092	11.0584543726899	1	NAMRIL	Z010
Z010E0093	20.5035605584424	1	NAMRIL	Z010
Z010E0094	14.2047006601094	1	NAMRIL	Z010
Z010E0095	10.0818456612474	1	NAMRIL	Z010
Z010E0096	16.0785915187902	1	NAMRIL	Z010
Z010E0097	7.00884566124402	1	NAMRIL	Z010
Z010E0098	14.5616402669411	1	NAMRIL	Z010
Z010E0099	13.658106438771	1	NAMRIL	Z010
Z010E0100	10.0336412107492	1	NAMRIL	Z010
Z010E0101	14.1666402669405	1	NAMRIL	Z010
Z010E0102	13.0332166376555	1	NAMRIL	Z010
Z010E0103	9.19740054638589	1	NAMRIL	Z010
Z010E0104	16.9397043726898	1	NAMRIL	Z010
Z010E0105	13.2762562171659	1	NAMRIL	Z010
Z010E0106	12.4721435911845	1	NAMRIL	Z010
Z010E0107	10.1139309233707	1	NAMRIL	Z010
Z010E0108	8.35523823294791	1	NAMRIL	Z010
Z010E0109	11.3427272251079	1	NAMRIL	Z010
Z010E0110	14.2546452090848	1	NAMRIL	Z010
Z010E0111	19.3268456612497	1	NAMRIL	Z010
Z010E0112	10.8546452090828	1	NAMRIL	Z010
Z010E0113	16.8702116955121	1	NAMRIL	Z010
Z010E0114	10.333216637658	1	NAMRIL	Z010
Z010E0115	11.7664286496692	1	NAMRIL	Z010
Z010E0116	13.0760605584447	1	NAMRIL	Z010
Z010E0117	13.2834543726887	1	NAMRIL	Z010
Z010E0118	11.3208969031928	1	NAMRIL	Z010
Z010E0119	16.8397043726883	1	NAMRIL	Z010
Z010E0120	10.0378062461221	1	NAMRIL	Z010
Z010E0121	12.32310643877	1	NAMRIL	Z010
Z010E0122	12.1859259812262	1	NAMRIL	Z010
Z010E0123	13.1427272251098	1	NAMRIL	Z010
Z010E0124	15.0022043726893	1	NAMRIL	Z010
Z010E0125	14.6177272251076	1	NAMRIL	Z010
Z010E0126	16.5388456612448	1	NAMRIL	Z010
Z010E0127	12.9274447967126	1	NAMRIL	Z010
Z010E0128	13.0844974097983	1	NAMRIL	Z010
Z010E0129	9.82114121074875	1	NAMRIL	Z010
Z010E0130	22.5450791999615	1	NAMRIL	Z010
Z010E0131	18.3332166376556	1	NAMRIL	Z010
Z010E0132	9.71893092336922	1	NAMRIL	Z010
Z010E0133	11.2850791999593	1	NAMRIL	Z010
Z010E0134	10.8698912107502	1	NAMRIL	Z010
Z010E0135	15.7150791999611	1	NAMRIL	Z010
Z010E0136	15.9585915187876	1	NAMRIL	Z010
Z010E0137	9.9896452090862	1	NAMRIL	Z010
Z010E0138	12.1100857529553	1	NAMRIL	Z010
Z010E0139	12.5046452090839	1	NAMRIL	Z010
Z010E0140	17.2260737805135	1	NAMRIL	Z010
Z010E0141	11.9080674394999	1	NAMRIL	Z010
Z010E0142	14.375384856422	1	NAMRIL	Z010
Z010E0143	10.4199447967129	1	NAMRIL	Z010
Z010E0144	13.9127708742197	1	NAMRIL	Z010
Z010E0145	13.1459543726903	1	NAMRIL	Z010
Z010E0146	14.2558333333308	1	NAMRIL	Z010
Z010E0147	14.2049220977033	1	NAMRIL	Z010
Z010E0148	8.64912712174812	1	NAMRIL	Z010
Z010E0149	13.323813379037	1	NAMRIL	Z010
Z010E0150	7.64288630646941	1	NAMRIL	Z010
Z010E0151	14.4260737805119	1	NAMRIL	Z010
Z010E0152	11.5022043726886	1	NAMRIL	Z010
Z010E0153	16.6508456612463	1	NAMRIL	Z010
Z010E0154	14.3550791999611	1	NAMRIL	Z010
Z010E0155	10.239704372688	1	NAMRIL	Z010
Z010E0156	8.59164026694287	1	NAMRIL	Z010
Z010E0157	10.0473911373612	1	NAMRIL	Z010
Z010E0158	13.890952518665	1	NAMRIL	Z010
Z010E0159	15.653930923369	1	NAMRIL	Z010
Z010E0160	19.1272043726888	1	NAMRIL	Z010
Z010E0161	14.1959543726911	1	NAMRIL	Z010
Z010E0162	9.7048033938097	1	NAMRIL	Z010
Z010E0163	13.7809259812257	1	NAMRIL	Z010
Z010E0164	18.4770992873557	1	NAMRIL	Z010
Z010E0165	11.0002581854536	1	NAMRIL	Z010
Z010E0166	14.150258185455	1	NAMRIL	Z010
Z010E0167	12.0718938917761	1	NAMRIL	Z010
Z010E0168	17.4670818869637	1	NAMRIL	Z010
Z010E0169	14.6409525186646	1	NAMRIL	Z010
Z010E0170	15.2450791999629	1	NAMRIL	Z010
Z010E0171	16.2233317826547	1	NAMRIL	Z010
Z010E0172	13.0634381241191	1	NAMRIL	Z010
Z010E0173	24.2002581854537	1	NAMRIL	Z010
Z010E0174	17.4500804517163	1	NAMRIL	Z010
Z010E0175	12.7739637768003	1	NAMRIL	Z010
Z010E0176	14.207354552655	1	NAMRIL	Z010
Z010E0177	14.4661889255134	1	NAMRIL	Z010
Z010E0178	13.3742137832463	1	NAMRIL	Z010
Z010E0179	10.0413673267781	1	NAMRIL	Z010
Z010E0180	11.243419086287	1	NAMRIL	Z010
Z010E0181	15.5028293726883	1	NAMRIL	Z010
Z010E0182	8.24722222221652	1	NAMRIL	Z010
Z010E0183	19.6519032112254	1	NAMRIL	Z010
Z010E0184	12.0689309233699	1	NAMRIL	Z010
Z010E0185	12.2689309233698	1	NAMRIL	Z010
Z010E0186	12.0903594947986	1	NAMRIL	Z010
Z010E0187	11.501060558441	1	NAMRIL	Z010
Z010E0188	15.5810605584442	1	NAMRIL	Z010
Z010E0189	10.2598456612448	1	NAMRIL	Z010
Z010E0190	8.32607378051166	1	NAMRIL	Z010
Z010E0191	19.7325023519403	1	NAMRIL	Z010
Z010E0192	12.5388828136592	1	NAMRIL	Z010
Z010E0193	11.9475023519416	1	NAMRIL	Z010
Z010E0194	14.9465793726888	1	NAMRIL	Z010
Z010E0195	10.2888828136589	1	NAMRIL	Z010
Z010E0196	11.0798456612466	1	NAMRIL	Z010
Z010E0197	14.9344974097979	1	NAMRIL	Z010
Z010E0198	11.5647043726876	1	NAMRIL	Z010
Z010E0199	16.6304746397976	1	NAMRIL	Z010
