Genotype	AKW	Fix	pop$	FID$
Z009E0081	0.206012656253807	1	NAMRIL	Z009
Z009E0082	0.261167544957849	1	NAMRIL	Z009
Z009E0083	0.230255679543608	1	NAMRIL	Z009
Z009E0084	0.235709211624506	1	NAMRIL	Z009
Z009E0085	0.230084211624537	1	NAMRIL	Z009
Z009E0086	0.206662027319208	1	NAMRIL	Z009
Z009E0087	0.244510501937226	1	NAMRIL	Z009
Z009E0088	0.190000454396465	1	NAMRIL	Z009
Z009E0089	0.215833787729853	1	NAMRIL	Z009
Z009E0090	0.225581930508688	1	NAMRIL	Z009
Z009E0091	0.153625878291174	1	NAMRIL	Z009
Z009E0092	0.257584211624514	1	NAMRIL	Z009
Z009E0093	0.260651538741844	1	NAMRIL	Z009
Z009E0094	0.201071171670906	1	NAMRIL	Z009
Z009E0095	0.256335120519	1	NAMRIL	Z009
Z009E0096	0.201750878291157	1	NAMRIL	Z009
Z009E0097	0.219153359080073	1	NAMRIL	Z009
Z009E0098	0.188834211624507	1	NAMRIL	Z009
Z009E0099	0.210917544957879	1	NAMRIL	Z009
Z009E0100	0.225654017028019	1	NAMRIL	Z009
Z009E0101	0.244867644794397	1	NAMRIL	Z009
Z009E0102	0.226951591331435	1	NAMRIL	Z009
Z009E0103	0.199071267793254	1	NAMRIL	Z009
Z009E0104	0.224867644794408	1	NAMRIL	Z009
Z009E0105	0.25172478765154	1	NAMRIL	Z009
Z009E0106	0.183653656066171	1	NAMRIL	Z009
Z009E0107	0.192724787651545	1	NAMRIL	Z009
Z009E0108	0.237747973195592	1	NAMRIL	Z009
Z009E0109	0.180518701071209	1	NAMRIL	Z009
Z009E0110	0.211328260834988	1	NAMRIL	Z009
Z009E0111	0.20832826083496	1	NAMRIL	Z009
Z009E0112	0.191562027319159	1	NAMRIL	Z009
Z009E0113	0.218439073365839	1	NAMRIL	Z009
Z009E0114	0.174995200380128	1	NAMRIL	Z009
Z009E0115	0.215820025744398	1	NAMRIL	Z009
Z009E0116	0.25279621622297	1	NAMRIL	Z009
Z009E0117	0.208571171670909	1	NAMRIL	Z009
Z009E0118	0.222581930508683	1	NAMRIL	Z009
Z009E0119	0.209617644794394	1	NAMRIL	Z009
Z009E0120	0.258784924664738	1	NAMRIL	Z009
Z009E0121	0.242254670604785	1	NAMRIL	Z009
Z009E0122	0.201901958194913	1	NAMRIL	Z009
Z009E0123	0.230224787651512	1	NAMRIL	Z009
Z009E0124	0.192178260835013	1	NAMRIL	Z009
Z009E0125	0.246517528502317	1	NAMRIL	Z009
Z009E0126	0.192534924664797	1	NAMRIL	Z009
Z009E0127	0.249029017028028	1	NAMRIL	Z009
Z009E0128	0.163784924664769	1	NAMRIL	Z009
Z009E0129	0.169667544957862	1	NAMRIL	Z009
Z009E0130	0.246542544957855	1	NAMRIL	Z009
Z009E0131	0.204721171670916	1	NAMRIL	Z009
Z009E0132	0.199510501937278	1	NAMRIL	Z009
Z009E0133	0.176059558326819	1	NAMRIL	Z009
Z009E0134	0.232724787651561	1	NAMRIL	Z009
Z009E0135	0.204046216222992	1	NAMRIL	Z009
Z009E0136	0.192064067318027	1	NAMRIL	Z009
Z009E0137	0.218730939451049	1	NAMRIL	Z009
Z009E0138	0.208834211624516	1	NAMRIL	Z009
Z009E0139	0.231637656253801	1	NAMRIL	Z009
Z009E0140	0.243081930508634	1	NAMRIL	Z009
Z009E0141	0.27674325799809	1	NAMRIL	Z009
Z009E0142	0.214583787729862	1	NAMRIL	Z009
Z009E0143	0.215423988762194	1	NAMRIL	Z009
Z009E0144	0.377518701071191	1	NAMRIL	Z009
Z009E0145	0.205674999999999	1	NAMRIL	Z009
Z009E0146	0.165167544957858	1	NAMRIL	Z009
Z009E0147	0.205084211624543	1	NAMRIL	Z009
Z009E0148	0.209527070579188	1	NAMRIL	Z009
Z009E0149	0.227695214824608	1	NAMRIL	Z009
Z009E0150	0.270631937613593	1	NAMRIL	Z009
Z009E0151	0.222834211624551	1	NAMRIL	Z009
Z009E0152	0.303459211624527	1	NAMRIL	Z009
Z009E0153	0.25794545350976	1	NAMRIL	Z009
Z009E0154	0.204792544957855	1	NAMRIL	Z009
Z009E0155	0.236489415510715	1	NAMRIL	Z009
Z009E0156	0.210581930508655	1	NAMRIL	Z009
Z009E0157	0.193760501937228	1	NAMRIL	Z009
Z009E0158	0.212486023490816	1	NAMRIL	Z009
Z009E0159	0.248081930508695	1	NAMRIL	Z009
Z009E0160	0.2948206836947	1	NAMRIL	Z009
Z009E0161	0.242801538741861	1	NAMRIL	Z009
Z009E0162	0.204542544957885	1	NAMRIL	Z009
Z009E0163	0.26473529152826	1	NAMRIL	Z009
Z009E0164	0.178432384945922	1	NAMRIL	Z009
Z009E0165	0.275224787651497	1	NAMRIL	Z009
Z009E0166	0.233834211624518	1	NAMRIL	Z009
Z009E0167	0.249410314034548	1	NAMRIL	Z009
Z009E0168	0.24868907336581	1	NAMRIL	Z009
Z009E0169	0.170151116281184	1	NAMRIL	Z009
Z009E0170	0.242571171670898	1	NAMRIL	Z009
Z009E0171	0.192260501937235	1	NAMRIL	Z009
Z009E0172	0.260501538741854	1	NAMRIL	Z009
Z009E0173	0.259527770920257	1	NAMRIL	Z009
Z009E0174	0.23108193050866	1	NAMRIL	Z009
Z009E0175	0.230375878291232	1	NAMRIL	Z009
Z009E0176	0.20184264140263	1	NAMRIL	Z009
Z009E0177	0.292004071979929	1	NAMRIL	Z009
Z009E0178	0.239634197877951	1	NAMRIL	Z009
Z009E0179	0.267592057372665	1	NAMRIL	Z009
Z009E0180	0.237352139858085	1	NAMRIL	Z009
Z009E0181	0.204718624731543	1	NAMRIL	Z009
Z009E0182	0.25250087829118	1	NAMRIL	Z009
Z009E0183	0.213000878291171	1	NAMRIL	Z009
Z009E0184	0.256443624861573	1	NAMRIL	Z009
Z009E0185	0.229568624861554	1	NAMRIL	Z009
Z009E0186	0.24900246755544	1	NAMRIL	Z009
Z009E0187	0.240834211624544	1	NAMRIL	Z009
Z009E0188	0.264951591331407	1	NAMRIL	Z009
Z009E0189	0.198398839308464	1	NAMRIL	Z009
Z009E0190	0.251026958194925	1	NAMRIL	Z009
Z009E0191	0.238081930508668	1	NAMRIL	Z009
Z009E0192	0.296653359080102	1	NAMRIL	Z009
Z009E0193	0.296792486389522	1	NAMRIL	Z009
Z009E0194	0.251667544957829	1	NAMRIL	Z009
Z009E0195	0.267848432034285	1	NAMRIL	Z009
Z009E0196	0.268081930508726	1	NAMRIL	Z009
Z009E0197	0.18811029152828	1	NAMRIL	Z009
Z009E0198	0.207026958194959	1	NAMRIL	Z009
Z009E0199	0.232276958194941	1	NAMRIL	Z009
Z009E0200	0.204518701071218	1	NAMRIL	Z009
Z009E0201	0.232621278936332	1	NAMRIL	Z009
Z009E0202	0.195957299204072	1	NAMRIL	Z009
Z009E0219	0.168313927610904	1	NAMRIL	Z009
Z009E0223	0.284747576037986	1	NAMRIL	Z009
Z009E0243	0.209747576037995	1	NAMRIL	Z009
Z009E0257	0.304747576037967	1	NAMRIL	Z009
Z009E0266	0.209747576037971	1	NAMRIL	Z009
Z009E0284	0.252247576037997	1	NAMRIL	Z009
Z010E0001	0.217836896513102	1	NAMRIL	Z010
Z010E0002	0.183706315345411	1	NAMRIL	Z010
Z010E0003	0.211182384945911	1	NAMRIL	Z010
Z010E0004	0.187518701071224	1	NAMRIL	Z010
Z010E0005	0.218282834626284	1	NAMRIL	Z010
Z010E0006	0.146098432034317	1	NAMRIL	Z010
Z010E0007	0.264667544957884	1	NAMRIL	Z010
Z010E0008	0.18207117167088	1	NAMRIL	Z010
Z010E0009	0.175175801256877	1	NAMRIL	Z010
Z010E0010	0.237786896513138	1	NAMRIL	Z010
Z010E0011	0.224793179348447	1	NAMRIL	Z010
Z010E0012	0.178318701071243	1	NAMRIL	Z010
Z010E0013	0.153834211624519	1	NAMRIL	Z010
Z010E0014	0.191667121063144	1	NAMRIL	Z010
Z010E0015	0.241709211624566	1	NAMRIL	Z010
Z010E0016	0.203081930508646	1	NAMRIL	Z010
Z010E0017	0.195418179348476	1	NAMRIL	Z010
Z010E0018	0.222320683694671	1	NAMRIL	Z010
Z010E0019	0.191334211624498	1	NAMRIL	Z010
Z010E0020	0.14704254495783	1	NAMRIL	Z010
Z010E0021	0.203648700915149	1	NAMRIL	Z010
Z010E0022	0.174583787729843	1	NAMRIL	Z010
Z010E0023	0.160868257998102	1	NAMRIL	Z010
Z010E0024	0.142693624861643	1	NAMRIL	Z010
Z010E0025	0.155918192397623	1	NAMRIL	Z010
Z010E0026	0.195148700915114	1	NAMRIL	Z010
Z010E0027	0.171653359080099	1	NAMRIL	Z010
Z010E0028	0.176470662997327	1	NAMRIL	Z010
Z010E0029	0.181236023490844	1	NAMRIL	Z010
Z010E0030	0.171118192397586	1	NAMRIL	Z010
Z010E0031	0.219018701071195	1	NAMRIL	Z010
Z010E0032	0.191653359080053	1	NAMRIL	Z010
Z010E0033	0.174720989587094	1	NAMRIL	Z010
Z010E0034	0.157167544957895	1	NAMRIL	Z010
Z010E0035	0.123081930508718	1	NAMRIL	Z010
Z010E0036	0.158974787651565	1	NAMRIL	Z010
Z010E0037	0.19466754495789	1	NAMRIL	Z010
Z010E0038	0.189153359080102	1	NAMRIL	Z010
Z010E0039	0.173425047378772	1	NAMRIL	Z010
Z010E0040	0.135939073365804	1	NAMRIL	Z010
Z010E0041	0.216202467555416	1	NAMRIL	Z010
Z010E0042	0.172724787651518	1	NAMRIL	Z010
Z010E0043	0.180571171670909	1	NAMRIL	Z010
Z010E0044	0.130667544957846	1	NAMRIL	Z010
Z010E0045	0.188875878291169	1	NAMRIL	Z010
Z010E0046	0.192918701071234	1	NAMRIL	Z010
Z010E0047	0.13486764479436	1	NAMRIL	Z010
Z010E0048	0.19383421162453	1	NAMRIL	Z010
Z010E0049	0.202068624861634	1	NAMRIL	Z010
Z010E0050	0.181727442930611	1	NAMRIL	Z010
Z010E0051	0.151026958194932	1	NAMRIL	Z010
Z010E0052	0.153439073365812	1	NAMRIL	Z010
Z010E0053	0.20558193050865	1	NAMRIL	Z010
Z010E0054	0.238845831711672	1	NAMRIL	Z010
Z010E0055	0.210360042797056	1	NAMRIL	Z010
Z010E0056	0.24758421162449	1	NAMRIL	Z010
Z010E0057	0.1409462677932	1	NAMRIL	Z010
Z010E0058	0.180422887648818	1	NAMRIL	Z010
Z010E0059	0.152153359080131	1	NAMRIL	Z010
Z010E0060	0.157385291398144	1	NAMRIL	Z010
Z010E0061	0.146860291528302	1	NAMRIL	Z010
Z010E0062	0.153154147655154	1	NAMRIL	Z010
Z010E0063	0.125568624861603	1	NAMRIL	Z010
Z010E0064	0.121334211624606	1	NAMRIL	Z010
Z010E0065	0.158256688482319	1	NAMRIL	Z010
Z010E0066	0.164776958194945	1	NAMRIL	Z010
Z010E0067	0.133912834470153	1	NAMRIL	Z010
Z010E0068	0.163000878291134	1	NAMRIL	Z010
Z010E0069	0.157247576037978	1	NAMRIL	Z010
Z010E0070	0.186750878291269	1	NAMRIL	Z010
Z010E0071	0.164457935046048	1	NAMRIL	Z010
Z010E0072	0.17986764479445	1	NAMRIL	Z010
Z010E0073	0.198268701071243	1	NAMRIL	Z010
Z010E0074	0.200641713785282	1	NAMRIL	Z010
Z010E0075	0.185286896513097	1	NAMRIL	Z010
Z010E0076	0.199361023490818	1	NAMRIL	Z010
Z010E0077	0.161718701071137	1	NAMRIL	Z010
Z010E0078	0.192301538741825	1	NAMRIL	Z010
Z010E0079	0.255918192397623	1	NAMRIL	Z010
Z010E0080	0.139018701071193	1	NAMRIL	Z010
Z010E0081	0.175760501937246	1	NAMRIL	Z010
Z010E0082	0.139586984334308	1	NAMRIL	Z010
Z010E0083	0.130500878291273	1	NAMRIL	Z010
Z010E0084	0.140307384945985	1	NAMRIL	Z010
Z010E0085	0.25966870107115	1	NAMRIL	Z010
Z010E0086	0.174084211624612	1	NAMRIL	Z010
Z010E0087	0.244674435333809	1	NAMRIL	Z010
Z010E0088	0.170251538741805	1	NAMRIL	Z010
Z010E0089	0.157360387648781	1	NAMRIL	Z010
Z010E0090	0.176667544957894	1	NAMRIL	Z010
Z010E0091	0.187750878291244	1	NAMRIL	Z010
Z010E0092	0.194510501937241	1	NAMRIL	Z010
Z010E0093	0.196286896513174	1	NAMRIL	Z010
Z010E0094	0.190251538741924	1	NAMRIL	Z010
Z010E0095	0.165217376376969	1	NAMRIL	Z010
Z010E0096	0.173755679543604	1	NAMRIL	Z010
Z010E0097	0.180721171670958	1	NAMRIL	Z010
Z010E0098	0.197331930508661	1	NAMRIL	Z010
Z010E0099	0.154478260834927	1	NAMRIL	Z010
Z010E0100	0.167386250867368	1	NAMRIL	Z010
Z010E0101	0.201796216222973	1	NAMRIL	Z010
Z010E0102	0.17425087829124	1	NAMRIL	Z010
Z010E0103	0.167089556563381	1	NAMRIL	Z010
Z010E0104	0.155939073365775	1	NAMRIL	Z010
Z010E0105	0.221286896513142	1	NAMRIL	Z010
Z010E0106	0.175932384945979	1	NAMRIL	Z010
Z010E0107	0.189959211624561	1	NAMRIL	Z010
Z010E0108	0.225193624861559	1	NAMRIL	Z010
Z010E0109	0.197286896513135	1	NAMRIL	Z010
Z010E0110	0.21091754495783	1	NAMRIL	Z010
Z010E0111	0.234258767793238	1	NAMRIL	Z010
Z010E0112	0.163543179348583	1	NAMRIL	Z010
Z010E0113	0.173081930508676	1	NAMRIL	Z010
Z010E0114	0.175500878291191	1	NAMRIL	Z010
Z010E0115	0.184786896513176	1	NAMRIL	Z010
Z010E0116	0.173417544957875	1	NAMRIL	Z010
Z010E0117	0.186286896513103	1	NAMRIL	Z010
Z010E0118	0.197918179348506	1	NAMRIL	Z010
Z010E0119	0.18708378772986	1	NAMRIL	Z010
Z010E0120	0.116861388048744	1	NAMRIL	Z010
Z010E0121	0.13732826083504	1	NAMRIL	Z010
Z010E0122	0.188117644794425	1	NAMRIL	Z010
Z010E0123	0.201334211624568	1	NAMRIL	Z010
Z010E0124	0.142801958064808	1	NAMRIL	Z010
Z010E0125	0.154005679543657	1	NAMRIL	Z010
Z010E0126	0.198111023490881	1	NAMRIL	Z010
Z010E0127	0.172574592856101	1	NAMRIL	Z010
Z010E0128	0.139776958194851	1	NAMRIL	Z010
Z010E0129	0.151557384945942	1	NAMRIL	Z010
Z010E0130	0.142018701071169	1	NAMRIL	Z010
Z010E0131	0.190084211624532	1	NAMRIL	Z010
Z010E0132	0.184250878291186	1	NAMRIL	Z010
Z010E0133	0.130018701071161	1	NAMRIL	Z010
Z010E0134	0.17244849371523	1	NAMRIL	Z010
Z010E0135	0.192130679543595	1	NAMRIL	Z010
Z010E0136	0.173518701071198	1	NAMRIL	Z010
Z010E0137	0.129250878291192	1	NAMRIL	Z010
Z010E0138	0.128918192397601	1	NAMRIL	Z010
Z010E0139	0.183000878291165	1	NAMRIL	Z010
Z010E0140	0.223380679543626	1	NAMRIL	Z010
Z010E0141	0.160462926671238	1	NAMRIL	Z010
Z010E0142	0.171048192241459	1	NAMRIL	Z010
Z010E0143	0.164012027319203	1	NAMRIL	Z010
Z010E0144	0.160336482329533	1	NAMRIL	Z010
Z010E0145	0.20022478765153	1	NAMRIL	Z010
Z010E0146	0.211524739030107	1	NAMRIL	Z010
Z010E0147	0.202702467555437	1	NAMRIL	Z010
Z010E0148	0.169005679543601	1	NAMRIL	Z010
Z010E0149	0.209886250867414	1	NAMRIL	Z010
Z010E0150	0.149747576037974	1	NAMRIL	Z010
Z010E0151	0.169250878291152	1	NAMRIL	Z010
Z010E0152	0.187737350361358	1	NAMRIL	Z010
Z010E0153	0.185236023490749	1	NAMRIL	Z010
Z010E0154	0.234986023490829	1	NAMRIL	Z010
Z010E0155	0.18879621622292	1	NAMRIL	Z010
Z010E0156	0.161918192397559	1	NAMRIL	Z010
Z010E0157	0.188470662997295	1	NAMRIL	Z010
Z010E0158	0.171418192397532	1	NAMRIL	Z010
Z010E0159	0.171805770805129	1	NAMRIL	Z010
Z010E0160	0.184510501937256	1	NAMRIL	Z010
Z010E0161	0.167367644794357	1	NAMRIL	Z010
Z010E0162	0.117448493715309	1	NAMRIL	Z010
Z010E0163	0.194125454396536	1	NAMRIL	Z010
Z010E0164	0.134754670604719	1	NAMRIL	Z010
Z010E0165	0.166253651000919	1	NAMRIL	Z010
Z010E0166	0.203018701071239	1	NAMRIL	Z010
Z010E0167	0.218584211624528	1	NAMRIL	Z010
Z010E0168	0.165042394390126	1	NAMRIL	Z010
Z010E0169	0.152918192397549	1	NAMRIL	Z010
Z010E0170	0.133832935046021	1	NAMRIL	Z010
Z010E0171	0.179470989587112	1	NAMRIL	Z010
Z010E0172	0.132755679543646	1	NAMRIL	Z010
Z010E0173	0.17051870107121	1	NAMRIL	Z010
Z010E0174	0.185970662997357	1	NAMRIL	Z010
Z010E0175	0.320139104130063	1	NAMRIL	Z010
Z010E0176	0.214334211624537	1	NAMRIL	Z010
Z010E0177	0.189887656253748	1	NAMRIL	Z010
Z010E0178	0.210152070579144	1	NAMRIL	Z010
Z010E0179	0.171701538741802	1	NAMRIL	Z010
Z010E0180	0.207279996799578	1	NAMRIL	Z010
Z010E0181	0.150296216222974	1	NAMRIL	Z010
Z010E0182	0.165812058965407	1	NAMRIL	Z010
Z010E0183	0.171137656253835	1	NAMRIL	Z010
Z010E0184	0.168000878291207	1	NAMRIL	Z010
Z010E0185	0.206018701071209	1	NAMRIL	Z010
Z010E0186	0.142167544957926	1	NAMRIL	Z010
Z010E0187	0.186750878291145	1	NAMRIL	Z010
Z010E0188	0.201630679543586	1	NAMRIL	Z010
Z010E0189	0.176071171670995	1	NAMRIL	Z010
Z010E0190	0.160418179348502	1	NAMRIL	Z010
Z010E0191	0.244834211624506	1	NAMRIL	Z010
Z010E0192	0.199227442930606	1	NAMRIL	Z010
Z010E0193	0.164086896513136	1	NAMRIL	Z010
Z010E0194	0.161260501937262	1	NAMRIL	Z010
Z010E0195	0.183736023490813	1	NAMRIL	Z010
Z010E0196	0.154305770805145	1	NAMRIL	Z010
Z010E0197	0.172724787651588	1	NAMRIL	Z010
Z010E0198	0.168526958194915	1	NAMRIL	Z010
Z010E0199	0.218220989587149	1	NAMRIL	Z010
Z010E0200	0.169153359080096	1	NAMRIL	Z010
Z010E0201	0.234588676537264	1	NAMRIL	Z010
Z010E0202	0.112658343751444	1	NAMRIL	Z010
Z010E0214	0.129747576037946	1	NAMRIL	Z010
Z010E0266	0.117247576037944	1	NAMRIL	Z010
Z010E0280	0.224747576037949	1	NAMRIL	Z010
Z010E0283	0.187247576037979	1	NAMRIL	Z010
Z011E0001	0.242724787651532	1	NAMRIL	Z011
Z011E0002	0.261062027319199	1	NAMRIL	Z011
Z011E0003	0.22607117167089	1	NAMRIL	Z011
Z011E0004	0.327308380451993	1	NAMRIL	Z011
Z011E0005	0.21001870107118	1	NAMRIL	Z011
Z011E0006	0.228585305226025	1	NAMRIL	Z011
Z011E0007	0.268862027319176	1	NAMRIL	Z011
Z011E0008	0.263830458237596	1	NAMRIL	Z011
Z011E0009	0.254112093178707	1	NAMRIL	Z011
Z011E0010	0.222276709463745	1	NAMRIL	Z011
Z011E0011	0.235917544957859	1	NAMRIL	Z011
Z011E0012	0.222996820780473	1	NAMRIL	Z011
Z011E0013	0.269409181609761	1	NAMRIL	Z011
Z011E0014	0.268986023490772	1	NAMRIL	Z011
Z011E0015	0.315894109597296	1	NAMRIL	Z011
Z011E0016	0.252182384945905	1	NAMRIL	Z011
Z011E0017	0.277086984334282	1	NAMRIL	Z011
Z011E0018	0.254361023490855	1	NAMRIL	Z011
Z011E0019	0.243758380712102	1	NAMRIL	Z011
Z011E0020	0.227828260834972	1	NAMRIL	Z011
Z011E0021	0.208784924664787	1	NAMRIL	Z011
Z011E0022	0.268478260835011	1	NAMRIL	Z011
Z011E0023	0.24395921162452	1	NAMRIL	Z011
Z011E0024	0.210018701071191	1	NAMRIL	Z011
Z011E0025	0.222728260834978	1	NAMRIL	Z011
Z011E0026	0.23720921162457	1	NAMRIL	Z011
Z011E0027	0.236820025744356	1	NAMRIL	Z011
Z011E0028	0.206861023490891	1	NAMRIL	Z011
Z011E0029	0.270081930508655	1	NAMRIL	Z011
Z011E0030	0.21186029152827	1	NAMRIL	Z011
Z011E0031	0.242367644794366	1	NAMRIL	Z011
Z011E0032	0.236693376130384	1	NAMRIL	Z011
Z011E0033	0.298439073365814	1	NAMRIL	Z011
Z011E0034	0.251018701071189	1	NAMRIL	Z011
Z011E0035	0.30145246755541	1	NAMRIL	Z011
Z011E0036	0.235307384946007	1	NAMRIL	Z011
Z011E0037	0.207493257998101	1	NAMRIL	Z011
Z011E0038	0.26808193050867	1	NAMRIL	Z011
Z011E0039	0.264151538741845	1	NAMRIL	Z011
Z011E0040	0.290518701071176	1	NAMRIL	Z011
Z011E0041	0.206285932034212	1	NAMRIL	Z011
Z011E0042	0.21852695819487	1	NAMRIL	Z011
Z011E0043	0.294518701071216	1	NAMRIL	Z011
Z011E0044	0.25695776892726	1	NAMRIL	Z011
Z011E0045	0.267279996799594	1	NAMRIL	Z011
Z011E0046	0.282386250867388	1	NAMRIL	Z011
Z011E0047	0.238000878291202	1	NAMRIL	Z011
Z011E0048	0.227694721382147	1	NAMRIL	Z011
Z011E0049	0.217148700915129	1	NAMRIL	Z011
Z011E0050	0.235801538741859	1	NAMRIL	Z011
Z011E0051	0.203867644794395	1	NAMRIL	Z011
Z011E0052	0.270936896513068	1	NAMRIL	Z011
Z011E0053	0.259526709463739	1	NAMRIL	Z011
Z011E0054	0.198528260834953	1	NAMRIL	Z011
Z011E0055	0.179986023490881	1	NAMRIL	Z011
Z011E0056	0.236653359080105	1	NAMRIL	Z011
Z011E0057	0.272417121063187	1	NAMRIL	Z011
Z011E0058	0.191518701071231	1	NAMRIL	Z011
Z011E0059	0.245282172381682	1	NAMRIL	Z011
Z011E0060	0.246982172641858	1	NAMRIL	Z011
Z011E0061	0.263221171670915	1	NAMRIL	Z011
Z011E0062	0.267640479719624	1	NAMRIL	Z011
Z011E0063	0.245917544957845	1	NAMRIL	Z011
Z011E0064	0.232702467555338	1	NAMRIL	Z011
Z011E0065	0.193282834626301	1	NAMRIL	Z011
Z011E0066	0.220051030068215	1	NAMRIL	Z011
Z011E0067	0.245710654321785	1	NAMRIL	Z011
Z011E0068	0.22101202731915	1	NAMRIL	Z011
Z011E0069	0.276509556719471	1	NAMRIL	Z011
Z011E0070	0.262070683694666	1	NAMRIL	Z011
Z011E0071	0.215471171670902	1	NAMRIL	Z011
Z011E0072	0.283782834626304	1	NAMRIL	Z011
Z011E0073	0.240012027319192	1	NAMRIL	Z011
Z011E0074	0.221071171670899	1	NAMRIL	Z011
Z011E0075	0.229820683694665	1	NAMRIL	Z011
Z011E0076	0.220831930508659	1	NAMRIL	Z011
Z011E0077	0.257268701071198	1	NAMRIL	Z011
Z011E0078	0.217042544957831	1	NAMRIL	Z011
Z011E0079	0.246898827718953	1	NAMRIL	Z011
Z011E0080	0.220445683694733	1	NAMRIL	Z011
Z011E0081	0.234244249103902	1	NAMRIL	Z011
Z011E0082	0.244667544957844	1	NAMRIL	Z011
Z011E0083	0.272939073365808	1	NAMRIL	Z011
Z011E0084	0.182367644794404	1	NAMRIL	Z011
Z011E0085	0.393273523295747	1	NAMRIL	Z011
Z011E0086	0.208523346487462	1	NAMRIL	Z011
Z011E0087	0.231417544957879	1	NAMRIL	Z011
Z011E0088	0.17966870107123	1	NAMRIL	Z011
Z011E0089	0.264747576037995	1	NAMRIL	Z011
Z011E0090	0.211018701071207	1	NAMRIL	Z011
Z011E0091	0.312821743748019	1	NAMRIL	Z011
Z011E0092	0.232532834626348	1	NAMRIL	Z011
Z011E0093	0.260292544957876	1	NAMRIL	Z011
Z011E0094	0.274743375870258	1	NAMRIL	Z011
Z011E0095	0.241500878291229	1	NAMRIL	Z011
Z011E0096	0.277189073365848	1	NAMRIL	Z011
Z011E0097	0.295712882887246	1	NAMRIL	Z011
Z011E0098	0.207659924664742	1	NAMRIL	Z011
Z011E0099	0.204909924664748	1	NAMRIL	Z011
Z011E0100	0.27380246755543	1	NAMRIL	Z011
Z011E0101	0.205709211624545	1	NAMRIL	Z011
Z011E0102	0.206018701071203	1	NAMRIL	Z011
Z011E0103	0.213735291528315	1	NAMRIL	Z011
Z011E0104	0.316727442930583	1	NAMRIL	Z011
Z011E0105	0.193071171670897	1	NAMRIL	Z011
Z011E0106	0.248796216222958	1	NAMRIL	Z011
Z011E0107	0.270832467399299	1	NAMRIL	Z011
Z011E0108	0.238651958194914	1	NAMRIL	Z011
Z011E0109	0.288959211624555	1	NAMRIL	Z011
Z011E0110	0.276859556719459	1	NAMRIL	Z011
Z011E0111	0.313286896513085	1	NAMRIL	Z011
Z011E0112	0.167512027319177	1	NAMRIL	Z011
Z011E0113	0.23795955671947	1	NAMRIL	Z011
Z011E0114	0.211234226631927	1	NAMRIL	Z011
Z011E0115	0.272986023490893	1	NAMRIL	Z011
Z011E0116	0.229640640139489	1	NAMRIL	Z011
Z011E0117	0.181276958194894	1	NAMRIL	Z011
Z011E0118	0.263276958194929	1	NAMRIL	Z011
Z011E0119	0.30377670946376	1	NAMRIL	Z011
Z011E0120	0.243118701071224	1	NAMRIL	Z011
Z011E0121	0.263173523490867	1	NAMRIL	Z011
Z011E0122	0.240912834470244	1	NAMRIL	Z011
Z011E0123	0.237989258204061	1	NAMRIL	Z011
Z011E0124	0.252328260835018	1	NAMRIL	Z011
Z011E0125	0.272602467555413	1	NAMRIL	Z011
Z011E0126	0.211970989587158	1	NAMRIL	Z011
Z011E0127	0.22757117167092	1	NAMRIL	Z011
Z011E0128	0.304970662997288	1	NAMRIL	Z011
Z011E0129	0.227568701071222	1	NAMRIL	Z011
Z011E0130	0.257377320988486	1	NAMRIL	Z011
Z011E0131	0.22298529152825	1	NAMRIL	Z011
Z011E0132	0.350407909925749	1	NAMRIL	Z011
Z011E0133	0.298332467399292	1	NAMRIL	Z011
Z011E0134	0.20795246755543	1	NAMRIL	Z011
Z011E0135	0.196334211624502	1	NAMRIL	Z011
Z011E0136	0.271959556719441	1	NAMRIL	Z011
Z011E0137	0.265784924664723	1	NAMRIL	Z011
Z011E0138	0.242584211624524	1	NAMRIL	Z011
Z011E0139	0.21854621622298	1	NAMRIL	Z011
Z011E0140	0.318698493715274	1	NAMRIL	Z011
Z011E0141	0.241432384945944	1	NAMRIL	Z011
Z011E0142	0.244948493715289	1	NAMRIL	Z011
Z011E0143	0.276000878291235	1	NAMRIL	Z011
Z011E0144	0.219193350343927	1	NAMRIL	Z011
Z011E0145	0.23257117167089	1	NAMRIL	Z011
Z011E0146	0.240555859156324	1	NAMRIL	Z011
Z011E0147	0.254959556719454	1	NAMRIL	Z011
Z011E0148	0.18883421162455	1	NAMRIL	Z011
Z011E0149	0.288862350361348	1	NAMRIL	Z011
Z011E0150	0.19154621622293	1	NAMRIL	Z011
Z011E0151	0.269250878291191	1	NAMRIL	Z011
Z011E0152	0.246208787729857	1	NAMRIL	Z011
Z011E0153	0.171198493715296	1	NAMRIL	Z011
Z011E0154	0.260301538741851	1	NAMRIL	Z011
Z011E0155	0.284747973195612	1	NAMRIL	Z011
Z011E0156	0.261986023490906	1	NAMRIL	Z011
Z011E0157	0.275621171670866	1	NAMRIL	Z011
Z011E0158	0.308300265388937	1	NAMRIL	Z011
Z011E0159	0.246375878291237	1	NAMRIL	Z011
Z011E0160	0.237130264899692	1	NAMRIL	Z011
Z011E0161	0.391363965572057	1	NAMRIL	Z011
Z011E0162	0.243367040697941	1	NAMRIL	Z011
Z011E0163	0.249867644794384	1	NAMRIL	Z011
Z011E0164	0.213974787651519	1	NAMRIL	Z011
Z011E0165	0.264912093051168	1	NAMRIL	Z011
