Genotype	KRN	Fix	pop$	FID$
Z009E0162	13.9073634401422	1	NAMRIL	Z009
Z009E0163	15.0255142135019	1	NAMRIL	Z009
Z009E0164	14.2432403434086	1	NAMRIL	Z009
Z009E0165	12.5088376893818	1	NAMRIL	Z009
Z009E0166	14.835934868712	1	NAMRIL	Z009
Z009E0167	13.5322162915998	1	NAMRIL	Z009
Z009E0168	16.2588376893799	1	NAMRIL	Z009
Z009E0169	14.5925925925925	1	NAMRIL	Z009
Z009E0170	13.8347907816872	1	NAMRIL	Z009
Z009E0171	13.6450532843312	1	NAMRIL	Z009
Z009E0172	14.0283402059193	1	NAMRIL	Z009
Z009E0173	16.7851053207404	1	NAMRIL	Z009
Z009E0174	13.6450532843312	1	NAMRIL	Z009
Z009E0175	14.1930777258552	1	NAMRIL	Z009
Z009E0176	17.4226867778255	1	NAMRIL	Z009
Z009E0177	12.4272027690681	1	NAMRIL	Z009
Z009E0178	13.8179305773147	1	NAMRIL	Z009
Z009E0179	15.6683276591548	1	NAMRIL	Z009
Z009E0180	14.2138099026031	1	NAMRIL	Z009
Z009E0181	12.6338376893813	1	NAMRIL	Z009
Z009E0182	12.6216491544269	1	NAMRIL	Z009
Z009E0183	17.3359348687126	1	NAMRIL	Z009
Z009E0184	16.3112284992156	1	NAMRIL	Z009
Z009E0185	11.821337689382	1	NAMRIL	Z009
Z009E0186	13.259610944902	1	NAMRIL	Z009
Z009E0187	14.1216491544272	1	NAMRIL	Z009
Z009E0188	15.6436657105929	1	NAMRIL	Z009
Z009E0189	13.1651482156689	1	NAMRIL	Z009
Z009E0190	13.258837689381	1	NAMRIL	Z009
Z009E0191	12.4881889697559	1	NAMRIL	Z009
Z009E0192	13.8453318268996	1	NAMRIL	Z009
Z009E0193	15.675073431331	1	NAMRIL	Z009
Z009E0194	14.1930777258549	1	NAMRIL	Z009
Z009E0195	14.4113893135955	1	NAMRIL	Z009
Z009E0196	13.5021961414745	1	NAMRIL	Z009
Z009E0197	14.6708701279579	1	NAMRIL	Z009
Z009E0198	15.2879104271876	1	NAMRIL	Z009
Z009E0199	13.2397999277871	1	NAMRIL	Z009
Z009E0200	12.6873963396255	1	NAMRIL	Z009
Z009E0201	17.7171924374003	1	NAMRIL	Z009
Z009E0202	11.5629699801764	1	NAMRIL	Z009
Z009E0219	12.5554006652085	1	NAMRIL	Z009
Z009E0223	11.1815028454698	1	NAMRIL	Z009
Z009E0243	15.1815028454685	1	NAMRIL	Z009
Z009E0257	16.1815028454689	1	NAMRIL	Z009
Z009E0266	12.1815028454697	1	NAMRIL	Z009
Z009E0284	19.1815028454715	1	NAMRIL	Z009
Z010E0001	15.6347110755764	1	NAMRIL	Z010
Z010E0002	14.7698200794761	1	NAMRIL	Z010
Z010E0003	12.7993692593758	1	NAMRIL	Z010
Z010E0004	13.5969427849292	1	NAMRIL	Z010
Z010E0005	13.8328494415065	1	NAMRIL	Z010
Z010E0006	14.1153334960042	1	NAMRIL	Z010
Z010E0007	16.0207296729607	1	NAMRIL	Z010
Z010E0008	13.8540630062924	1	NAMRIL	Z010
Z010E0009	13.3267719874083	1	NAMRIL	Z010
Z010E0010	17.0018956321495	1	NAMRIL	Z010
Z010E0011	13.0757935980811	1	NAMRIL	Z010
Z010E0012	16.4099070100746	1	NAMRIL	Z010
Z010E0013	14.6930777258558	1	NAMRIL	Z010
Z010E0014	14.964500593032	1	NAMRIL	Z010
Z010E0015	14.9073634401422	1	NAMRIL	Z010
Z010E0016	16.0088376893815	1	NAMRIL	Z010
Z010E0017	12.5018956321493	1	NAMRIL	Z010
Z010E0018	16.7816927908421	1	NAMRIL	Z010
Z010E0019	12.8827025927085	1	NAMRIL	Z010
Z010E0020	16.949694225703	1	NAMRIL	Z010
Z010E0021	11.4714459207603	1	NAMRIL	Z010
Z010E0022	13.0163542374121	1	NAMRIL	Z010
Z010E0023	15.0021961414732	1	NAMRIL	Z010
Z010E0024	13.7542034612885	1	NAMRIL	Z010
Z010E0025	15.162673719799	1	NAMRIL	Z010
Z010E0026	15.5547792540923	1	NAMRIL	Z010
Z010E0027	14.4463376893804	1	NAMRIL	Z010
Z010E0028	13.2938019166529	1	NAMRIL	Z010
Z010E0029	11.8947243226112	1	NAMRIL	Z010
Z010E0030	15.2264472174893	1	NAMRIL	Z010
Z010E0031	14.4787920115698	1	NAMRIL	Z010
Z010E0032	13.7588376893814	1	NAMRIL	Z010
Z010E0033	12.4127426670832	1	NAMRIL	Z010
Z010E0034	11.7645062972856	1	NAMRIL	Z010
Z010E0035	12.8213376893813	1	NAMRIL	Z010
Z010E0036	11.0736247129033	1	NAMRIL	Z010
Z010E0037	16.1163608923699	1	NAMRIL	Z010
Z010E0038	13.1338376893813	1	NAMRIL	Z010
Z010E0039	12.7396854627887	1	NAMRIL	Z010
Z010E0040	12.4463376893813	1	NAMRIL	Z010
Z010E0041	16.3530166868807	1	NAMRIL	Z010
Z010E0042	13.488188969756	1	NAMRIL	Z010
Z010E0043	12.9941998621978	1	NAMRIL	Z010
Z010E0044	13.7645062972837	1	NAMRIL	Z010
Z010E0045	13.5502205829986	1	NAMRIL	Z010
Z010E0046	14.5765736767406	1	NAMRIL	Z010
Z010E0047	16.883837689382	1	NAMRIL	Z010
Z010E0048	14.8663608923701	1	NAMRIL	Z010
Z010E0049	13.811228499214	1	NAMRIL	Z010
Z010E0050	15.8047792540945	1	NAMRIL	Z010
Z010E0051	13.0875367946231	1	NAMRIL	Z010
Z010E0052	11.8838376893814	1	NAMRIL	Z010
Z010E0053	14.6450532843306	1	NAMRIL	Z010
Z010E0054	14.2885750384565	1	NAMRIL	Z010
Z010E0055	13.4744049378209	1	NAMRIL	Z010
Z010E0056	15.4787920115694	1	NAMRIL	Z010
Z010E0057	11.5757935980806	1	NAMRIL	Z010
Z010E0058	13.8697143401738	1	NAMRIL	Z010
Z010E0059	13.7024746840401	1	NAMRIL	Z010
Z010E0060	12.2024746840421	1	NAMRIL	Z010
Z010E0061	17.9372118282972	1	NAMRIL	Z010
Z010E0062	13.1058276591539	1	NAMRIL	Z010
Z010E0063	13.3213376893813	1	NAMRIL	Z010
Z010E0064	13.3663608923699	1	NAMRIL	Z010
Z010E0065	13.8912472839831	1	NAMRIL	Z010
Z010E0066	13.5875367946238	1	NAMRIL	Z010
Z010E0067	12.7425902772804	1	NAMRIL	Z010
Z010E0068	14.1216491544268	1	NAMRIL	Z010
Z010E0069	13.250350104644	1	NAMRIL	Z010
Z010E0070	14.2645062972842	1	NAMRIL	Z010
Z010E0071	16.2214459207604	1	NAMRIL	Z010
Z010E0072	15.9881889697549	1	NAMRIL	Z010
Z010E0073	16.2432403434072	1	NAMRIL	Z010
Z010E0074	15.549366286235	1	NAMRIL	Z010
Z010E0075	15.5887244528619	1	NAMRIL	Z010
Z010E0076	15.0464552034413	1	NAMRIL	Z010
Z010E0077	17.5765736767436	1	NAMRIL	Z010
Z010E0078	16.7033325017526	1	NAMRIL	Z010
Z010E0079	15.3099003551152	1	NAMRIL	Z010
Z010E0080	13.3612126667359	1	NAMRIL	Z010
Z010E0081	15.2024746840413	1	NAMRIL	Z010
Z010E0082	17.1032696633467	1	NAMRIL	Z010
Z010E0083	15.1930777258562	1	NAMRIL	Z010
Z010E0084	11.687683702236	1	NAMRIL	Z010
Z010E0085	12.5969427849289	1	NAMRIL	Z010
Z010E0086	12.9660359260421	1	NAMRIL	Z010
Z010E0087	13.8654911408145	1	NAMRIL	Z010
Z010E0088	15.7645062972845	1	NAMRIL	Z010
Z010E0089	14.2741918762474	1	NAMRIL	Z010
Z010E0090	13.0088376893808	1	NAMRIL	Z010
Z010E0091	11.5502205829972	1	NAMRIL	Z010
Z010E0092	14.1963376893812	1	NAMRIL	Z010
Z010E0093	13.7757935980811	1	NAMRIL	Z010
Z010E0094	15.1270283813693	1	NAMRIL	Z010
Z010E0095	16.5003501046439	1	NAMRIL	Z010
Z010E0096	14.0280489393266	1	NAMRIL	Z010
Z010E0097	13.1941998621982	1	NAMRIL	Z010
Z010E0098	16.9881889697548	1	NAMRIL	Z010
Z010E0099	15.6285673658978	1	NAMRIL	Z010
Z010E0100	14.1021857009478	1	NAMRIL	Z010
Z010E0101	15.4941998621968	1	NAMRIL	Z010
Z010E0102	13.1930777258551	1	NAMRIL	Z010
Z010E0103	11.9154174056487	1	NAMRIL	Z010
Z010E0104	13.0502205829983	1	NAMRIL	Z010
Z010E0105	13.849687570745	1	NAMRIL	Z010
Z010E0106	15.3808227071408	1	NAMRIL	Z010
Z010E0107	13.3359348687118	1	NAMRIL	Z010
Z010E0108	12.8826570706429	1	NAMRIL	Z010
Z010E0109	13.3663608923689	1	NAMRIL	Z010
Z010E0110	12.0493692593757	1	NAMRIL	Z010
Z010E0111	15.7289176965633	1	NAMRIL	Z010
Z010E0112	12.4787920115703	1	NAMRIL	Z010
Z010E0113	14.9483594575091	1	NAMRIL	Z010
Z010E0114	15.6216491544267	1	NAMRIL	Z010
Z010E0115	13.7385374090021	1	NAMRIL	Z010
Z010E0116	14.1285673658984	1	NAMRIL	Z010
Z010E0117	12.5359291644623	1	NAMRIL	Z010
Z010E0118	13.0887244528593	1	NAMRIL	Z010
Z010E0119	16.1073577358903	1	NAMRIL	Z010
Z010E0120	11.8203018962666	1	NAMRIL	Z010
Z010E0121	13.4285673658976	1	NAMRIL	Z010
Z010E0122	11.7024746840406	1	NAMRIL	Z010
Z010E0123	14.283027559037	1	NAMRIL	Z010
Z010E0124	15.6963376893825	1	NAMRIL	Z010
Z010E0125	16.5865666422098	1	NAMRIL	Z010
Z010E0126	14.8941998621966	1	NAMRIL	Z010
Z010E0127	12.8034444858975	1	NAMRIL	Z010
Z010E0128	13.311228499215	1	NAMRIL	Z010
Z010E0129	15.3126837022367	1	NAMRIL	Z010
Z010E0130	19.0626837022392	1	NAMRIL	Z010
Z010E0131	16.9073634401397	1	NAMRIL	Z010
Z010E0132	13.9073634401418	1	NAMRIL	Z010
Z010E0133	14.7612126667356	1	NAMRIL	Z010
Z010E0134	11.7426220841726	1	NAMRIL	Z010
Z010E0135	15.7467164924644	1	NAMRIL	Z010
Z010E0136	13.0765736767404	1	NAMRIL	Z010
Z010E0137	13.1930777258553	1	NAMRIL	Z010
Z010E0138	13.7542034612905	1	NAMRIL	Z010
Z010E0139	13.9073634401435	1	NAMRIL	Z010
Z010E0140	15.672057786196	1	NAMRIL	Z010
Z010E0141	14.1213933509338	1	NAMRIL	Z010
Z010E0142	14.0657423719775	1	NAMRIL	Z010
Z010E0143	12.1313678245138	1	NAMRIL	Z010
Z010E0144	14.4061401220503	1	NAMRIL	Z010
Z010E0145	12.2588376893817	1	NAMRIL	Z010
Z010E0146	15.7841042445953	1	NAMRIL	Z010
Z010E0147	15.2419055752125	1	NAMRIL	Z010
Z010E0148	13.5393683116879	1	NAMRIL	Z010
Z010E0149	12.9305839338603	1	NAMRIL	Z010
Z010E0150	8.65337872676301	1	NAMRIL	Z010
Z010E0151	16.1216491544259	1	NAMRIL	Z010
Z010E0152	14.196337689381	1	NAMRIL	Z010
Z010E0153	13.1941998621974	1	NAMRIL	Z010
Z010E0154	15.7697243226116	1	NAMRIL	Z010
Z010E0155	14.2588376893817	1	NAMRIL	Z010
Z010E0156	12.6996942257056	1	NAMRIL	Z010
Z010E0157	12.8741918762475	1	NAMRIL	Z010
Z010E0158	17.8932336884486	1	NAMRIL	Z010
Z010E0159	14.5207296729582	1	NAMRIL	Z010
Z010E0160	14.2588376893808	1	NAMRIL	Z010
Z010E0161	12.7588376893816	1	NAMRIL	Z010
Z010E0162	11.6533787267636	1	NAMRIL	Z010
Z010E0163	13.7024746840406	1	NAMRIL	Z010
Z010E0164	16.0321578074797	1	NAMRIL	Z010
Z010E0165	14.6543440350491	1	NAMRIL	Z010
Z010E0166	13.4932403434074	1	NAMRIL	Z010
Z010E0167	11.8663608923712	1	NAMRIL	Z010
Z010E0168	15.972311690808	1	NAMRIL	Z010
Z010E0169	15.4540856420732	1	NAMRIL	Z010
Z010E0170	16.2612126667362	1	NAMRIL	Z010
Z010E0171	14.9127426670846	1	NAMRIL	Z010
Z010E0172	13.9496942257042	1	NAMRIL	Z010
Z010E0173	15.7432403434084	1	NAMRIL	Z010
Z010E0174	17.5789077141259	1	NAMRIL	Z010
Z010E0175	14.2465438121445	1	NAMRIL	Z010
Z010E0176	14.3103323772587	1	NAMRIL	Z010
Z010E0177	13.3616735392536	1	NAMRIL	Z010
Z010E0178	13.6885750384566	1	NAMRIL	Z010
Z010E0179	13.1950068725866	1	NAMRIL	Z010
Z010E0180	15.5765736767404	1	NAMRIL	Z010
Z010E0181	15.6919336388322	1	NAMRIL	Z010
Z010E0182	13.9444444448144	1	NAMRIL	Z010
Z010E0183	14.8328494415055	1	NAMRIL	Z010
Z010E0184	17.7645062972826	1	NAMRIL	Z010
Z010E0185	15.2645062972842	1	NAMRIL	Z010
Z010E0186	14.9073634401417	1	NAMRIL	Z010
Z010E0187	16.0330275590383	1	NAMRIL	Z010
Z010E0188	13.9757935980813	1	NAMRIL	Z010
Z010E0189	13.4373963396255	1	NAMRIL	Z010
Z010E0190	12.5887244528605	1	NAMRIL	Z010
Z010E0191	13.121649154427	1	NAMRIL	Z010
Z010E0192	12.9273518651957	1	NAMRIL	Z010
Z010E0193	13.1720577861948	1	NAMRIL	Z010
Z010E0194	12.7588376893816	1	NAMRIL	Z010
Z010E0195	14.3464552034421	1	NAMRIL	Z010
Z010E0196	12.102185700947	1	NAMRIL	Z010
Z010E0197	16.0596175411835	1	NAMRIL	Z010
Z010E0198	15.2397999277858	1	NAMRIL	Z010
Z010E0199	14.0555998099401	1	NAMRIL	Z010
Z010E0200	16.5657423719777	1	NAMRIL	Z010
Z010E0201	16.9681241159746	1	NAMRIL	Z010
Z010E0202	13.2782019242106	1	NAMRIL	Z010
Z010E0214	11.1815028454688	1	NAMRIL	Z010
Z010E0266	14.1815028454692	1	NAMRIL	Z010
Z010E0267	12.1815028454673	1	NAMRIL	Z010
Z010E0280	16.1815028454689	1	NAMRIL	Z010
Z010E0283	14.6815028454696	1	NAMRIL	Z010
Z011E0001	14.3213376893808	1	NAMRIL	Z011
Z011E0002	14.4647011578476	1	NAMRIL	Z011
Z011E0003	15.8203018962661	1	NAMRIL	Z011
Z011E0004	10.8915321961708	1	NAMRIL	Z011
Z011E0005	16.5765736767394	1	NAMRIL	Z011
Z011E0006	13.4436721043913	1	NAMRIL	Z011
Z011E0007	15.3813678245133	1	NAMRIL	Z011
Z011E0008	16.6453622831858	1	NAMRIL	Z011
Z011E0009	12.1983915064836	1	NAMRIL	Z011
Z011E0010	14.4138099026034	1	NAMRIL	Z011
Z011E0011	19.1040630062928	1	NAMRIL	Z011
Z011E0012	18.6267156947601	1	NAMRIL	Z011
Z011E0013	11.9210329601229	1	NAMRIL	Z011
Z011E0014	12.3540630062924	1	NAMRIL	Z011
Z011E0015	12.5003501046441	1	NAMRIL	Z011
Z011E0016	16.7808227071414	1	NAMRIL	Z011
Z011E0017	12.2419055752121	1	NAMRIL	Z011
Z011E0018	15.1873963396256	1	NAMRIL	Z011
Z011E0019	14.8646854627888	1	NAMRIL	Z011
Z011E0020	11.3827025927088	1	NAMRIL	Z011
Z011E0021	13.8593389986168	1	NAMRIL	Z011
Z011E0022	14.3103323772589	1	NAMRIL	Z011
Z011E0023	13.8359348687121	1	NAMRIL	Z011
Z011E0024	15.4787920115699	1	NAMRIL	Z011
Z011E0025	15.3827025927091	1	NAMRIL	Z011
Z011E0026	16.1930777258553	1	NAMRIL	Z011
Z011E0027	14.6546710218825	1	NAMRIL	Z011
Z011E0028	13.1464552034419	1	NAMRIL	Z011
Z011E0029	14.3213376893817	1	NAMRIL	Z011
Z011E0030	13.3112284992157	1	NAMRIL	Z011
Z011E0031	13.6338376893822	1	NAMRIL	Z011
Z011E0032	14.6692368731188	1	NAMRIL	Z011
Z011E0033	14.8213376893819	1	NAMRIL	Z011
Z011E0034	12.7432403434079	1	NAMRIL	Z011
Z011E0035	10.8347907816889	1	NAMRIL	Z011
Z011E0036	13.9808227071432	1	NAMRIL	Z011
Z011E0037	14.883837689381	1	NAMRIL	Z011
Z011E0038	14.0088376893823	1	NAMRIL	Z011
Z011E0039	12.6950068725862	1	NAMRIL	Z011
Z011E0040	13.0765736767411	1	NAMRIL	Z011
Z011E0041	12.8229425421566	1	NAMRIL	Z011
Z011E0042	15.0255142135005	1	NAMRIL	Z011
Z011E0043	12.6873963396262	1	NAMRIL	Z011
Z011E0044	14.1629504867921	1	NAMRIL	Z011
Z011E0045	11.9463376893813	1	NAMRIL	Z011
Z011E0046	13.1411762786536	1	NAMRIL	Z011
Z011E0047	20.4787920115717	1	NAMRIL	Z011
Z011E0048	18.0338973105961	1	NAMRIL	Z011
Z011E0049	11.7830275590378	1	NAMRIL	Z011
Z011E0050	18.3223741163797	1	NAMRIL	Z011
Z011E0051	20.131046112615	1	NAMRIL	Z011
Z011E0052	12.0705780293782	1	NAMRIL	Z011
Z011E0053	13.2147011578465	1	NAMRIL	Z011
Z011E0054	14.9307675700449	1	NAMRIL	Z011
Z011E0055	13.6683713563577	1	NAMRIL	Z011
Z011E0056	12.6338376893814	1	NAMRIL	Z011
Z011E0057	12.754056351333	1	NAMRIL	Z011
Z011E0058	12.4099070100734	1	NAMRIL	Z011
Z011E0059	15.4294345358182	1	NAMRIL	Z011
Z011E0060	13.9885750384567	1	NAMRIL	Z011
Z011E0061	12.4373963396259	1	NAMRIL	Z011
Z011E0062	13.2055251786944	1	NAMRIL	Z011
Z011E0063	13.3540630062939	1	NAMRIL	Z011
Z011E0064	18.9792209853069	1	NAMRIL	Z011
Z011E0065	18.0539861211604	1	NAMRIL	Z011
Z011E0066	14.4283335509607	1	NAMRIL	Z011
Z011E0067	15.4794884758657	1	NAMRIL	Z011
Z011E0068	13.2147011578473	1	NAMRIL	Z011
Z011E0069	13.6038784949626	1	NAMRIL	Z011
Z011E0070	13.9062193531174	1	NAMRIL	Z011
Z011E0071	15.3138099026034	1	NAMRIL	Z011
Z011E0072	17.2791379697599	1	NAMRIL	Z011
Z011E0073	14.5480344911822	1	NAMRIL	Z011
Z011E0074	12.1873963396251	1	NAMRIL	Z011
Z011E0075	13.4062193531175	1	NAMRIL	Z011
Z011E0076	12.7588376893816	1	NAMRIL	Z011
Z011E0077	14.5316491544254	1	NAMRIL	Z011
Z011E0078	14.1941998621987	1	NAMRIL	Z011
Z011E0079	14.1944575626466	1	NAMRIL	Z011
Z011E0080	17.2633622102603	1	NAMRIL	Z011
Z011E0081	14.8942268906815	1	NAMRIL	Z011
Z011E0082	17.2645062972827	1	NAMRIL	Z011
Z011E0083	14.508837689381	1	NAMRIL	Z011
Z011E0084	16.0713376893804	1	NAMRIL	Z011
Z011E0085	15.2203018962644	1	NAMRIL	Z011
Z011E0086	15.6355798570451	1	NAMRIL	Z011
Z011E0087	15.1930777258544	1	NAMRIL	Z011
Z011E0088	21.9464552034422	1	NAMRIL	Z011
Z011E0089	13.2423278642592	1	NAMRIL	Z011
Z011E0090	15.846455203441	1	NAMRIL	Z011
Z011E0091	13.8200804826695	1	NAMRIL	Z011
Z011E0092	13.6661827748396	1	NAMRIL	Z011
Z011E0093	14.4073634401412	1	NAMRIL	Z011
Z011E0094	17.8865452391507	1	NAMRIL	Z011
Z011E0095	13.3359348687132	1	NAMRIL	Z011
Z011E0096	13.4062193531178	1	NAMRIL	Z011
Z011E0097	13.5713376893825	1	NAMRIL	Z011
Z011E0098	14.2825545989257	1	NAMRIL	Z011
Z011E0099	15.0021961414748	1	NAMRIL	Z011
Z011E0100	13.9085722418795	1	NAMRIL	Z011
Z011E0101	15.4073634401409	1	NAMRIL	Z011
Z011E0102	16.2464552034412	1	NAMRIL	Z011
Z011E0103	18.3413140956562	1	NAMRIL	Z011
Z011E0104	13.1365452391494	1	NAMRIL	Z011
Z011E0105	13.4373963396259	1	NAMRIL	Z011
Z011E0106	14.8838376893813	1	NAMRIL	Z011
Z011E0107	16.5334576377259	1	NAMRIL	Z011
Z011E0108	18.1038784949642	1	NAMRIL	Z011
Z011E0109	14.437396339625	1	NAMRIL	Z011
Z011E0110	13.2879104271885	1	NAMRIL	Z011
Z011E0111	17.0610361347893	1	NAMRIL	Z011
Z011E0112	16.9647011578488	1	NAMRIL	Z011
Z011E0113	15.0493692593761	1	NAMRIL	Z011
Z011E0114	12.3701687743397	1	NAMRIL	Z011
Z011E0115	15.8540630062934	1	NAMRIL	Z011
Z011E0116	16.4213408203241	1	NAMRIL	Z011
Z011E0117	15.4167603983256	1	NAMRIL	Z011
Z011E0118	13.8252389085467	1	NAMRIL	Z011
Z011E0119	14.9192368731185	1	NAMRIL	Z011
Z011E0120	14.4932403434078	1	NAMRIL	Z011
Z011E0121	13.8464552034422	1	NAMRIL	Z011
Z011E0122	13.1443883521928	1	NAMRIL	Z011
Z011E0123	12.96830909253	1	NAMRIL	Z011
Z011E0124	12.7160359260424	1	NAMRIL	Z011
Z011E0125	13.1585722418791	1	NAMRIL	Z011
Z011E0126	13.5393033238025	1	NAMRIL	Z011
Z011E0127	15.8359348687124	1	NAMRIL	Z011
Z011E0128	15.3741918762475	1	NAMRIL	Z011
Z011E0129	15.0765736767392	1	NAMRIL	Z011
Z011E0130	14.6461551425315	1	NAMRIL	Z011
Z011E0131	13.59694278493	1	NAMRIL	Z011
Z011E0132	12.684679668766	1	NAMRIL	Z011
Z011E0133	12.553067678134	1	NAMRIL	Z011
Z011E0134	13.6585722418787	1	NAMRIL	Z011
Z011E0135	15.4787920115702	1	NAMRIL	Z011
Z011E0136	16.1450532843311	1	NAMRIL	Z011
Z011E0137	18.0493692593751	1	NAMRIL	Z011
Z011E0138	15.394199862198	1	NAMRIL	Z011
Z011E0139	14.758837689382	1	NAMRIL	Z011
Z011E0140	15.1873492051547	1	NAMRIL	Z011
Z011E0141	12.7633622102601	1	NAMRIL	Z011
Z011E0142	15.181502845471	1	NAMRIL	Z011
Z011E0143	13.3359348687122	1	NAMRIL	Z011
Z011E0144	17.8850958891842	1	NAMRIL	Z011
Z011E0145	13.7941998621993	1	NAMRIL	Z011
Z011E0146	14.4101053221096	1	NAMRIL	Z011
Z011E0147	14.6876837022387	1	NAMRIL	Z011
Z011E0148	19.4787920115722	1	NAMRIL	Z011
Z011E0149	13.6919336388314	1	NAMRIL	Z011
Z011E0150	12.2588376893819	1	NAMRIL	Z011
Z011E0151	15.3540630062929	1	NAMRIL	Z011
Z011E0152	14.1787863073195	1	NAMRIL	Z011
Z011E0153	17.5115452391507	1	NAMRIL	Z011
Z011E0154	13.5283402059194	1	NAMRIL	Z011
Z011E0155	13.8103323772601	1	NAMRIL	Z011
Z011E0156	15.1873963396258	1	NAMRIL	Z011
Z011E0157	14.6040630062921	1	NAMRIL	Z011
Z011E0158	12.6213408203235	1	NAMRIL	Z011
Z011E0159	16.2830275590377	1	NAMRIL	Z011
Z011E0160	14.5976053207417	1	NAMRIL	Z011
Z011E0161	11.3299916765261	1	NAMRIL	Z011
Z011E0162	12.388487250167	1	NAMRIL	Z011
Z011E0163	16.8663608923714	1	NAMRIL	Z011
Z011E0164	13.9776479245456	1	NAMRIL	Z011
Z011E0165	16.3792209853087	1	NAMRIL	Z011
Z011E0166	16.2432403434068	1	NAMRIL	Z011
Z011E0167	15.9372118282943	1	NAMRIL	Z011
Z011E0168	14.6103387710586	1	NAMRIL	Z011
Z011E0169	12.6726671014088	1	NAMRIL	Z011
Z011E0170	13.9787920115694	1	NAMRIL	Z011
Z011E0171	13.2269990439257	1	NAMRIL	Z011
Z011E0172	12.0599003551162	1	NAMRIL	Z011
Z011E0173	15.1365452391489	1	NAMRIL	Z011
Z011E0174	15.270545161629	1	NAMRIL	Z011
Z011E0175	10.6745229219041	1	NAMRIL	Z011
Z011E0176	15.3359348687119	1	NAMRIL	Z011
Z011E0177	13.882657070644	1	NAMRIL	Z011
Z011E0178	15.8537411181034	1	NAMRIL	Z011
Z011E0179	14.2991314816583	1	NAMRIL	Z011
Z011E0180	15.7879104271883	1	NAMRIL	Z011
Z011E0181	13.7229425421569	1	NAMRIL	Z011
Z011E0182	12.9716042445956	1	NAMRIL	Z011
Z011E0183	16.0626837022364	1	NAMRIL	Z011
Z011E0184	14.8813678245148	1	NAMRIL	Z011
Z011E0185	12.0207296729589	1	NAMRIL	Z011
Z011E0186	14.991905575212	1	NAMRIL	Z011
Z011E0187	12.0490764959746	1	NAMRIL	Z011
Z011E0188	14.3876932929351	1	NAMRIL	Z011
Z011E0189	16.1930777258546	1	NAMRIL	Z011
Z011E0190	16.3876932929354	1	NAMRIL	Z011
Z011E0191	10.7399525477836	1	NAMRIL	Z011
Z011E0192	14.2596109449016	1	NAMRIL	Z011
Z011E0193	15.5723741163812	1	NAMRIL	Z011
Z011E0194	17.3229425421591	1	NAMRIL	Z011
Z011E0195	13.9574852884842	1	NAMRIL	Z011
Z011E0196	18.9105252693101	1	NAMRIL	Z011
Z011E0197	13.7645062972838	1	NAMRIL	Z011
Z011E0198	17.671032960122	1	NAMRIL	Z011
Z011E0199	14.4210329601226	1	NAMRIL	Z011
Z011E0200	14.0269656440642	1	NAMRIL	Z011
Z011E0201	17.0153436818824	1	NAMRIL	Z011
Z011E0202	13.1198265271879	1	NAMRIL	Z011
Z011E0217	13.1815028454708	1	NAMRIL	Z011
Z011E0226	16.1815028454706	1	NAMRIL	Z011
Z011E0230	16.1815028454706	1	NAMRIL	Z011
Z011E0282	13.1815028454706	1	NAMRIL	Z011
Z012E0001	13.9776479245452	1	NAMRIL	Z012
Z012E0002	15.6327025927079	1	NAMRIL	Z012
Z012E0003	18.0229425421549	1	NAMRIL	Z012
Z012E0004	12.5088376893819	1	NAMRIL	Z012
Z012E0005	19.6205050674032	1	NAMRIL	Z012
Z012E0006	13.6040630062923	1	NAMRIL	Z012
Z012E0007	16.258837689382	1	NAMRIL	Z012
Z012E0008	15.9722506010751	1	NAMRIL	Z012
Z012E0009	12.1338376893818	1	NAMRIL	Z012
Z012E0010	13.9660359260425	1	NAMRIL	Z012
Z012E0011	16.1338376893815	1	NAMRIL	Z012
Z012E0012	12.3684386549879	1	NAMRIL	Z012
Z012E0013	16.8265736767403	1	NAMRIL	Z012
Z012E0014	12.1851851831234	1	NAMRIL	Z012
Z012E0015	16.2645062972845	1	NAMRIL	Z012
Z012E0016	13.4099070100738	1	NAMRIL	Z012
Z012E0017	15.3359348687126	1	NAMRIL	Z012
Z012E0018	17.0207296729593	1	NAMRIL	Z012
Z012E0019	16.8187965420199	1	NAMRIL	Z012
Z012E0020	14.8359348687117	1	NAMRIL	Z012
Z012E0021	15.5088376893823	1	NAMRIL	Z012
Z012E0022	14.3838376893813	1	NAMRIL	Z012
Z012E0023	13.0502205829979	1	NAMRIL	Z012
Z012E0024	14.5736247129019	1	NAMRIL	Z012
Z012E0025	14.1205050674027	1	NAMRIL	Z012
Z012E0026	14.2851053207413	1	NAMRIL	Z012
Z012E0027	12.3546693999656	1	NAMRIL	Z012
Z012E0028	14.1808227071417	1	NAMRIL	Z012
Z012E0029	13.2588376893817	1	NAMRIL	Z012
Z012E0030	16.6450532843319	1	NAMRIL	Z012
Z012E0031	12.8650261241754	1	NAMRIL	Z012
Z012E0032	16.3881125874264	1	NAMRIL	Z012
Z012E0033	15.477587689382	1	NAMRIL	Z012
Z012E0034	14.2588376893826	1	NAMRIL	Z012
Z012E0035	14.5088376893811	1	NAMRIL	Z012
Z012E0036	11.0088376893813	1	NAMRIL	Z012
Z012E0037	12.8838376893817	1	NAMRIL	Z012
Z012E0038	13.6327025927088	1	NAMRIL	Z012
Z012E0039	18.1930777258552	1	NAMRIL	Z012
Z012E0040	14.7588376893812	1	NAMRIL	Z012
