Genotype	KC	Fix	pop$	FID$
Z009E0156	306.275996832666	1	NAMRIL	Z009
Z009E0157	331.836517733959	1	NAMRIL	Z009
Z009E0158	230.070062025407	1	NAMRIL	Z009
Z009E0159	299.638853145728	1	NAMRIL	Z009
Z009E0160	440.523276257468	1	NAMRIL	Z009
Z009E0161	317.384219745036	1	NAMRIL	Z009
Z009E0162	296.401856124206	1	NAMRIL	Z009
Z009E0163	277.068425454128	1	NAMRIL	Z009
Z009E0164	345.623484110299	1	NAMRIL	Z009
Z009E0165	305.011771964894	1	NAMRIL	Z009
Z009E0166	275.522246120357	1	NAMRIL	Z009
Z009E0167	322.026076840764	1	NAMRIL	Z009
Z009E0168	363.287679207058	1	NAMRIL	Z009
Z009E0169	316.699431523606	1	NAMRIL	Z009
Z009E0170	298.099266823788	1	NAMRIL	Z009
Z009E0171	307.383000046042	1	NAMRIL	Z009
Z009E0172	314.899689889661	1	NAMRIL	Z009
Z009E0173	321.95645584836	1	NAMRIL	Z009
Z009E0174	300.418398703878	1	NAMRIL	Z009
Z009E0175	272.985340335162	1	NAMRIL	Z009
Z009E0176	283.306918574329	1	NAMRIL	Z009
Z009E0177	143.761070205408	1	NAMRIL	Z009
Z009E0178	330.384433430989	1	NAMRIL	Z009
Z009E0179	232.792711131317	1	NAMRIL	Z009
Z009E0180	274.16028299493	1	NAMRIL	Z009
Z009E0181	194.103809842433	1	NAMRIL	Z009
Z009E0182	259.247038326748	1	NAMRIL	Z009
Z009E0183	306.737012549047	1	NAMRIL	Z009
Z009E0184	334.162413680224	1	NAMRIL	Z009
Z009E0185	201.819445771151	1	NAMRIL	Z009
Z009E0186	149.777789243823	1	NAMRIL	Z009
Z009E0187	290.867291574719	1	NAMRIL	Z009
Z009E0188	270.270407475205	1	NAMRIL	Z009
Z009E0189	244.869294486413	1	NAMRIL	Z009
Z009E0190	289.32033892578	1	NAMRIL	Z009
Z009E0191	312.65206963797	1	NAMRIL	Z009
Z009E0192	254.989257703308	1	NAMRIL	Z009
Z009E0193	316.1244352853	1	NAMRIL	Z009
Z009E0194	246.303089808793	1	NAMRIL	Z009
Z009E0195	236.864937110709	1	NAMRIL	Z009
Z009E0196	278.227513068423	1	NAMRIL	Z009
Z009E0197	292.262789820926	1	NAMRIL	Z009
Z009E0198	345.225479622536	1	NAMRIL	Z009
Z009E0199	299.258897768133	1	NAMRIL	Z009
Z009E0200	294.086264761838	1	NAMRIL	Z009
Z009E0201	390.622084115972	1	NAMRIL	Z009
Z009E0202	164.715293169817	1	NAMRIL	Z009
Z009E0219	202.123784353895	1	NAMRIL	Z009
Z009E0223	261.282629666804	1	NAMRIL	Z009
Z009E0243	355.128783512998	1	NAMRIL	Z009
Z009E0257	256.857342310305	1	NAMRIL	Z009
Z009E0266	218.462116846266	1	NAMRIL	Z009
Z009E0284	316.931752473741	1	NAMRIL	Z009
Z010E0001	254.716587736978	1	NAMRIL	Z010
Z010E0002	277.999308969124	1	NAMRIL	Z010
Z010E0003	221.272684202924	1	NAMRIL	Z010
Z010E0004	243.289253385433	1	NAMRIL	Z010
Z010E0005	305.666152401548	1	NAMRIL	Z010
Z010E0006	213.502951857081	1	NAMRIL	Z010
Z010E0007	197.944926148689	1	NAMRIL	Z010
Z010E0008	207.593097343951	1	NAMRIL	Z010
Z010E0009	241.348566503273	1	NAMRIL	Z010
Z010E0010	247.458918185832	1	NAMRIL	Z010
Z010E0011	165.389210586584	1	NAMRIL	Z010
Z010E0012	272.818953719417	1	NAMRIL	Z010
Z010E0013	352.567897866205	1	NAMRIL	Z010
Z010E0014	389.643843653271	1	NAMRIL	Z010
Z010E0015	235.553305767906	1	NAMRIL	Z010
Z010E0016	363.679168259457	1	NAMRIL	Z010
Z010E0017	234.654538741832	1	NAMRIL	Z010
Z010E0018	259.195479275953	1	NAMRIL	Z010
Z010E0019	208.71691499386	1	NAMRIL	Z010
Z010E0020	355.324917655098	1	NAMRIL	Z010
Z010E0021	150.948543781562	1	NAMRIL	Z010
Z010E0022	297.204752292789	1	NAMRIL	Z010
Z010E0023	288.592693058024	1	NAMRIL	Z010
Z010E0024	220.350456557116	1	NAMRIL	Z010
Z010E0025	268.198706841389	1	NAMRIL	Z010
Z010E0026	253.605809782746	1	NAMRIL	Z010
Z010E0027	282.578459195901	1	NAMRIL	Z010
Z010E0028	225.009688609494	1	NAMRIL	Z010
Z010E0029	200.134988967173	1	NAMRIL	Z010
Z010E0030	282.561777810867	1	NAMRIL	Z010
Z010E0031	364.054105424464	1	NAMRIL	Z010
Z010E0032	253.667647143647	1	NAMRIL	Z010
Z010E0033	235.767510400493	1	NAMRIL	Z010
Z010E0034	277.776088151557	1	NAMRIL	Z010
Z010E0035	258.341541591704	1	NAMRIL	Z010
Z010E0036	237.100914155382	1	NAMRIL	Z010
Z010E0037	203.47611307523	1	NAMRIL	Z010
Z010E0038	238.721304857257	1	NAMRIL	Z010
Z010E0039	266.524203848169	1	NAMRIL	Z010
Z010E0040	186.651159108942	1	NAMRIL	Z010
Z010E0041	163.272519517333	1	NAMRIL	Z010
Z010E0042	217.477238355585	1	NAMRIL	Z010
Z010E0043	239.952150142964	1	NAMRIL	Z010
Z010E0044	254.943602294923	1	NAMRIL	Z010
Z010E0045	194.618693165285	1	NAMRIL	Z010
Z010E0046	239.507274203441	1	NAMRIL	Z010
Z010E0047	341.858345966617	1	NAMRIL	Z010
Z010E0048	225.895158044125	1	NAMRIL	Z010
Z010E0049	149.858762144242	1	NAMRIL	Z010
Z010E0050	254.198750147698	1	NAMRIL	Z010
Z010E0051	220.282804427917	1	NAMRIL	Z010
Z010E0052	304.271812748915	1	NAMRIL	Z010
Z010E0053	172.949837180667	1	NAMRIL	Z010
Z010E0054	262.473238131788	1	NAMRIL	Z010
Z010E0055	172.269343345475	1	NAMRIL	Z010
Z010E0056	229.552013067478	1	NAMRIL	Z010
Z010E0057	216.237598717754	1	NAMRIL	Z010
Z010E0058	144.133960501149	1	NAMRIL	Z010
Z010E0059	251.090109396667	1	NAMRIL	Z010
Z010E0060	165.62343707456	1	NAMRIL	Z010
Z010E0061	440.418801666817	1	NAMRIL	Z010
Z010E0062	270.083839024482	1	NAMRIL	Z010
Z010E0063	280.244365168056	1	NAMRIL	Z010
Z010E0064	201.464425197119	1	NAMRIL	Z010
Z010E0065	166.34192905698	1	NAMRIL	Z010
Z010E0066	138.135598114787	1	NAMRIL	Z010
Z010E0067	226.117888993478	1	NAMRIL	Z010
Z010E0068	213.63524959554	1	NAMRIL	Z010
Z010E0069	365.493155982681	1	NAMRIL	Z010
Z010E0070	232.043315675311	1	NAMRIL	Z010
Z010E0071	376.583580823201	1	NAMRIL	Z010
Z010E0072	261.268738215871	1	NAMRIL	Z010
Z010E0073	274.015401558032	1	NAMRIL	Z010
Z010E0074	205.978243883271	1	NAMRIL	Z010
Z010E0075	356.467708297161	1	NAMRIL	Z010
Z010E0076	259.624158719758	1	NAMRIL	Z010
Z010E0077	300.503747357935	1	NAMRIL	Z010
Z010E0078	240.434548947218	1	NAMRIL	Z010
Z010E0079	154.970558694614	1	NAMRIL	Z010
Z010E0080	263.875536068802	1	NAMRIL	Z010
Z010E0081	242.908857097646	1	NAMRIL	Z010
Z010E0082	258.940073616782	1	NAMRIL	Z010
Z010E0083	347.493973080192	1	NAMRIL	Z010
Z010E0084	147.210704170828	1	NAMRIL	Z010
Z010E0085	174.546271389464	1	NAMRIL	Z010
Z010E0086	206.421196796853	1	NAMRIL	Z010
Z010E0087	152.051484640491	1	NAMRIL	Z010
Z010E0088	296.499334084585	1	NAMRIL	Z010
Z010E0089	233.976692312894	1	NAMRIL	Z010
Z010E0090	214.074629892113	1	NAMRIL	Z010
Z010E0091	202.813422234723	1	NAMRIL	Z010
Z010E0092	245.643173682803	1	NAMRIL	Z010
Z010E0093	237.051902815618	1	NAMRIL	Z010
Z010E0094	275.987899049826	1	NAMRIL	Z010
Z010E0095	264.363132815777	1	NAMRIL	Z010
Z010E0096	245.323359799996	1	NAMRIL	Z010
Z010E0097	158.881474687316	1	NAMRIL	Z010
Z010E0098	294.642657456808	1	NAMRIL	Z010
Z010E0099	243.164559891044	1	NAMRIL	Z010
Z010E0100	237.388913746163	1	NAMRIL	Z010
Z010E0101	215.732809211058	1	NAMRIL	Z010
Z010E0102	222.915551360328	1	NAMRIL	Z010
Z010E0103	145.61663512755	1	NAMRIL	Z010
Z010E0104	268.813880067124	1	NAMRIL	Z010
Z010E0105	151.917043741776	1	NAMRIL	Z010
Z010E0106	341.266977711326	1	NAMRIL	Z010
Z010E0107	207.975431131228	1	NAMRIL	Z010
Z010E0108	202.396719603488	1	NAMRIL	Z010
Z010E0109	282.987857200734	1	NAMRIL	Z010
Z010E0110	237.52623072333	1	NAMRIL	Z010
Z010E0111	204.088226025824	1	NAMRIL	Z010
Z010E0112	327.104537414623	1	NAMRIL	Z010
Z010E0113	297.267970551051	1	NAMRIL	Z010
Z010E0114	332.538199665234	1	NAMRIL	Z010
Z010E0115	219.653126634011	1	NAMRIL	Z010
Z010E0116	306.214226280771	1	NAMRIL	Z010
Z010E0117	252.829129599244	1	NAMRIL	Z010
Z010E0118	192.395638228175	1	NAMRIL	Z010
Z010E0119	358.926269653298	1	NAMRIL	Z010
Z010E0120	115.898270284663	1	NAMRIL	Z010
Z010E0121	208.986305861322	1	NAMRIL	Z010
Z010E0122	200.338458483431	1	NAMRIL	Z010
Z010E0123	165.132128437993	1	NAMRIL	Z010
Z010E0124	258.160573363418	1	NAMRIL	Z010
Z010E0125	255.367177458058	1	NAMRIL	Z010
Z010E0126	169.239090136265	1	NAMRIL	Z010
Z010E0127	203.976464928931	1	NAMRIL	Z010
Z010E0128	288.62286592758	1	NAMRIL	Z010
Z010E0129	256.476335335123	1	NAMRIL	Z010
Z010E0130	281.719428586412	1	NAMRIL	Z010
Z010E0131	323.689054145505	1	NAMRIL	Z010
Z010E0132	256.800900555738	1	NAMRIL	Z010
Z010E0133	280.172237418342	1	NAMRIL	Z010
Z010E0134	180.678080227624	1	NAMRIL	Z010
Z010E0135	293.546460007081	1	NAMRIL	Z010
Z010E0136	279.406687507593	1	NAMRIL	Z010
Z010E0137	224.357753176043	1	NAMRIL	Z010
Z010E0138	335.841027287726	1	NAMRIL	Z010
Z010E0139	319.174480981705	1	NAMRIL	Z010
Z010E0140	252.021306458539	1	NAMRIL	Z010
Z010E0141	180.025933092611	1	NAMRIL	Z010
Z010E0142	244.14928446313	1	NAMRIL	Z010
Z010E0143	260.805597960669	1	NAMRIL	Z010
Z010E0144	232.489952971087	1	NAMRIL	Z010
Z010E0145	218.865958707716	1	NAMRIL	Z010
Z010E0146	388.663945258431	1	NAMRIL	Z010
Z010E0147	276.39363062864	1	NAMRIL	Z010
Z010E0148	211.573447896875	1	NAMRIL	Z010
Z010E0149	277.654112315688	1	NAMRIL	Z010
Z010E0150	27.9492963334802	1	NAMRIL	Z010
Z010E0151	245.269078546935	1	NAMRIL	Z010
Z010E0152	247.339750103489	1	NAMRIL	Z010
Z010E0153	243.676125465199	1	NAMRIL	Z010
Z010E0154	211.125338454176	1	NAMRIL	Z010
Z010E0155	244.13778060463	1	NAMRIL	Z010
Z010E0156	149.642022999279	1	NAMRIL	Z010
Z010E0157	207.536162002435	1	NAMRIL	Z010
Z010E0158	427.412989563819	1	NAMRIL	Z010
Z010E0159	301.600089984255	1	NAMRIL	Z010
Z010E0160	333.553603833543	1	NAMRIL	Z010
Z010E0161	176.889947965682	1	NAMRIL	Z010
Z010E0162	94.2313476156103	1	NAMRIL	Z010
Z010E0163	258.655726588239	1	NAMRIL	Z010
Z010E0164	215.118602122393	1	NAMRIL	Z010
Z010E0165	243.753755859077	1	NAMRIL	Z010
Z010E0166	228.171049096998	1	NAMRIL	Z010
Z010E0167	219.804567399084	1	NAMRIL	Z010
Z010E0168	282.079544999518	1	NAMRIL	Z010
Z010E0169	390.810328558193	1	NAMRIL	Z010
Z010E0170	370.286905042093	1	NAMRIL	Z010
Z010E0171	287.133144507907	1	NAMRIL	Z010
Z010E0172	285.438748527612	1	NAMRIL	Z010
Z010E0173	328.317372995943	1	NAMRIL	Z010
Z010E0174	244.33506554949	1	NAMRIL	Z010
Z010E0175	179.321845353059	1	NAMRIL	Z010
Z010E0176	252.94825695027	1	NAMRIL	Z010
Z010E0177	332.465400053134	1	NAMRIL	Z010
Z010E0178	135.933320891457	1	NAMRIL	Z010
Z010E0179	251.049450353151	1	NAMRIL	Z010
Z010E0180	188.708880895347	1	NAMRIL	Z010
Z010E0181	230.880964783567	1	NAMRIL	Z010
Z010E0182	203.443139593804	1	NAMRIL	Z010
Z010E0183	304.403793121948	1	NAMRIL	Z010
Z010E0184	283.432515966518	1	NAMRIL	Z010
Z010E0185	222.100365718799	1	NAMRIL	Z010
Z010E0186	344.079143632638	1	NAMRIL	Z010
Z010E0187	267.297425836932	1	NAMRIL	Z010
Z010E0188	210.423362800238	1	NAMRIL	Z010
Z010E0189	149.718426363171	1	NAMRIL	Z010
Z010E0190	222.945373355193	1	NAMRIL	Z010
Z010E0191	285.109283124873	1	NAMRIL	Z010
Z010E0192	194.244330421028	1	NAMRIL	Z010
Z010E0193	259.622140890423	1	NAMRIL	Z010
Z010E0194	253.080947590904	1	NAMRIL	Z010
Z010E0195	179.957613934919	1	NAMRIL	Z010
Z010E0197	352.438967555315	1	NAMRIL	Z010
Z010E0198	203.984565036485	1	NAMRIL	Z010
Z010E0199	319.130003975604	1	NAMRIL	Z010
Z010E0200	231.144736914259	1	NAMRIL	Z010
Z010E0201	370.398178891559	1	NAMRIL	Z010
Z010E0202	240.202990852216	1	NAMRIL	Z010
Z010E0214	249.398571695757	1	NAMRIL	Z010
Z010E0266	442.908645927035	1	NAMRIL	Z010
Z010E0280	476.758820143023	1	NAMRIL	Z010
Z010E0283	280.123209376917	1	NAMRIL	Z010
Z011E0001	215.051914938142	1	NAMRIL	Z011
Z011E0002	186.558906606833	1	NAMRIL	Z011
Z011E0003	282.659929470167	1	NAMRIL	Z011
Z011E0004	176.9827768262	1	NAMRIL	Z011
Z011E0005	248.160251876988	1	NAMRIL	Z011
Z011E0006	176.461055574716	1	NAMRIL	Z011
Z011E0007	213.029276735174	1	NAMRIL	Z011
Z011E0008	259.55127880489	1	NAMRIL	Z011
Z011E0009	144.449652045426	1	NAMRIL	Z011
Z011E0010	165.672430537172	1	NAMRIL	Z011
Z011E0011	406.859350025848	1	NAMRIL	Z011
Z011E0012	295.575740989764	1	NAMRIL	Z011
Z011E0014	94.1422442032732	1	NAMRIL	Z011
Z011E0015	67.5224013593515	1	NAMRIL	Z011
Z011E0016	299.098190379838	1	NAMRIL	Z011
Z011E0017	130.523473625393	1	NAMRIL	Z011
Z011E0018	289.474187046327	1	NAMRIL	Z011
Z011E0019	268.720177294184	1	NAMRIL	Z011
Z011E0020	141.074272225391	1	NAMRIL	Z011
Z011E0021	262.308788735065	1	NAMRIL	Z011
Z011E0022	117.342061878009	1	NAMRIL	Z011
Z011E0023	214.050302747753	1	NAMRIL	Z011
Z011E0024	309.018766053579	1	NAMRIL	Z011
Z011E0025	247.463413903466	1	NAMRIL	Z011
Z011E0026	333.522210953804	1	NAMRIL	Z011
Z011E0027	213.116331225525	1	NAMRIL	Z011
Z011E0028	237.353352050203	1	NAMRIL	Z011
Z011E0029	212.582921215497	1	NAMRIL	Z011
Z011E0030	195.807784180894	1	NAMRIL	Z011
Z011E0031	164.207919025164	1	NAMRIL	Z011
Z011E0032	298.702537597766	1	NAMRIL	Z011
Z011E0033	271.805740025406	1	NAMRIL	Z011
Z011E0034	211.811261354479	1	NAMRIL	Z011
Z011E0035	128.189490521393	1	NAMRIL	Z011
Z011E0036	141.278306882836	1	NAMRIL	Z011
Z011E0037	388.76845842894	1	NAMRIL	Z011
Z011E0038	167.746277210099	1	NAMRIL	Z011
Z011E0039	169.680079312115	1	NAMRIL	Z011
Z011E0040	315.414810126146	1	NAMRIL	Z011
Z011E0041	200.543059751648	1	NAMRIL	Z011
Z011E0042	344.708616421682	1	NAMRIL	Z011
Z011E0043	174.592215737895	1	NAMRIL	Z011
Z011E0044	92.1243945081023	1	NAMRIL	Z011
Z011E0045	128.695312395813	1	NAMRIL	Z011
Z011E0046	134.550420001691	1	NAMRIL	Z011
Z011E0047	204.557354638249	1	NAMRIL	Z011
Z011E0048	388.264737026475	1	NAMRIL	Z011
Z011E0049	189.549740982721	1	NAMRIL	Z011
Z011E0050	239.641102224142	1	NAMRIL	Z011
Z011E0051	392.859545971563	1	NAMRIL	Z011
Z011E0052	168.900461406047	1	NAMRIL	Z011
Z011E0053	119.37642091257	1	NAMRIL	Z011
Z011E0054	195.559231015968	1	NAMRIL	Z011
Z011E0055	206.241486163586	1	NAMRIL	Z011
Z011E0056	219.610800518613	1	NAMRIL	Z011
Z011E0057	164.891605108613	1	NAMRIL	Z011
Z011E0058	221.423564399046	1	NAMRIL	Z011
Z011E0059	124.762987830522	1	NAMRIL	Z011
Z011E0060	187.86073198481	1	NAMRIL	Z011
Z011E0061	152.486062716106	1	NAMRIL	Z011
Z011E0062	123.227389543928	1	NAMRIL	Z011
Z011E0063	245.533305006369	1	NAMRIL	Z011
Z011E0064	270.090994178469	1	NAMRIL	Z011
Z011E0065	160.389678656938	1	NAMRIL	Z011
Z011E0066	217.595752975426	1	NAMRIL	Z011
Z011E0067	134.995381458054	1	NAMRIL	Z011
Z011E0068	148.230162396907	1	NAMRIL	Z011
Z011E0069	219.085588635594	1	NAMRIL	Z011
Z011E0070	153.147734828361	1	NAMRIL	Z011
Z011E0071	260.224325870447	1	NAMRIL	Z011
Z011E0072	276.197720219602	1	NAMRIL	Z011
Z011E0073	261.420563192405	1	NAMRIL	Z011
Z011E0074	214.84735713853	1	NAMRIL	Z011
Z011E0075	142.970166465084	1	NAMRIL	Z011
Z011E0076	168.974814041774	1	NAMRIL	Z011
Z011E0077	133.885934003134	1	NAMRIL	Z011
Z011E0078	203.966183910415	1	NAMRIL	Z011
Z011E0079	257.73116676395	1	NAMRIL	Z011
Z011E0080	270.177657862871	1	NAMRIL	Z011
Z011E0081	195.787179124261	1	NAMRIL	Z011
Z011E0082	186.348751487828	1	NAMRIL	Z011
Z011E0083	261.749472268825	1	NAMRIL	Z011
Z011E0084	215.400392869956	1	NAMRIL	Z011
Z011E0085	79.4434099623095	1	NAMRIL	Z011
Z011E0086	281.874695880015	1	NAMRIL	Z011
Z011E0087	237.162920123894	1	NAMRIL	Z011
Z011E0088	335.859933743703	1	NAMRIL	Z011
Z011E0089	37.8159630001205	1	NAMRIL	Z011
Z011E0090	279.400900081777	1	NAMRIL	Z011
Z011E0091	54.2620709416199	1	NAMRIL	Z011
Z011E0092	219.506202898555	1	NAMRIL	Z011
Z011E0093	212.659581522548	1	NAMRIL	Z011
Z011E0094	268.362526519749	1	NAMRIL	Z011
Z011E0095	210.685012021765	1	NAMRIL	Z011
Z011E0096	165.804670907245	1	NAMRIL	Z011
Z011E0097	159.634194669689	1	NAMRIL	Z011
Z011E0098	161.161284389747	1	NAMRIL	Z011
Z011E0099	287.760727503377	1	NAMRIL	Z011
Z011E0100	156.446508646388	1	NAMRIL	Z011
Z011E0101	336.958550370074	1	NAMRIL	Z011
Z011E0102	230.366102930127	1	NAMRIL	Z011
Z011E0103	228.823692680672	1	NAMRIL	Z011
Z011E0104	67.6729091655094	1	NAMRIL	Z011
Z011E0105	230.187104929526	1	NAMRIL	Z011
Z011E0106	223.431278257643	1	NAMRIL	Z011
Z011E0107	113.544641903365	1	NAMRIL	Z011
Z011E0108	304.436055493062	1	NAMRIL	Z011
Z011E0109	131.545553407857	1	NAMRIL	Z011
Z011E0110	239.001543430103	1	NAMRIL	Z011
Z011E0111	251.949470928536	1	NAMRIL	Z011
Z011E0112	188.218720975381	1	NAMRIL	Z011
Z011E0113	263.537876821969	1	NAMRIL	Z011
Z011E0114	192.458809613764	1	NAMRIL	Z011
Z011E0115	150.375014520725	1	NAMRIL	Z011
Z011E0116	256.494909607832	1	NAMRIL	Z011
Z011E0117	269.318118649934	1	NAMRIL	Z011
Z011E0118	274.78236800309	1	NAMRIL	Z011
Z011E0119	80.9272051289603	1	NAMRIL	Z011
Z011E0120	158.691641336275	1	NAMRIL	Z011
Z011E0121	110.096105754176	1	NAMRIL	Z011
Z011E0122	226.853109599881	1	NAMRIL	Z011
Z011E0123	87.2516827135661	1	NAMRIL	Z011
Z011E0124	167.809199979777	1	NAMRIL	Z011
Z011E0125	169.157485382832	1	NAMRIL	Z011
Z011E0126	139.594455883412	1	NAMRIL	Z011
Z011E0127	277.496559284969	1	NAMRIL	Z011
Z011E0128	139.156425358243	1	NAMRIL	Z011
Z011E0129	183.107004953337	1	NAMRIL	Z011
Z011E0130	266.440044646592	1	NAMRIL	Z011
Z011E0131	162.868832206312	1	NAMRIL	Z011
Z011E0132	91.8557258329633	1	NAMRIL	Z011
Z011E0133	91.2595189152866	1	NAMRIL	Z011
Z011E0134	216.128558890923	1	NAMRIL	Z011
Z011E0135	359.648771556934	1	NAMRIL	Z011
Z011E0136	200.383962774932	1	NAMRIL	Z011
Z011E0137	290.754846876615	1	NAMRIL	Z011
Z011E0138	238.269425274218	1	NAMRIL	Z011
Z011E0139	186.839053970303	1	NAMRIL	Z011
Z011E0140	98.5485293618318	1	NAMRIL	Z011
Z011E0141	65.9475136018501	1	NAMRIL	Z011
Z011E0142	181.350656877735	1	NAMRIL	Z011
Z011E0143	251.285732796393	1	NAMRIL	Z011
Z011E0144	212.036851447492	1	NAMRIL	Z011
Z011E0145	214.811076624882	1	NAMRIL	Z011
Z011E0146	251.18500991703	1	NAMRIL	Z011
Z011E0147	140.414799421124	1	NAMRIL	Z011
Z011E0148	252.952770373105	1	NAMRIL	Z011
Z011E0149	161.798382060754	1	NAMRIL	Z011
Z011E0150	236.031315091029	1	NAMRIL	Z011
Z011E0151	207.588972475495	1	NAMRIL	Z011
Z011E0152	209.947829490392	1	NAMRIL	Z011
Z011E0153	180.678946028521	1	NAMRIL	Z011
Z011E0154	310.487622018129	1	NAMRIL	Z011
Z011E0155	171.631357780941	1	NAMRIL	Z011
Z011E0156	183.239419991215	1	NAMRIL	Z011
Z011E0157	239.576497398131	1	NAMRIL	Z011
Z011E0158	16.1125062492306	1	NAMRIL	Z011
Z011E0159	194.110210891013	1	NAMRIL	Z011
Z011E0160	206.797527011946	1	NAMRIL	Z011
Z011E0161	110.006244844494	1	NAMRIL	Z011
Z011E0162	186.039065235046	1	NAMRIL	Z011
Z011E0163	270.829873021732	1	NAMRIL	Z011
Z011E0164	188.365891196783	1	NAMRIL	Z011
Z011E0165	150.377980817275	1	NAMRIL	Z011
Z011E0166	333.979307921707	1	NAMRIL	Z011
Z011E0167	217.777712913256	1	NAMRIL	Z011
Z011E0168	220.191324434033	1	NAMRIL	Z011
Z011E0169	174.856609386427	1	NAMRIL	Z011
Z011E0170	253.740964907056	1	NAMRIL	Z011
Z011E0171	180.025417362122	1	NAMRIL	Z011
Z011E0172	70.5335991042525	1	NAMRIL	Z011
Z011E0173	138.163327616559	1	NAMRIL	Z011
Z011E0174	214.056609175645	1	NAMRIL	Z011
Z011E0175	88.18943740528	1	NAMRIL	Z011
Z011E0176	259.022386982773	1	NAMRIL	Z011
Z011E0177	195.328279253016	1	NAMRIL	Z011
Z011E0178	202.351412545046	1	NAMRIL	Z011
Z011E0179	146.981082968481	1	NAMRIL	Z011
Z011E0180	252.491986935207	1	NAMRIL	Z011
Z011E0181	144.684336935466	1	NAMRIL	Z011
Z011E0182	201.855499471499	1	NAMRIL	Z011
Z011E0183	236.263898710989	1	NAMRIL	Z011
Z011E0184	232.96598908281	1	NAMRIL	Z011
Z011E0185	190.811918979891	1	NAMRIL	Z011
Z011E0186	258.288873448134	1	NAMRIL	Z011
Z011E0187	174.851369255445	1	NAMRIL	Z011
Z011E0188	172.792076592605	1	NAMRIL	Z011
Z011E0189	283.547733279955	1	NAMRIL	Z011
Z011E0190	223.221271400878	1	NAMRIL	Z011
Z011E0191	62.9775234752343	1	NAMRIL	Z011
Z011E0192	175.766591675868	1	NAMRIL	Z011
Z011E0193	267.003371729674	1	NAMRIL	Z011
Z011E0194	254.704063808127	1	NAMRIL	Z011
Z011E0195	124.565941309463	1	NAMRIL	Z011
Z011E0196	212.957099834407	1	NAMRIL	Z011
Z011E0197	275.213217902239	1	NAMRIL	Z011
Z011E0198	285.319373093012	1	NAMRIL	Z011
Z011E0199	170.067979952943	1	NAMRIL	Z011
Z011E0200	315.435679541291	1	NAMRIL	Z011
Z011E0201	389.875124648943	1	NAMRIL	Z011
Z011E0202	148.300087839639	1	NAMRIL	Z011
Z011E0217	210.429916488542	1	NAMRIL	Z011
Z011E0226	97.7270741112532	1	NAMRIL	Z011
Z011E0230	212.590646544492	1	NAMRIL	Z011
Z012E0001	301.530783336871	1	NAMRIL	Z012
Z012E0002	297.331639048344	1	NAMRIL	Z012
Z012E0003	335.728484451083	1	NAMRIL	Z012
Z012E0004	263.392191521264	1	NAMRIL	Z012
Z012E0005	343.617435629444	1	NAMRIL	Z012
Z012E0006	209.826470784609	1	NAMRIL	Z012
Z012E0007	212.655123247148	1	NAMRIL	Z012
Z012E0008	372.781601402928	1	NAMRIL	Z012
Z012E0009	256.946286202941	1	NAMRIL	Z012
Z012E0010	309.4779215872	1	NAMRIL	Z012
Z012E0011	325.025983030075	1	NAMRIL	Z012
Z012E0012	256.066247755427	1	NAMRIL	Z012
Z012E0013	267.15408291008	1	NAMRIL	Z012
Z012E0014	244.510018531078	1	NAMRIL	Z012
Z012E0015	298.441309710749	1	NAMRIL	Z012
Z012E0016	162.246404874536	1	NAMRIL	Z012
Z012E0017	316.574891898492	1	NAMRIL	Z012
Z012E0018	312.693415677788	1	NAMRIL	Z012
Z012E0019	137.240693766992	1	NAMRIL	Z012
Z012E0020	198.115372783433	1	NAMRIL	Z012
Z012E0021	267.594558026847	1	NAMRIL	Z012
Z012E0022	235.294852060346	1	NAMRIL	Z012
Z012E0023	226.407899014195	1	NAMRIL	Z012
Z012E0024	255.170178913528	1	NAMRIL	Z012
Z012E0025	244.675882004373	1	NAMRIL	Z012
Z012E0026	326.055610276314	1	NAMRIL	Z012
Z012E0027	213.914597233041	1	NAMRIL	Z012
Z012E0028	178.335895251383	1	NAMRIL	Z012
Z012E0029	235.171518318018	1	NAMRIL	Z012
Z012E0030	287.011139897571	1	NAMRIL	Z012
Z012E0031	305.56869005265	1	NAMRIL	Z012
Z012E0032	281.262321023522	1	NAMRIL	Z012
Z012E0033	249.584701844813	1	NAMRIL	Z012
Z012E0034	272.112577463263	1	NAMRIL	Z012
Z012E0035	219.291122338235	1	NAMRIL	Z012
Z012E0036	274.37469573643	1	NAMRIL	Z012
Z012E0037	221.509141813597	1	NAMRIL	Z012
Z012E0038	183.833543635645	1	NAMRIL	Z012
Z012E0039	359.680362273764	1	NAMRIL	Z012
Z012E0040	289.439018259909	1	NAMRIL	Z012
Z012E0041	216.691579729769	1	NAMRIL	Z012
Z012E0042	325.169779921814	1	NAMRIL	Z012
Z012E0043	263.86734203361	1	NAMRIL	Z012
Z012E0044	206.40394256013	1	NAMRIL	Z012
Z012E0045	251.145774490934	1	NAMRIL	Z012
Z012E0046	305.318778030615	1	NAMRIL	Z012
Z012E0047	280.447491876128	1	NAMRIL	Z012
Z012E0048	257.224589436544	1	NAMRIL	Z012
Z012E0049	207.30520055529	1	NAMRIL	Z012
Z012E0050	320.806479341417	1	NAMRIL	Z012
Z012E0051	307.191243400165	1	NAMRIL	Z012
Z012E0052	161.133458929534	1	NAMRIL	Z012
Z012E0053	201.022535994099	1	NAMRIL	Z012
Z012E0054	349.14227846655	1	NAMRIL	Z012
Z012E0055	378.851591008064	1	NAMRIL	Z012
