Genotype	TKW	Fix	pop$	FID$
Z009E0132	68.1504741965011	1	NAMRIL	Z009
Z009E0133	51.1358561286786	1	NAMRIL	Z009
Z009E0134	71.1379741964956	1	NAMRIL	Z009
Z009E0135	77.4417847814975	1	NAMRIL	Z009
Z009E0136	62.6716955516124	1	NAMRIL	Z009
Z009E0137	57.4472578262253	1	NAMRIL	Z009
Z009E0138	66.8309672117151	1	NAMRIL	Z009
Z009E0139	47.7657122881866	1	NAMRIL	Z009
Z009E0140	67.9946883711597	1	NAMRIL	Z009
Z009E0141	56.6999186183548	1	NAMRIL	Z009
Z009E0142	60.671254402301	1	NAMRIL	Z009
Z009E0143	61.3355504205028	1	NAMRIL	Z009
Z009E0144	90.0158118890911	1	NAMRIL	Z009
Z009E0145	50.1249999999914	1	NAMRIL	Z009
Z009E0146	59.5231100688509	1	NAMRIL	Z009
Z009E0147	77.8523957831302	1	NAMRIL	Z009
Z009E0148	66.9522584567714	1	NAMRIL	Z009
Z009E0149	73.5884411497111	1	NAMRIL	Z009
Z009E0150	83.3352522008759	1	NAMRIL	Z009
Z009E0151	81.1716814974045	1	NAMRIL	Z009
Z009E0152	68.1673957831424	1	NAMRIL	Z009
Z009E0153	70.9621859055136	1	NAMRIL	Z009
Z009E0154	80.9545386402866	1	NAMRIL	Z009
Z009E0155	79.4390408748136	1	NAMRIL	Z009
Z009E0156	63.8332133529222	1	NAMRIL	Z009
Z009E0157	62.4949186183543	1	NAMRIL	Z009
Z009E0158	56.7167542595777	1	NAMRIL	Z009
Z009E0159	76.7029741964985	1	NAMRIL	Z009
Z009E0160	135.14997347241	1	NAMRIL	Z009
Z009E0161	76.1839251234362	1	NAMRIL	Z009
Z009E0162	56.7031100688483	1	NAMRIL	Z009
Z009E0163	75.9803403767043	1	NAMRIL	Z009
Z009E0164	57.1833932578233	1	NAMRIL	Z009
Z009E0165	78.5754741964969	1	NAMRIL	Z009
Z009E0166	61.234047673738	1	NAMRIL	Z009
Z009E0167	86.2884791002571	1	NAMRIL	Z009
Z009E0168	87.7763471897788	1	NAMRIL	Z009
Z009E0169	53.2727777777696	1	NAMRIL	Z009
Z009E0170	75.582131869481	1	NAMRIL	Z009
Z009E0171	54.8620614755039	1	NAMRIL	Z009
Z009E0172	78.9930917901071	1	NAMRIL	Z009
Z009E0173	76.8312146181707	1	NAMRIL	Z009
Z009E0174	63.4892043326385	1	NAMRIL	Z009
Z009E0175	62.2909672117118	1	NAMRIL	Z009
Z009E0176	61.0888986667446	1	NAMRIL	Z009
Z009E0177	40.5368396532618	1	NAMRIL	Z009
Z009E0178	73.3873115663474	1	NAMRIL	Z009
Z009E0179	62.077469851912	1	NAMRIL	Z009
Z009E0180	61.3496855946679	1	NAMRIL	Z009
Z009E0181	35.7386576481577	1	NAMRIL	Z009
Z009E0182	63.4466814974248	1	NAMRIL	Z009
Z009E0183	59.2604652028072	1	NAMRIL	Z009
Z009E0184	77.2846698988991	1	NAMRIL	Z009
Z009E0185	46.2296260909916	1	NAMRIL	Z009
Z009E0186	36.9054206540642	1	NAMRIL	Z009
Z009E0187	68.9966814974257	1	NAMRIL	Z009
Z009E0188	70.1405217044966	1	NAMRIL	Z009
Z009E0189	52.2762657656405	1	NAMRIL	Z009
Z009E0190	72.7917689481338	1	NAMRIL	Z009
Z009E0191	72.7974990672114	1	NAMRIL	Z009
Z009E0192	72.3389276386436	1	NAMRIL	Z009
Z009E0193	89.6214162127405	1	NAMRIL	Z009
Z009E0194	70.3695386402748	1	NAMRIL	Z009
Z009E0195	60.3919718489091	1	NAMRIL	Z009
Z009E0196	67.3892043326328	1	NAMRIL	Z009
Z009E0197	54.8618470892384	1	NAMRIL	Z009
Z009E0198	65.0463365655741	1	NAMRIL	Z009
Z009E0199	67.0410546624191	1	NAMRIL	Z009
Z009E0200	58.6667265911556	1	NAMRIL	Z009
Z009E0201	88.8679262166738	1	NAMRIL	Z009
Z009E0202	30.2295228402996	1	NAMRIL	Z009
Z009E0219	31.5593430669239	1	NAMRIL	Z009
Z009E0223	80.3532197413672	1	NAMRIL	Z009
Z009E0243	71.1532197413577	1	NAMRIL	Z009
Z009E0257	86.4032197413697	1	NAMRIL	Z009
Z009E0266	44.5032197413631	1	NAMRIL	Z009
Z009E0284	81.6532197413828	1	NAMRIL	Z009
Z010E0001	53.020091524908	1	NAMRIL	Z010
Z010E0002	47.4362969520911	1	NAMRIL	Z010
Z010E0003	43.2821992606892	1	NAMRIL	Z010
Z010E0004	43.5339118052783	1	NAMRIL	Z010
Z010E0005	59.7973604825972	1	NAMRIL	Z010
Z010E0006	31.6032218488889	1	NAMRIL	Z010
Z010E0007	52.3381100688525	1	NAMRIL	Z010
Z010E0008	37.2100613554759	1	NAMRIL	Z010
Z010E0009	41.8779533526681	1	NAMRIL	Z010
Z010E0010	55.8248546573115	1	NAMRIL	Z010
Z010E0011	38.400743296268	1	NAMRIL	Z010
Z010E0012	46.0242265911562	1	NAMRIL	Z010
Z010E0013	53.773824354568	1	NAMRIL	Z010
Z010E0014	73.3226829737356	1	NAMRIL	Z010
Z010E0015	52.7231100688541	1	NAMRIL	Z010
Z010E0016	70.0192241964876	1	NAMRIL	Z010
Z010E0017	41.9148546573082	1	NAMRIL	Z010
Z010E0018	54.254752367554	1	NAMRIL	Z010
Z010E0019	37.664567873077	1	NAMRIL	Z010
Z010E0020	48.4995386402827	1	NAMRIL	Z010
Z010E0021	30.2923810070873	1	NAMRIL	Z010
Z010E0022	51.5504134524364	1	NAMRIL	Z010
Z010E0023	43.9606329040708	1	NAMRIL	Z010
Z010E0024	28.6958118891014	1	NAMRIL	Z010
Z010E0025	38.4641766340086	1	NAMRIL	Z010
Z010E0026	49.1173810070744	1	NAMRIL	Z010
Z010E0027	45.4379741965034	1	NAMRIL	Z010
Z010E0028	35.9941335918114	1	NAMRIL	Z010
Z010E0029	33.0812700450796	1	NAMRIL	Z010
Z010E0030	48.8870616468465	1	NAMRIL	Z010
Z010E0031	73.2667265911572	1	NAMRIL	Z010
Z010E0032	44.4629741964979	1	NAMRIL	Z010
Z010E0033	40.6990456215188	1	NAMRIL	Z010
Z010E0034	39.8738243545672	1	NAMRIL	Z010
Z010E0035	29.7654741964928	1	NAMRIL	Z010
Z010E0036	34.5519909815036	1	NAMRIL	Z010
Z010E0037	37.1432214273847	1	NAMRIL	Z010
Z010E0038	37.4166814974311	1	NAMRIL	Z010
Z010E0039	43.9067817624196	1	NAMRIL	Z010
Z010E0040	24.3817241964854	1	NAMRIL	Z010
Z010E0041	36.5608080256623	1	NAMRIL	Z010
Z010E0042	35.2260704957877	1	NAMRIL	Z010
Z010E0043	42.4182982230604	1	NAMRIL	Z010
Z010E0044	32.9959672117089	1	NAMRIL	Z010
Z010E0045	32.7804012064171	1	NAMRIL	Z010
Z010E0046	40.0942265911605	1	NAMRIL	Z010
Z010E0047	40.5567241964986	1	NAMRIL	Z010
Z010E0048	43.3159117300727	1	NAMRIL	Z010
Z010E0049	35.0431975195631	1	NAMRIL	Z010
Z010E0050	40.15757502148	1	NAMRIL	Z010
Z010E0051	30.6360137559057	1	NAMRIL	Z010
Z010E0052	44.0879741964949	1	NAMRIL	Z010
Z010E0053	34.6879741965058	1	NAMRIL	Z010
Z010E0054	49.7333163619234	1	NAMRIL	Z010
Z010E0055	34.4319056455991	1	NAMRIL	Z010
Z010E0056	55.4309672117124	1	NAMRIL	Z010
Z010E0057	28.1930915249383	1	NAMRIL	Z010
Z010E0058	25.5183558081384	1	NAMRIL	Z010
Z010E0059	37.4174990672156	1	NAMRIL	Z010
Z010E0060	23.7881291574893	1	NAMRIL	Z010
Z010E0061	57.5410546624239	1	NAMRIL	Z010
Z010E0062	38.1091329140372	1	NAMRIL	Z010
Z010E0063	33.3324832338585	1	NAMRIL	Z010
Z010E0064	21.413221427396	1	NAMRIL	Z010
Z010E0065	30.703979265124	1	NAMRIL	Z010
Z010E0066	21.0276804225735	1	NAMRIL	Z010
Z010E0067	30.3233578579203	1	NAMRIL	Z010
Z010E0068	33.4575783967301	1	NAMRIL	Z010
Z010E0069	48.4532197413641	1	NAMRIL	Z010
Z010E0070	43.2166814974255	1	NAMRIL	Z010
Z010E0071	55.3775750214749	1	NAMRIL	Z010
Z010E0072	45.8260704957874	1	NAMRIL	Z010
Z010E0073	50.8658932578225	1	NAMRIL	Z010
Z010E0074	42.4165844812231	1	NAMRIL	Z010
Z010E0075	65.2397581909198	1	NAMRIL	Z010
Z010E0076	47.6992760563635	1	NAMRIL	Z010
Z010E0077	45.4408118890895	1	NAMRIL	Z010
Z010E0078	42.1027099259974	1	NAMRIL	Z010
Z010E0079	37.3928949801811	1	NAMRIL	Z010
Z010E0080	32.9758118890845	1	NAMRIL	Z010
Z010E0081	37.2167450634112	1	NAMRIL	Z010
Z010E0082	30.701965587874	1	NAMRIL	Z010
Z010E0083	42.2523957831386	1	NAMRIL	Z010
Z010E0084	18.0624240504855	1	NAMRIL	Z010
Z010E0085	41.5467265911498	1	NAMRIL	Z010
Z010E0086	39.0673810070765	1	NAMRIL	Z010
Z010E0087	38.216331306634	1	NAMRIL	Z010
Z010E0088	45.7380917901039	1	NAMRIL	Z010
Z010E0089	33.6509090903096	1	NAMRIL	Z010
Z010E0090	37.1646318694815	1	NAMRIL	Z010
Z010E0091	39.6007143404049	1	NAMRIL	Z010
Z010E0092	44.9942241965013	1	NAMRIL	Z010
Z010E0093	47.1507432962613	1	NAMRIL	Z010
Z010E0094	51.2689251234339	1	NAMRIL	Z010
Z010E0095	63.4666162486246	1	NAMRIL	Z010
Z010E0096	33.8177458868825	1	NAMRIL	Z010
Z010E0097	27.5602982230727	1	NAMRIL	Z010
Z010E0098	58.1410704957872	1	NAMRIL	Z010
Z010E0099	36.4972214274063	1	NAMRIL	Z010
Z010E0100	41.3232278153576	1	NAMRIL	Z010
Z010E0101	40.6467450634115	1	NAMRIL	Z010
Z010E0102	36.4595386402798	1	NAMRIL	Z010
Z010E0103	22.8715933247576	1	NAMRIL	Z010
Z010E0104	38.0754741965028	1	NAMRIL	Z010
Z010E0105	34.0730915249219	1	NAMRIL	Z010
Z010E0106	55.1541992606882	1	NAMRIL	Z010
Z010E0107	38.1716814974262	1	NAMRIL	Z010
Z010E0108	40.9839118052701	1	NAMRIL	Z010
Z010E0109	54.3330915249166	1	NAMRIL	Z010
Z010E0110	44.8132214273966	1	NAMRIL	Z010
Z010E0111	43.8457050386549	1	NAMRIL	Z010
Z010E0112	49.3748546573097	1	NAMRIL	Z010
Z010E0113	48.8689276386461	1	NAMRIL	Z010
Z010E0114	56.2952529259981	1	NAMRIL	Z010
Z010E0115	35.3112275107518	1	NAMRIL	Z010
Z010E0116	49.3242450634172	1	NAMRIL	Z010
Z010E0117	44.1102929543482	1	NAMRIL	Z010
Z010E0118	29.8469769259622	1	NAMRIL	Z010
Z010E0119	64.6319686880159	1	NAMRIL	Z010
Z010E0120	9.96843070750442	1	NAMRIL	Z010
Z010E0121	26.8132214273996	1	NAMRIL	Z010
Z010E0122	38.6533348384846	1	NAMRIL	Z010
Z010E0123	33.0492450634122	1	NAMRIL	Z010
Z010E0124	35.927329876059	1	NAMRIL	Z010
Z010E0125	38.4497616723869	1	NAMRIL	Z010
Z010E0126	32.1325200450825	1	NAMRIL	Z010
Z010E0127	32.6215933247557	1	NAMRIL	Z010
Z010E0128	37.7776804225662	1	NAMRIL	Z010
Z010E0129	35.7749240504921	1	NAMRIL	Z010
Z010E0130	34.937424050478	1	NAMRIL	Z010
Z010E0131	54.045252925992	1	NAMRIL	Z010
Z010E0132	46.5923810070751	1	NAMRIL	Z010
Z010E0133	32.9658118890843	1	NAMRIL	Z010
Z010E0134	30.5285995032466	1	NAMRIL	Z010
Z010E0135	58.1247616724073	1	NAMRIL	Z010
Z010E0136	41.8917265911668	1	NAMRIL	Z010
Z010E0137	27.5423810070607	1	NAMRIL	Z010
Z010E0138	41.6572139559173	1	NAMRIL	Z010
Z010E0139	52.1166814974261	1	NAMRIL	Z010
Z010E0140	49.67406935821	1	NAMRIL	Z010
Z010E0141	28.1285122958879	1	NAMRIL	Z010
Z010E0142	40.0379992550116	1	NAMRIL	Z010
Z010E0143	38.8284085105667	1	NAMRIL	Z010
Z010E0144	35.152709926015	1	NAMRIL	Z010
Z010E0145	43.2844727332042	1	NAMRIL	Z010
Z010E0146	77.9039370304606	1	NAMRIL	Z010
Z010E0147	49.7305672286344	1	NAMRIL	Z010
Z010E0148	30.5040693582144	1	NAMRIL	Z010
Z010E0149	44.6566013275126	1	NAMRIL	Z010
Z010E0150	10.1372599214449	1	NAMRIL	Z010
Z010E0151	38.6381100688569	1	NAMRIL	Z010
Z010E0152	47.3754741964985	1	NAMRIL	Z010
Z010E0153	41.120020045085	1	NAMRIL	Z010
Z010E0154	49.306270045087	1	NAMRIL	Z010
Z010E0155	44.0974990672111	1	NAMRIL	Z010
Z010E0156	22.9672139559081	1	NAMRIL	Z010
Z010E0157	39.2397002898891	1	NAMRIL	Z010
Z010E0158	69.08721395592	1	NAMRIL	Z010
Z010E0159	35.0261663693353	1	NAMRIL	Z010
Z010E0160	56.8095386402843	1	NAMRIL	Z010
Z010E0161	30.3339118052874	1	NAMRIL	Z010
Z010E0162	16.8122599214324	1	NAMRIL	Z010
Z010E0163	50.8070801191003	1	NAMRIL	Z010
Z010E0164	25.4078520904755	1	NAMRIL	Z010
Z010E0165	41.2644655878767	1	NAMRIL	Z010
Z010E0166	45.2333932578285	1	NAMRIL	Z010
Z010E0167	46.6559117300857	1	NAMRIL	Z010
Z010E0168	46.717701764523	1	NAMRIL	Z010
Z010E0169	50.7240693582066	1	NAMRIL	Z010
Z010E0170	44.4541437514748	1	NAMRIL	Z010
Z010E0171	49.0143676900891	1	NAMRIL	Z010
Z010E0172	37.3121874166793	1	NAMRIL	Z010
Z010E0173	55.066726591155	1	NAMRIL	Z010
Z010E0174	42.6697002898964	1	NAMRIL	Z010
Z010E0175	36.087259921424	1	NAMRIL	Z010
Z010E0176	50.8522214273923	1	NAMRIL	Z010
Z010E0177	58.3786534043744	1	NAMRIL	Z010
Z010E0178	25.9119142950975	1	NAMRIL	Z010
Z010E0179	42.9539251234296	1	NAMRIL	Z010
Z010E0180	37.952680422577	1	NAMRIL	Z010
Z010E0181	31.5492043326385	1	NAMRIL	Z010
Z010E0182	31.9855147947396	1	NAMRIL	Z010
Z010E0183	54.9500819757979	1	NAMRIL	Z010
Z010E0184	43.2881100688499	1	NAMRIL	Z010
Z010E0185	42.9417265911516	1	NAMRIL	Z010
Z010E0186	45.8166814974264	1	NAMRIL	Z010
Z010E0187	48.0659117300827	1	NAMRIL	Z010
Z010E0188	45.8955207499959	1	NAMRIL	Z010
Z010E0189	24.9982982230724	1	NAMRIL	Z010
Z010E0190	36.7048546573028	1	NAMRIL	Z010
Z010E0191	62.4623957831409	1	NAMRIL	Z010
Z010E0192	33.8959739605696	1	NAMRIL	Z010
Z010E0193	39.0752458868912	1	NAMRIL	Z010
Z010E0194	36.5935991965073	1	NAMRIL	Z010
Z010E0195	29.909276056347	1	NAMRIL	Z010
Z010E0197	58.3283348384903	1	NAMRIL	Z010
Z010E0198	32.6767689481307	1	NAMRIL	Z010
Z010E0199	66.5000819758094	1	NAMRIL	Z010
Z010E0200	39.3866681718179	1	NAMRIL	Z010
Z010E0201	82.5291584914929	1	NAMRIL	Z010
Z010E0202	28.7314755159993	1	NAMRIL	Z010
Z010E0214	22.1532197413695	1	NAMRIL	Z010
Z010E0266	37.5532197413631	1	NAMRIL	Z010
Z010E0267	50.5532197413652	1	NAMRIL	Z010
Z010E0280	103.60321974137	1	NAMRIL	Z010
Z010E0283	47.8532197413695	1	NAMRIL	Z010
Z011E0001	51.7629741964914	1	NAMRIL	Z011
Z011E0002	48.5288301923705	1	NAMRIL	Z011
Z011E0003	60.9466855946705	1	NAMRIL	Z011
Z011E0004	57.8664109350499	1	NAMRIL	Z011
Z011E0005	51.3941992606886	1	NAMRIL	Z011
Z011E0006	39.3850588928011	1	NAMRIL	Z011
Z011E0007	51.4317418438883	1	NAMRIL	Z011
Z011E0008	68.65261342912	1	NAMRIL	Z011
Z011E0009	35.6386094503032	1	NAMRIL	Z011
Z011E0010	38.5792542595797	1	NAMRIL	Z011
Z011E0011	92.6129652028101	1	NAMRIL	Z011
Z011E0012	64.636482426528	1	NAMRIL	Z011
Z011E0014	31.8642760563584	1	NAMRIL	Z011
Z011E0015	26.6166162486253	1	NAMRIL	Z011
Z011E0016	69.1441992606942	1	NAMRIL	Z011
Z011E0017	37.9894655878729	1	NAMRIL	Z011
Z011E0018	70.4032760563586	1	NAMRIL	Z011
Z011E0019	58.6042817624185	1	NAMRIL	Z011
Z011E0020	32.2632214274054	1	NAMRIL	Z011
Z011E0021	52.846347189783	1	NAMRIL	Z011
Z011E0022	31.4665478107667	1	NAMRIL	Z011
Z011E0023	49.6202529260071	1	NAMRIL	Z011
Z011E0024	58.3902760563572	1	NAMRIL	Z011
Z011E0025	53.5854012064132	1	NAMRIL	Z011
Z011E0026	80.6273957831385	1	NAMRIL	Z011
Z011E0027	46.689224195257	1	NAMRIL	Z011
Z011E0028	45.0392760563622	1	NAMRIL	Z011
Z011E0029	52.7904741965015	1	NAMRIL	Z011
Z011E0030	38.1139005619727	1	NAMRIL	Z011
Z011E0031	38.3304741965021	1	NAMRIL	Z011
Z011E0032	68.1867542595787	1	NAMRIL	Z011
Z011E0033	75.1129741964942	1	NAMRIL	Z011
Z011E0034	47.8333932578182	1	NAMRIL	Z011
Z011E0035	36.9630672286362	1	NAMRIL	Z011
Z011E0036	39.9541992606979	1	NAMRIL	Z011
Z011E0037	80.5356329040643	1	NAMRIL	Z011
Z011E0038	43.0034900469274	1	NAMRIL	Z011
Z011E0039	42.0022584567889	1	NAMRIL	Z011
Z011E0040	95.3625200450737	1	NAMRIL	Z011
Z011E0041	39.470837499422	1	NAMRIL	Z011
Z011E0042	70.8767689481325	1	NAMRIL	Z011
Z011E0043	49.2892760563639	1	NAMRIL	Z011
Z011E0044	29.3912914924446	1	NAMRIL	Z011
Z011E0045	35.8741837864496	1	NAMRIL	Z011
Z011E0046	36.9828520904583	1	NAMRIL	Z011
Z011E0047	50.18811006885	1	NAMRIL	Z011
Z011E0048	91.2796879996981	1	NAMRIL	Z011
Z011E0049	40.7822516689499	1	NAMRIL	Z011
Z011E0050	51.9683178434955	1	NAMRIL	Z011
Z011E0051	74.4189190342275	1	NAMRIL	Z011
Z011E0052	40.7148546573036	1	NAMRIL	Z011
Z011E0053	40.9792542595776	1	NAMRIL	Z011
Z011E0054	34.8834900469368	1	NAMRIL	Z011
Z011E0055	41.9180032322387	1	NAMRIL	Z011
Z011E0056	51.5989276386418	1	NAMRIL	Z011
Z011E0057	39.8399669251694	1	NAMRIL	Z011
Z011E0058	42.8000599244854	1	NAMRIL	Z011
Z011E0059	39.0867717589875	1	NAMRIL	Z011
Z011E0060	43.6207901351021	1	NAMRIL	Z011
Z011E0061	40.1229652028063	1	NAMRIL	Z011
Z011E0062	33.9831463083895	1	NAMRIL	Z011
Z011E0063	56.8032214273972	1	NAMRIL	Z011
Z011E0064	56.3472338953032	1	NAMRIL	Z011
Z011E0065	38.4127050967393	1	NAMRIL	Z011
Z011E0066	48.4950935124588	1	NAMRIL	Z011
Z011E0067	32.5482118454606	1	NAMRIL	Z011
Z011E0068	40.1811862888978	1	NAMRIL	Z011
Z011E0069	54.1069350067056	1	NAMRIL	Z011
Z011E0070	40.682116329548	1	NAMRIL	Z011
Z011E0071	57.2154652028117	1	NAMRIL	Z011
Z011E0072	76.9325725588237	1	NAMRIL	Z011
Z011E0073	63.3967418438893	1	NAMRIL	Z011
Z011E0074	46.2192760563606	1	NAMRIL	Z011
Z011E0075	33.4921163295446	1	NAMRIL	Z011
Z011E0076	35.6227757612114	1	NAMRIL	Z011
Z011E0077	36.0933932578273	1	NAMRIL	Z011
Z011E0078	46.4117450634068	1	NAMRIL	Z011
Z011E0079	57.3811322855157	1	NAMRIL	Z011
Z011E0080	59.9705857008894	1	NAMRIL	Z011
Z011E0081	47.5722568431065	1	NAMRIL	Z011
Z011E0082	46.5312345397436	1	NAMRIL	Z011
Z011E0083	69.185474196506	1	NAMRIL	Z011
Z011E0084	40.2129741964985	1	NAMRIL	Z011
Z011E0085	40.2200613554573	1	NAMRIL	Z011
Z011E0086	51.8218300279386	1	NAMRIL	Z011
Z011E0087	50.6931100688509	1	NAMRIL	Z011
Z011E0088	60.8458932578233	1	NAMRIL	Z011
Z011E0089	34.0872599214262	1	NAMRIL	Z011
Z011E0090	55.3583932578214	1	NAMRIL	Z011
Z011E0091	29.6038805495145	1	NAMRIL	Z011
Z011E0092	50.6823604826041	1	NAMRIL	Z011
Z011E0093	51.9929652028032	1	NAMRIL	Z011
Z011E0094	70.5552358834515	1	NAMRIL	Z011
Z011E0095	50.0652529259959	1	NAMRIL	Z011
Z011E0096	49.1072523675568	1	NAMRIL	Z011
Z011E0097	44.2679652028087	1	NAMRIL	Z011
Z011E0098	31.9305547613753	1	NAMRIL	Z011
Z011E0099	59.4280217044988	1	NAMRIL	Z011
Z011E0100	45.3439005619745	1	NAMRIL	Z011
Z011E0101	65.9145678730818	1	NAMRIL	Z011
Z011E0102	45.6725200450747	1	NAMRIL	Z011
Z011E0103	45.2024832338441	1	NAMRIL	Z011
Z011E0104	28.0334739605649	1	NAMRIL	Z011
Z011E0105	43.4771318694717	1	NAMRIL	Z011
Z011E0106	55.4567241964992	1	NAMRIL	Z011
Z011E0107	31.9032059531629	1	NAMRIL	Z011
Z011E0108	60.3505032322473	1	NAMRIL	Z011
Z011E0109	37.7996318694841	1	NAMRIL	Z011
Z011E0110	65.823808025668	1	NAMRIL	Z011
Z011E0111	79.8227929543459	1	NAMRIL	Z011
Z011E0112	30.6166855946699	1	NAMRIL	Z011
Z011E0113	55.8541143439063	1	NAMRIL	Z011
Z011E0114	44.6052633862883	1	NAMRIL	Z011
Z011E0115	42.3387700450791	1	NAMRIL	Z011
Z011E0116	46.6011867206066	1	NAMRIL	Z011
Z011E0117	47.1293470892426	1	NAMRIL	Z011
Z011E0118	65.5839005619687	1	NAMRIL	Z011
Z011E0119	38.7405042595763	1	NAMRIL	Z011
Z011E0120	38.1058932578227	1	NAMRIL	Z011
Z011E0121	37.2762760563629	1	NAMRIL	Z011
Z011E0122	59.3980148985139	1	NAMRIL	Z011
Z011E0123	27.8681775329201	1	NAMRIL	Z011
Z011E0124	40.1895678730796	1	NAMRIL	Z011
Z011E0125	48.4764005619629	1	NAMRIL	Z011
Z011E0126	28.4882122881804	1	NAMRIL	Z011
Z011E0127	55.6575783967502	1	NAMRIL	Z011
Z011E0128	43.4297002898938	1	NAMRIL	Z011
Z011E0129	39.5642265911549	1	NAMRIL	Z011
Z011E0130	66.9501343186871	1	NAMRIL	Z011
Z011E0131	38.887483233846	1	NAMRIL	Z011
Z011E0132	34.3205143109535	1	NAMRIL	Z011
Z011E0133	29.630061355455	1	NAMRIL	Z011
Z011E0134	45.6880672286372	1	NAMRIL	Z011
Z011E0135	66.9023957831427	1	NAMRIL	Z011
Z011E0136	55.3930032322387	1	NAMRIL	Z011
Z011E0137	88.4020614754972	1	NAMRIL	Z011
Z011E0138	57.4982982230653	1	NAMRIL	Z011
Z011E0139	41.1246419243571	1	NAMRIL	Z011
Z011E0140	44.1428330359994	1	NAMRIL	Z011
Z011E0141	17.4352389789293	1	NAMRIL	Z011
Z011E0142	51.6032197413657	1	NAMRIL	Z011
Z011E0143	64.0938243545654	1	NAMRIL	Z011
Z011E0144	43.7361375093635	1	NAMRIL	Z011
Z011E0145	47.0682982230657	1	NAMRIL	Z011
Z011E0146	59.9068846063552	1	NAMRIL	Z011
Z011E0147	33.1581850067126	1	NAMRIL	Z011
Z011E0148	50.2523957831401	1	NAMRIL	Z011
Z011E0149	49.1404741964998	1	NAMRIL	Z011
Z011E0150	41.0273491964948	1	NAMRIL	Z011
Z011E0151	63.0437985361425	1	NAMRIL	Z011
Z011E0152	47.0083972594495	1	NAMRIL	Z011
Z011E0153	33.1035995032385	1	NAMRIL	Z011
Z011E0154	71.2347584567725	1	NAMRIL	Z011
Z011E0155	47.1032214273882	1	NAMRIL	Z011
Z011E0156	54.7892760563709	1	NAMRIL	Z011
Z011E0157	64.1554652028067	1	NAMRIL	Z011
Z011E0158	32.2506564286836	1	NAMRIL	Z011
Z011E0159	48.3604012064147	1	NAMRIL	Z011
Z011E0160	46.8213908526577	1	NAMRIL	Z011
Z011E0161	40.8890247600218	1	NAMRIL	Z011
Z011E0162	43.1890442824283	1	NAMRIL	Z011
Z011E0163	68.1617847814948	1	NAMRIL	Z011
Z011E0164	37.5071163295543	1	NAMRIL	Z011
Z011E0165	40.0956850067012	1	NAMRIL	Z011
Z011E0166	69.1383932578244	1	NAMRIL	Z011
Z011E0167	50.6580032322406	1	NAMRIL	Z011
Z011E0168	49.207765760912	1	NAMRIL	Z011
Z011E0169	45.4491675651304	1	NAMRIL	Z011
Z011E0170	55.4673810070697	1	NAMRIL	Z011
Z011E0171	37.2973438583944	1	NAMRIL	Z011
Z011E0172	24.9538476442884	1	NAMRIL	Z011
Z011E0173	50.8181775329178	1	NAMRIL	Z011
Z011E0174	45.4680032322373	1	NAMRIL	Z011
Z011E0175	21.15023897894	1	NAMRIL	Z011
Z011E0176	65.7257143404081	1	NAMRIL	Z011
Z011E0177	55.1874832338506	1	NAMRIL	Z011
Z011E0178	50.4215067618142	1	NAMRIL	Z011
Z011E0179	37.9022208822296	1	NAMRIL	Z011
Z011E0180	46.7177757612155	1	NAMRIL	Z011
Z011E0181	39.4518374994235	1	NAMRIL	Z011
Z011E0182	47.6821814617814	1	NAMRIL	Z011
Z011E0183	51.0071992606863	1	NAMRIL	Z011
Z011E0184	67.6848080256642	1	NAMRIL	Z011
Z011E0185	44.0771318694799	1	NAMRIL	Z011
Z011E0186	57.2217689481322	1	NAMRIL	Z011
Z011E0187	53.7162760563616	1	NAMRIL	Z011
Z011E0188	37.176036726097	1	NAMRIL	Z011
Z011E0189	56.3437985361377	1	NAMRIL	Z011
Z011E0190	53.0602253669636	1	NAMRIL	Z011
Z011E0191	23.4285995032468	1	NAMRIL	Z011
Z011E0192	56.9674206540682	1	NAMRIL	Z011
Z011E0193	64.2520678434933	1	NAMRIL	Z011
Z011E0194	49.5168374994327	1	NAMRIL	Z011
Z011E0195	31.3644476872934	1	NAMRIL	Z011
Z011E0196	55.7910492615117	1	NAMRIL	Z011
Z011E0197	51.9179652028058	1	NAMRIL	Z011
Z011E0198	55.5431734284844	1	NAMRIL	Z011
Z011E0199	42.5598400951492	1	NAMRIL	Z011
Z011E0200	62.318830192376	1	NAMRIL	Z011
Z011E0201	91.0374964102988	1	NAMRIL	Z011
Z011E0202	40.766739341835	1	NAMRIL	Z011
Z011E0217	49.253219741364	1	NAMRIL	Z011
Z011E0226	27.0532197413561	1	NAMRIL	Z011
Z011E0230	44.1532197413721	1	NAMRIL	Z011
Z012E0001	66.1742591867025	1	NAMRIL	Z012
Z012E0002	54.7720678730766	1	NAMRIL	Z012
Z012E0003	57.5414251234318	1	NAMRIL	Z012
Z012E0004	45.8560991964872	1	NAMRIL	Z012
Z012E0005	60.5571318694725	1	NAMRIL	Z012
Z012E0006	49.7966814974259	1	NAMRIL	Z012
Z012E0007	46.1897338952961	1	NAMRIL	Z012
Z012E0008	62.5198390901331	1	NAMRIL	Z012
Z012E0009	60.5379741964962	1	NAMRIL	Z012
Z012E0010	81.7487345397537	1	NAMRIL	Z012
Z012E0011	71.1254741964994	1	NAMRIL	Z012
Z012E0012	59.6952237106938	1	NAMRIL	Z012
Z012E0013	63.8375599244952	1	NAMRIL	Z012
