Genotype	pop	FID	CD	KRN	AKW	CL	CW	KC	TKW
B73xZ004E0199	BxRIL	Z004	28.4016666666669	18.3333333333334	0.300608784333334	165.016666666667	26.9733333333338	437.500000000006	125.655000000001
B73xZ004E0208	BxRIL	Z004	26.0882021648797	16.3999999956221	0.287245173144593	154.677076039741	23.3093381891252	501.694170837971	140.625259964555
B73xZ004E0232	BxRIL	Z004	29.1383333333334	18.9999999999998	0.286578851344593	174.983333333334	33.7833333333332	548.894170837975	155.445259964556
B73xZ005E0004	BxRIL	Z005	29.7533333333339	18	0.318712403144592	194.168333333339	43.4400000000039	572.294170837969	179.081259964554
B73xZ005E0012	BxRIL	Z005	27.0733333333335	16.6666666666666	0.347914357544586	171.293333333334	26.8383333333334	424.89417083798	145.119259964555
B73xZ005E0013	BxRIL	Z005	30.3349999999997	16	0.336542064166666	185.084999999998	39.0083333333308	540.333333333335	179.551666666666
B73xZ005E0014	BxRIL	Z005	28.346666666667	15.6666666666666	0.36058275933334	192.280000000005	33.275000000002	429.666666666664	144.695000000001
B73xZ005E0021	BxRIL	Z005	24.0633333333338	14.6666666666666	0.312493000544592	195.258333333332	28.3266666666662	539.29417083797	168.287259964554
B73xZ005E0027	BxRIL	Z005	29.3902021648798	18.3999999956223	0.305074622611481	186.455076039742	41.5353381891248	689.485427094923	210.143149911386
B73xZ005E0042	BxRIL	Z005	26.6383333333334	14.9999999999998	0.301028611333334	193.243333333337	36.2716666666687	564.833333333336	168.615
B73xZ005E0043	BxRIL	Z005	28.875	17.599999995622	0.325110428544592	154.245000000002	33.0683333333324	527.69417083797	171.449259964554
B73xZ005E0048	BxRIL	Z005	28.0705054121993	16.9999999890553	0.349535823389619	167.567690099353	30.6833454728124	411.80418752319	145.196299822773
B73xZ005E0055	BxRIL	Z005	27.4133333333335	16.3333333333332	0.322391931000003	173.816666666668	36.6483333333345	522.66666666667	161.988333333334
B73xZ005E0061	BxRIL	Z005	28.1422021648798	17.1999999956221	0.282594679944593	161.255076039742	28.359338189125	523.894170837972	151.067259964555
B73xZ005E0063	BxRIL	Z005	27.5502021648798	16.3999999956221	0.340540298361479	164.681076039742	31.7753381891257	473.485427094925	157.780649911386
B73xZ005E0066	BxRIL	Z005	29.0610108243986	17.9999999781107	0.345760734722965	126.478713532036	26.8033576122922	288.470854189827	99.922966489436
B73xZ005E0075	BxRIL	Z005	27.3300000000002	15.9999999956221	0.363116706344589	158.596666666667	27.5400000000005	518.894170837971	187.695259964553
B73xZ005E0079	BxRIL	Z005	27.7333333333335	15.6666666666666	0.266312738666669	178.195000000002	32.8116666666677	575.333333333333	154.133333333333
B73xZ005E0083	BxRIL	Z005	27.5050000000001	15.9999999999999	0.31093515374459	155.651666666668	24.6183333333332	461.694170837976	137.831259964556
B73xZ005E0093	BxRIL	Z005	27.7866666666669	16.3333333333333	0.308135483833333	172.048333333334	33.8933333333342	547.333333333333	168.474999999999
B73xZ005E0096	BxRIL	Z005	24.8963297252011	16.0000000072964	0.293808272759016	174.871539933765	26.2811030181244	423.176381936713	122.18456672574
B73xZ005E0097	BxRIL	Z005	30.346666666667	17.3333333333332	0.346880136344587	177.615000000001	39.2900000000009	523.494170837969	175.955259964552
B73xZ005E0099	BxRIL	Z005	26.2716666666669	16.3333333333333	0.319001043666666	171.506666666667	28.5216666666662	521.333333333336	165.806666666666
B73xZ005E0100	BxRIL	Z005	25.8910108243987	16.6666666447774	0.375038088222953	143.165380198709	22.2033576122919	302.470854189861	106.241299822776
B73xZ005E0111	BxRIL	Z005	25.7519945878011	15.0000000109445	0.312396006759014	186.614809900647	26.0591545271871	553.509715270055	171.044566725743
B73xZ005E0112	BxRIL	Z005	29.2349999999999	17.3333333333333	0.33184091345541	183.001666666666	37.806666666665	571.705829162036	189.116740035447
B73xZ005E0113	BxRIL	Z005	27.6900000000002	16.3333333333333	0.298237703666668	169.345000000001	28.278333333334	494.666666666669	147.566666666667
B73xZ005E0117	BxRIL	Z005	24.7303369414665	16.6666666593702	0.354910839722954	156.128460066237	23.7622303152083	446.970854189849	158.696299822771
B73xZ005E0119	BxRIL	Z005	27.1866666666668	15.6666666666666	0.373942931861482	145.408333333331	24.356666666667	453.485427094922	168.883149911387
B73xZ005E0139	BxRIL	Z005	28.0833333333334	16.3333333333333	0.336955715544594	181.856666666666	38.2999999999983	570.694170837972	192.839259964556
B73xZ005E0149	BxRIL	Z005	28.2657978351206	17.6000000043778	0.288110632000001	178.976923960261	32.0066618108757	549.750000000002	156.765
B73xZ005E0155	BxRIL	Z005	28.1062021648799	15.5999999956222	0.345751383944597	174.229076039742	30.7393381891254	444.494170837967	148.757259964555
B73xZ005E0158	BxRIL	Z005	25.9642021648798	15.999999995622	0.309433743344595	176.829076039741	29.067338189125	513.894170837972	156.959259964556
B73xZ005E0173	BxRIL	Z005	29.6600000000001	15.3333333333333	0.327804327666669	192.026666666667	38.4483333333331	540.66666666667	174.908333333335
B73xZ006E0012	BxRIL	Z006	24.3983333333335	17.5999999956221	0.250191720249999	143.928333333334	19.4183333333334	487.500000000002	123.284999999999
B73xZ006E0016	BxRIL	Z006	27.1157978351205	17.6000000043778	0.291924687655409	175.12092396026	33.1306618108753	607.705829162031	175.804740035445
B73xZ006E0027	BxRIL	Z006	26.8316666666668	17.9999999999999	0.269308737000002	169.335000000001	28.1083333333337	532.166666666669	142.320000000001
B73xZ006E0028	BxRIL	Z006	26.8333333333334	16.6666666666666	0.314708586666667	187.760000000004	33.3883333333352	556.500000000002	172.803333333333
B73xZ006E0041	BxRIL	Z006	29.3633333333336	19.6666666666664	0.3250697975	171.905000000001	32.4950000000008	544.333333333335	177.531666666666
B73xZ006E0088	BxRIL	Z006	25.7502021648798	17.1999999956221	0.281560200544593	178.733076039742	28.1773381891251	578.694170837972	165.213259964555
B73xZ006E0124	BxRIL	Z006	25.4416666666669	17.1999999956221	0.232277878744593	139.935000000002	20.0550000000002	417.694170837971	104.049259964555
B73xZ006E0125	BxRIL	Z006	23.7150000000005	14.6666666666666	0.269918575944593	159.536666666668	19.826666666667	482.894170837971	131.941259964555
B73xZ006E0147	BxRIL	Z006	25.2462021648802	14.7999999956223	0.29970855236148	164.587076039743	24.1653381891248	375.985427094929	114.063149911388
B73xZ006E0154	BxRIL	Z006	22.7456558422675	20.0000000218901	0.266103340277043	149.201286467958	16.2599757210402	672.529145810155	179.323700177227
B73xZ006E0160	BxRIL	Z006	24.4902021648796	17.5999999956221	0.297231484611481	174.845076039742	23.7213381891252	571.485427094925	170.138149911387
B73xZ006E0171	BxRIL	Z006	25.7216666666668	16.6666666666666	0.291927988666668	174.370000000001	32.6533333333337	584.16666666667	170.053333333334
B73xZ006E0179	BxRIL	Z006	25.6266666666666	17.6666666666666	0.295457966166668	173.900000000001	26.7500000000005	567.500000000006	166.223333333335
B73xZ006E0189	BxRIL	Z006	25.4982021648798	18.3999999956221	0.26477075611148	157.055076039742	21.0193381891251	598.485427094927	160.278149911387
B73xZ006E0193	BxRIL	Z006	25.4483333333333	15.6666666666663	0.270619869500001	181.468333333335	26.1533333333338	505.500000000003	135.48
B73xZ006E0196	BxRIL	Z006	26.9500000000002	16	0.358535516333333	194.374999999999	33.1983333333327	583.666666666668	209.249999999999
B73xZ007E0015	BxRIL	Z007	27.4300000000001	17.3333333333333	0.295954028666668	161.006666666667	29.1233333333336	501.500000000003	148.026666666667
B73xZ007E0117	BxRIL	Z007	26.6182021648798	14.799999995622	0.351347390944588	180.089076039742	34.0633381891253	494.894170837972	171.777259964553
B73xZ007E0123	BxRIL	Z007	28.1742021648799	15.9999999956221	0.323505480744594	183.463076039742	33.4473381891255	534.694170837972	171.857259964556
B73xZ008E0006	BxRIL	Z008	29.2616666666672	16.9999999999999	0.312741325666668	176.878333333335	30.5750000000015	425.66666666667	132.281666666667
B73xZ008E0009	BxRIL	Z008	27.8883333333335	15.6666666666666	0.324916376344592	190.990000000001	33.4416666666667	467.694170837972	151.307259964555
B73xZ008E0013	BxRIL	Z008	27.485797835121	14.8000000043775	0.335636015855414	182.768923960263	28.2646618108756	444.905829162072	145.176740035454
B73xZ008E0017	BxRIL	Z008	25.9933333333336	15.6666666666666	0.310343709344594	180.978333333333	29.9683333333327	491.894170837971	152.407259964555
B73xZ008E0033	BxRIL	Z008	28.1016666666669	16	0.343876943833327	178.560000000002	29.4966666666676	436.000000000012	145.741666666667
B73xZ008E0040	BxRIL	Z008	25.8316666666669	16	0.304999218833333	165.445000000001	28.7166666666665	438.166666666676	133.193333333335
B73xZ008E0041	BxRIL	Z008	27.3666666666668	14.3333333333333	0.330051487166669	189.385000000002	31.5650000000008	554.000000000004	182.646666666668
B73xZ008E0047	BxRIL	Z008	25.1300000000003	15.9999999999998	0.329845485855416	150.506666666669	25.4533333333332	383.505829162017	122.528740035443
B73xZ008E0054	BxRIL	Z008	26.1489891756019	18.0000000218894	0.307217678277038	138.527953134631	16.3499757210419	283.529145810199	85.8737001772384
B73xZ008E0056	BxRIL	Z008	27.5230054121993	15.9999999890552	0.27249528336148	173.927690099353	29.3758454728132	485.235427094922	132.665649911386
B73xZ008E0059	BxRIL	Z008	26.1916666666669	13.6666666666667	0.310841496388522	145.591666666668	19.5516666666668	417.764572905081	128.584350088614
B73xZ008E0062	BxRIL	Z008	25.0516666666669	16.6666666666666	0.277591662333334	162.235000000001	25.2683333333332	566.666666666671	156.090000000001
B73xZ008E0064	BxRIL	Z008	28.1000000000002	16.0000000000001	0.296559023666669	133.378333333329	24.3083333333336	355.333333333327	107.426666666665
B73xZ008E0072	BxRIL	Z008	27.7933333333335	15	0.32773155266667	199.781666666667	30.5449999999998	538.333333333338	176.670000000002
B73xZ008E0075	BxRIL	Z008	26.6466666666669	14.9999999999999	0.307848488333335	177.95	26.8216666666662	489.500000000002	146.488333333334
B73xZ008E0094	BxRIL	Z008	29.7183333333333	16.6666666666666	0.314971521544593	197.433333333332	37.0333333333323	710.694170837973	223.837259964556
B73xZ008E0099	BxRIL	Z008	26.0602021648799	16.399999995622	0.271644790944593	143.175076039744	19.8253381891254	410.694170837972	111.333259964555
B73xZ008E0123	BxRIL	Z008	29.9616666666667	18.9999999999998	0.280383308333335	166.416666666668	34.031666666666	570.333333333332	159.173333333333
B73xZ008E0127	BxRIL	Z008	23.3022021648801	15.1999999956219	0.276394233111481	140.669076039743	17.5193381891254	463.485427094924	127.018149911387
B73xZ008E0134	BxRIL	Z008	27.8983333333335	15.9999999999999	0.308518708544591	162.931666666667	30.4966666666671	484.294170837974	147.443259964555
B73xZ008E0139	BxRIL	Z008	26.3450000000002	16.6666666666666	0.314615678344595	145.681666666668	19.7566666666667	354.694170837963	115.729259964553
B73xZ008E0141	BxRIL	Z008	24.8722021648798	15.9999999956221	0.282329517144593	165.639076039742	23.6453381891251	604.494170837962	169.877259964552
B73xZ008E0143	BxRIL	Z008	28.9333333333335	18.3333333333333	0.276342630166667	183.415000000001	28.821666666667	666.833333333344	183.488333333336
B73xZ008E0172	BxRIL	Z008	26.7650000000001	16.6666666666666	0.247966323833336	163.121666666667	26.9516666666668	407.166666666673	105.936666666669
B73xZ008E0174	BxRIL	Z008	26.9066666666668	15.6666666666665	0.277069347666669	160.628333333334	29.3366666666666	440.833333333342	120.045000000003
B73xZ008E0177	BxRIL	Z008	27.4866666666668	16.6666666666666	0.295202856333335	166.411666666668	27.0216666666662	493.666666666668	142.67
B73xZ008E0178	BxRIL	Z008	24.5033333333339	16.9999999999999	0.255911005111479	150.56166666667	17.6366666666673	460.235427094921	118.128149911385
B73xZ008E0183	BxRIL	Z008	26.2830054121994	14.4999999890553	0.275285069361481	171.595190099353	25.6758454728125	521.485427094923	143.860649911386
B73xZ009E0015	BxRIL	Z009	30.8242021648795	14.9999999999998	0.342240191499997	193.789076039739	43.7733381891231	588.333333333331	199.994999999997
B73xZ009E0025	BxRIL	Z009	28.2833333333335	16.9999999999999	0.272291829	182.031666666667	30.6366666666667	524.500000000005	145.968333333334
B73xZ009E0031	BxRIL	Z009	28.911666666667	14.6666666666669	0.351094011999997	192.920000000004	35.4250000000017	560.833333333333	196.633333333331
B73xZ009E0051	BxRIL	Z009	30.4116666666669	16	0.313742948666669	170.656666666667	30.8333333333335	497.666666666669	155.843333333334
B73xZ009E0055	BxRIL	Z009	26.8833333333335	15.6666666666667	0.33194240516667	162.065000000001	29.8816666666668	471.500000000001	154.585000000001
B73xZ009E0061	BxRIL	Z009	25.0805054121994	13.9999999999998	0.301392382999999	185.665190099353	29.5258454728125	517.000000000002	155.974999999999
B73xZ009E0062	BxRIL	Z009	29.5433333333336	16	0.329368391500003	176.645000000001	31.7850000000004	391.666666666665	122.528333333333
B73xZ009E0063	BxRIL	Z009	27.9100000000002	16.3333333333333	0.289296209666667	166.11	26.7100000000005	429.500000000011	120.76666666667
B73xZ009E0082	BxRIL	Z009	27.3955054121993	15.6666666666665	0.346098079666666	161.452690099353	26.0658454728128	510.333333333336	176.571666666667
B73xZ009E0095	BxRIL	Z009	26.8010108243985	15.9999999890553	0.306080170861482	176.102046865372	27.5500242789586	573.735427094926	174.060649911388
B73xZ009E0096	BxRIL	Z009	27.0980054121993	14.3333333333334	0.289321730833335	171.600190099353	28.0758454728125	571.000000000003	165.380000000001
B73xZ009E0114	BxRIL	Z009	26.4116666666669	15.9999999999999	0.293560247000001	167.928333333334	24.3366666666666	530.166666666668	153.77
B73xZ009E0125	BxRIL	Z009	25.1855054121992	14.3999999956221	0.311158488944593	190.830190099354	29.8583454728129	545.894170837971	166.151259964555
B73xZ009E0133	BxRIL	Z009	27.0280054121993	15.4999999890555	0.252773399361485	163.757690099353	25.0258454728125	444.985427094931	113.76814991139
B73xZ009E0136	BxRIL	Z009	26.6482021648798	15.3333333333333	0.312751282833334	190.603076039742	26.6773381891251	482.166666666671	142.736666666667
B73xZ009E0137	BxRIL	Z009	28.3616666666668	17.6666666666667	0.322511163999999	156.25	27.4966666666669	344.500000000015	107.96666666667
B73xZ009E0143	BxRIL	Z009	27.7383333333335	15.9999999999998	0.326481163333337	175.481666666667	28.9249999999998	463.833333333334	150.580000000001
B73xZ009E0145	BxRIL	Z009	26.2950000000003	15.3333333333333	0.292813754000002	189.436666666665	25.418333333333	595.500000000009	172.831666666669
B73xZ009E0149	BxRIL	Z009	28.1843441577318	15.6666666666667	0.308223416500001	189.848713532039	33.8033576122919	631	194.266666666666
B73xZ009E0150	BxRIL	Z009	27.5062021648798	15.3333333333333	0.299426867833333	177.931076039741	25.9733381891247	598.666666666662	180.071666666664
B73xZ009E0153	BxRIL	Z009	26.1810108243985	13.6666666666667	0.321505117000001	164.825380198706	23.2233576122919	420.666666666669	133.783333333334
B73xZ009E0155	BxRIL	Z009	28.6282021648799	14.6666666666668	0.325041092999995	193.555076039743	29.6573381891254	569.833333333327	184.369999999995
B73xZ009E0167	BxRIL	Z009	27.7942021648797	16.0000000000001	0.333017891000002	185.085076039738	28.7993381891237	530.833333333336	174.895000000001
B73xZ009E0169	BxRIL	Z009	28.73020216488	17.3333333333332	0.278232817166669	195.743076039746	38.1073381891277	667.666666666655	184.941666666663
B73xZ009E0170	BxRIL	Z009	28.6280054121992	16.6666666666665	0.325918571833335	163.667690099354	26.4033454728123	567.833333333338	180.443333333335
B73xZ009E0173	BxRIL	Z009	28.4405054121993	16.9999999890553	0.316671951361481	150.950190099353	22.1233454728127	409.735427094923	126.123149911386
B73xZ009E0176	BxRIL	Z009	28.8542021648799	17.6666666666665	0.309075799833333	182.395076039742	31.0253381891253	616.499999999997	185.283333333332
B73xZ009E0177	BxRIL	Z009	27.1755054121993	15.6666666666665	0.311063037833334	197.867690099352	31.1733454728124	610.66666666667	189.118333333334
B73xZ009E0178	BxRIL	Z009	26.7805054121993	15	0.320236869499999	173.707690099353	26.5408454728127	493.833333333337	156.83
B73xZ009E0179	BxRIL	Z009	28.7366666666667	16.9999999999999	0.328244271333336	189.438333333332	36.5866666666653	641.500000000009	210.128333333337
B73xZ009E0193	BxRIL	Z009	28.7416666666668	16.3333333333333	0.337037838544601	173.058333333334	25.9616666666667	431.09417083796	145.205259964555
B73xZ009E0219	BxRIL	Z009	27.9702021648798	13.9999999956225	0.282376324744593	159.085076039742	26.023338189125	363.294170837967	106.121259964554
B73xZ010E0001	BxRIL	Z010	31.0266666666665	17.9999999890553	0.319985710333335	171.223333333334	33.7066666666659	518.16666666667	165.123333333334
B73xZ010E0002	BxRIL	Z010	25.3800000000003	16.3333333333333	0.274140542744593	199.888333333332	28.8999999999996	582.894170837973	157.591259964555
B73xZ010E0009	BxRIL	Z010	26.2650000000002	15.6666666666666	0.265182350000001	182.566666666667	26.1549999999999	593.166666666668	157.081666666667
B73xZ010E0055	BxRIL	Z010	26.2400000000001	14.9999999999998	0.318776968744594	176.511666666668	24.6866666666668	361.094170837966	110.429259964554
B73xZ010E0062	BxRIL	Z010	24.5122021648799	15.199999995622	0.264610342344595	178.723076039741	24.115338189125	319.694170837985	84.5412599645595
B73xZ010E0141	BxRIL	Z010	26.6050000000001	14.9999999999999	0.293926472344593	182.300000000001	24.8600000000001	369.694170837972	107.881259964555
B73xZ010E0146	BxRIL	Z010	25.6866666666669	16.6666666666666	0.281979982000001	163.593333333334	20.7816666666668	513.66666666667	143.656666666667
B73xZ010E0148	BxRIL	Z010	25.45	16.3333333333333	0.279225771166668	202.586666666669	26.4500000000003	469.66666666667	131.010000000001
B73xZ010E0149	BxRIL	Z010	26.3166666666668	16.3333333333332	0.25925676166667	185.861666666668	27.7783333333336	467.666666666673	121.216666666669
